"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL050","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX010","PX020","PX030","PX040","PX050","PT005","PT010","PT020","PT030","PT040","PT050","PT060","PT070","PT080","PT090","PT100","PT110","PT120","PT130","PT140","PT150","PT160","PT170","PT180","PT190","PT200","PT210"
"2011","DK",858401,516.467619848612,"NA","1","2011","NA","1",1971,"2","1","3","EU","2","5","3","8","NA","1","NA","NA","3","33","8","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","1","2","3","NA","NA","NA","NA",1,1,0,0,0,0,1,0,0,,170,0,0,0,20838,0,1,"7.4473",39,85840,"2","2","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","5","NA","NA"
"2011","DK",858402,516.467619848612,"447.4222","1","2011","NA","1",1970,"1","2","3","DK","2","5","5","1","NA","NA","1","NA","3","91","2","65","NA","NA","NA","4","NA","1","NA","NA","NA","NA","3","1","2","NA","NA","2","NA",1,1,22670,0,0,435,1,1087,8038,,0,0,0,0,0,0,1,"7.4473",40,85840,"2","2","NA","1","NA","4","NA","NA","NA","NA","1910","NA","NA","NA","NA","NA","1","NA","NA","2","NA","3","NA","1"
"2011","DK",858701,516.467619848612,"1295.103","1","2011","NA","4",1974,"2","1","2","DK","2","NA","3","1","NA","NA","NA","NA","3","NA","9","45","NA","NA","NA","NA","1","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,1,49838,0,0,471,1,0,0,,3546,0,0,0,0,0,1,"7.4473",36,85870,"2","7","NA","1","2","NA","NA","NA","NA","NA","1937","NA","1","1","NA","NA","NA","NA","NA","2","NA","5","4","2"
"2011","DK",858702,516.467619848612,"1674.285","1","2011","NA","4",1969,"1","1","1","DK","2","NA","3","1","NA","NA","NA","NA","3","22","5","37","NA","o","NA","13","1","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA",1,1,76158,1031,0,0,1,0,0,,0,0,0,0,0,0,1,"7.4473",41,85870,"3","5","NA","1","NA","3","NA","1952","NA","1","NA","1","NA","NA","2","1","1","NA","NA","NA","NA","NA","4","NA"
"2011","DK",859571,516.467619848612,"NA","1","2011","NA","2",1976,"1","2","1","DK","2","NA","2","5","NA","1","2","NA","3","34","8","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","3","NA","NA","2","NA",1,1,8539,0,0,435,1,0,-855,,6142,0,0,5538,0,0,1,"7.4473",34,85957,"2","7","NA","NA","NA","2","NA","NA","NA","1","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA"
"2011","DK",859572,516.467619848612,"NA","NA","2011","NA","1",1975,"2","2","3","DK","2","NA","3","1","NA","1","NA","NA","3","NA","3","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","3","NA","NA","2","NA","2","NA",1,1,36956,0,0,278,1,0,0,,152,0,0,0,0,0,1,"7.4473",35,85957,"3","2","NA","1","NA","NA","NA","NA","NA","NA","NA","3","NA","3","NA","2","NA","1","NA","NA","5","NA","NA","2"
"2011","DK",859621,516.467619848612,"NA","1","2011","NA","2",1961,"1","2","3","DK","2","5","5","3","NA","NA","NA","NA","3","91","7","NA","NA","NA","NA","NA","1","2","2","NA","NA","NA","1","NA","3","2","NA","2","NA",1,1,7703,0,0,601,1,0,7165,,43,0,0,0,0,0,1,"7.4473",49,85962,"2","5","NA","NA","2","NA","NA","NA","NA","1","1940","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","4","5","NA"
"2011","DK",859622,516.467619848612,"NA","1","2011","NA","1",1992,"2","1","3","DK","2","NA","2","6","NA","NA","NA","NA","3","33",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","1","2","NA","NA","NA",1,1,2155,0,0,242,1,0,0,,48,0,0,0,0,898,1,"7.4473",18,85962,"2","6","NA","NA","NA","NA","2","1950","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2011","DK",859624,516.467619848612,"1199.302","1","2011","NA","1",1959,"2","2","2","DK","2","NA","5","2","NA","NA","NA","NA","3","41","2","37","NA","q","NA","12","1","NA","2","NA","NA","NA","3","NA","3","NA","NA","NA","NA",1,1,40223,0,0,0,1,314,183,,169,0,0,0,0,0,1,"7.4473",51,85962,"2","6","NA","1","1","2","NA","NA","NA","1","NA","1","1","3","NA","NA","1","NA","NA","2","NA","NA","NA","NA"
"2011","DK",859861,516.467619848612,"NA","1","2011","NA","3",1970,"1","1","3","DK","2","NA","3","1","NA","NA","NA","NA","3","33","7","NA","NA","b-e","NA","NA","1","NA","NA","NA","NA","NA","2","NA","3","2","NA","2","NA",1,1,0,0,0,0,1,0,0,,28441,0,0,0,0,6064,1,"7.4473",40,85986,"2","2","NA","NA","3","NA","1","NA","NA","2","1958","NA","NA","2","1","NA","NA","NA","NA","2","NA","NA","3","1"
"2011","DK",859864,516.467619848612,"NA","1","2011","NA","4",1967,"2","2","2","DK","2","NA","5","1","NA","NA","NA","NA","3","34","3","37","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",1,1,37753,0,0,865,1,0,0,,261,0,0,0,0,0,1,"7.4473",43,85986,"2","2","NA","1","NA","3","4","NA","NA","NA","NA","NA","1","2","1","NA","NA","NA","1","NA","NA","NA","NA","1"
"2011","DK",859921,516.467619848612,"888.2718","1","2011","NA","2",1962,"2","2","1","DK","2","NA","3","1","NA","1","NA","NA","3","22","5","37","NA","NA","NA","13","NA","2","1","NA","NA","NA","1","NA","3","2","NA","2","NA",1,1,54278,0,0,471,1,7387,300,,236,0,0,0,0,0,1,"7.4473",48,85992,"3","7","NA","3","2","4","NA","NA","1","NA","NA","1","1","1","1","NA","NA","5","1","2","NA","6","NA","NA"
"2011","DK",859922,516.467619848612,"1584.153","1","2011","NA","1",1962,"1","2","2","DK","2","NA","3","1","NA","NA","NA","NA","3","33","3","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA",1,1,42905,0,0,871,1,0,0,,0,0,0,0,0,0,1,"7.4473",48,85992,"3","7","NA","1","NA","NA","2","NA","1","1","NA","1","1","NA","NA","1","1","NA","2","NA","6","NA","5","1"
"2011","DK",859923,516.467619848612,"1099.607","2","2011","NA","1",1989,"1","1","1","DK","2","3","2","6","NA","1","NA","NA","3","NA",,"40","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","2","NA",1,1,79,0,0,781,1,0,0,,91,0,0,0,0,4536,1,"7.4473",21,85992,"2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","5","NA"
"2011","DK",860282,516.467619848612,"NA","1","2011","NA","3",1978,"2","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","22","4","37","NA","g","NA","NA","NA","NA","2","NA","NA","NA","4","2","3","2","NA","2","NA",1,1,31397,0,0,60,1,819,0,,23373,0,0,654,0,0,1,"7.4473",32,86028,"3","3","NA","1","2","1","NA","NA","NA","NA","1921","NA","NA","2","NA","NA","1","7","1","NA","NA","NA","NA","1"
"2011","DK",860283,516.467619848612,"1345","1","2011","NA","1",1980,"1","1","3","DK","2","3","3","5","NA","2","2","NA","3","61","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","6","NA","NA",1,1,1774,0,0,599,1,0,0,,105,0,0,0,0,1300,1,"7.4473",30,86028,"2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA"
"2011","DK",860612,516.467619848612,"1109.911","1","2011","NA","4",1977,"1","1","1","DK","2","NA","3","3","NA","1","NA","NA","3","NA","0 - 1","NA","NA","i","NA","1","1","2","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",1,1,19685,142,0,597,1,0,0,,82,0,0,0,0,0,1,"7.4473",33,86061,"2","2","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA"
"2011","DK",860613,516.467619848612,"1245.423","2","2011","NA","2",1978,"2","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","34","2","45","NA","q","NA","NA","1","2","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA",1,1,69165,602,0,435,1,0,326,,191,0,0,0,0,0,1,"7.4473",32,86061,"2","7","NA","NA","2","2","2","1946","NA","NA","1947","1","NA","NA","2","2","1","NA","NA","NA","NA","4","NA","1"
"2011","DK",860723,516.467619848612,"2636.047","1","2011","NA","3",1979,"2","2","1","DK","2","NA","3","6","NA","1","NA","NA","3","34","5","37","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","4","1","NA","2","NA","2","NA",1,1,0,0,0,642,1,0,0,,19907,0,0,0,0,0,1,"7.4473",31,86072,"2","2","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1"
"2011","DK",860724,516.467619848612,"NA","1","2011","NA","2",1978,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","34","7","24","NA","NA","NA","13","NA","NA","2","NA","NA","NA","NA","2","NA","2","NA","NA","NA",1,1,68349,0,0,435,1,0,0,,395,0,0,0,7892,0,1,"7.4473",32,86072,"2","6","NA","1","NA","3","1","NA","NA","1","NA","1","NA","NA","NA","2","NA","6","NA","NA","NA","NA","NA","NA"
"2011","DK",861081,516.467619848612,"705.879","2","2011","NA","2",1993,"1","1","2","DK","2","5","2","6","NA","1","2","1","NA","NA",,"25","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",1,1,0,0,0,436,1,4491,0,,0,0,0,0,0,0,1,"7.4473",17,86108,"3","6","NA","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA"
"2011","DK",861082,516.467619848612,"735.4743","2","2011","NA","1",1963,"1","2","3","DK","2","NA","3","5","NA","NA","NA","NA","3","83","7","40","NA","NA","NA","12","1","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA",1,1,0,0,0,500,1,81,0,,53532,0,0,0,0,0,1,"7.4473",47,86108,"2","7","NA","1","NA","3","1","1930","NA","NA","1920","NA","1","NA","2","1","NA","NA","NA","NA","NA","5","NA","2"
"2011","DK",861083,516.467619848612,"1647.251","1","2011","NA","3",1990,"2","1","1","DK","2","3","2","6","NA","NA","2","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","2","NA","2","NA",1,1,7371,0,0,157,1,0,0,,507,0,0,0,0,0,1,"7.4473",20,86108,"3","2","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1"
"2011","DK",861084,516.467619848612,"943.6535","1","2011","NA","1",1965,"2","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","33","2","32","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","1","2","3","2","NA","NA","NA",1,1,30095,0,0,790,1,0,0,,39,0,0,0,0,0,1,"7.4473",45,86108,"2","2","NA","NA","2","3","NA","NA","NA","NA","1960","NA","NA","NA","NA","1","NA","NA","NA","NA","5","4","5","2"
"2011","DK",861201,516.467619848612,"2856.73","2","2011","NA","3",1971,"1","1","1","DK","2","NA","5","1","NA","NA","NA","NA","3","23","7","37","NA","b-e","NA","4","2","NA","NA","NA","NA","NA","NA","2","3","NA","NA","NA","NA",1,1,51211,359,0,0,1,0,1147,,0,0,0,1862,0,0,1,"7.4473",39,86120,"2","2","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","1","1","NA","7","NA","2","NA","5","NA","NA"
"2011","DK",861202,516.467619848612,"NA","1","2011","NA","3",1972,"2","1","1","DK","1","NA","3","1","NA","NA","NA","NA","3","21","4","37","NA","NA","NA","1","1","NA","2","NA","NA","NA","NA","2","NA","2","NA","NA","NA",1,1,64364,415,0,326,1,0,0,,0,0,0,0,0,0,1,"7.4473",38,86120,"3","2","NA","NA","NA","NA","2","1925","NA","NA","NA","NA","3","NA","2","1","2","7","1","NA","NA","2","4","1"
"2011","DK",861731,516.467619848612,"1352.232","2","2011","NA","1",1992,"2","1","3","DK","2","NA","2","6","NA","2","1","1","3","NA",,"NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","2","2","NA","NA","2","NA",1,1,66,0,0,145,1,0,0,,357,0,0,0,0,5876,1,"7.4473",18,86173,"3","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA"
"2011","DK",861732,516.467619848612,"NA","1","2011","NA","1",1948,"1","2","3","DK","2","NA","3","7","NA","NA","NA","NA","3","31","8","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","2","NA","NA","NA","2","NA",1,1,0,0,0,444,1,0,0,,322,26478,0,0,0,0,1,"7.4473",62,86173,"2","NA","NA","NA","3","NA","NA","NA","1","NA","1941","1","1","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA"
"2011","DK",861734,516.467619848612,"1262.929","2","2011","NA","3",1962,"2","2","1","DK","1","NA","2","1","NA","NA","NA","NA","3","34","5","38","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","2","NA","2","NA",1,1,54349,294,0,435,1,0,0,,0,0,0,0,0,0,1,"7.4473",48,86173,"2","3","NA","NA","2","NA","NA","NA","NA","1","NA","1","NA","3","NA","1","NA","1","1","NA","4","4","NA","NA"
"2011","DK",861971,516.467619848612,"840.1852","1","2011","NA","1",1992,"1","1","1","DK","1","3","2","6","NA","NA","NA","NA","3","72",,"NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","2","NA",1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,"7.4473",18,86197,"2","2","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","NA","NA","NA","NA"
"2011","DK",861972,516.467619848612,"NA","1","2011","NA","1",1968,"1","1","3","DK","2","NA","3","1","NA","NA","NA","NA","3","22","8","30","5","b-e","NA","13","1","2","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA",1,1,53544,404,0,433,1,3223,0,,134,0,0,0,0,0,1,"7.4473",42,86197,"2","2","NA","1","NA","2","1","NA","NA","1","NA","1","NA","NA","NA","NA","1","2","1","NA","1","NA","5","NA"
"2011","DK",861973,516.467619848612,"NA","2","2011","NA","3",1974,"2","1","3","DK","2","NA","3","1","NA","NA","NA","NA","NA","NA","9","25","NA","p","NA","13","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","NA","NA",1,1,43364,0,0,603,1,0,0,,0,0,0,0,0,0,1,"7.4473",36,86197,"3","2","NA","3","3","8","NA","1958","NA","1","1937","1","NA","NA","NA","NA","1","8","5","NA","2","5","1","1"
"2011","DK",862121,516.467619848612,"NA","2","2011","NA","1",1964,"1","2","3","DK","2","NA","3","1","NA","NA","NA","NA","4","24","6","NA","NA","NA","NA","13","1","NA","NA","NA","NA","NA","2","1","3","NA","NA","2","NA",1,1,32260,99,0,181,1,0,0,,0,0,0,0,0,0,1,"7.4473",46,86212,"3","2","NA","NA","NA","NA","2","NA","1","NA","1935","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1"
"2011","DK",862122,516.467619848612,"1604.234","1","2011","NA","2",1994,"1",,"3",,"1","5",,,"NA","2","2","NA","3","33",,"45","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","2","NA",1,1,0,0,0,435,1,0,0,,0,0,0,0,0,0,1,"7.4473",16,86212,"2","2","NA","NA","2","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2011","DK",862124,516.467619848612,"NA","1","2011","NA","1",1971,"2","2","3","DK","2","NA","5","1","NA","1","NA","NA","3","93","5","36","NA","q","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",1,1,41442,0,0,0,1,0,0,,197,0,0,0,0,0,1,"7.4473",39,86212,"3","6","NA","NA","NA","NA","1","1920","NA","1","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","2","1"
"2011","DK",862242,516.467619848612,"NA","2","2011","NA","1",1979,"2","2","1","DK","2","NA","3","2","NA","NA","NA","NA","3","33","2","65","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,38074,851,0,0,1,960,0,,180,0,0,0,0,0,1,"7.4473",31,86224,"2","2","NA","NA","1","3","3","NA","NA","NA","NA","1","NA","1","2","NA","NA","NA","NA","NA","NA","5","NA","NA"
"2011","DK",862243,516.467619848612,"374.756","2","2011","NA","1",1979,"1","2","3","DK","2","NA","3","1","NA","NA","2","NA","3","22","0 - 1","37","2","q","NA","11","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","2","NA",1,1,33493,212,0,435,1,122,0,,0,0,0,0,0,0,1,"7.4473",31,86224,"2","5","NA","5","NA","1","NA","NA","NA","1","NA","1","NA","2","2","NA","NA","5","5","NA","NA","NA","NA","1"
"2011","DK",862311,516.467619848612,"2489.558","2","2011","NA","4",1974,"2","2","3","DK","2","NA","5","1","NA","NA","2","NA","3","33","2","NA","NA","q","NA","NA","NA","NA","NA","NA","NA","NA","3","2","1","2","NA","1","NA",1,1,20499,0,0,716,1,0,0,,87,0,0,0,0,0,1,"7.4473",36,86231,"2","7","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2011","DK",862312,516.467619848612,"1043.493","1","2011","NA","2",1972,"1","2","2","DK","2","NA","3","1","NA","NA","NA","NA","NA","12","5","35","NA","g","NA","12","1","NA","NA","NA","NA","NA","NA","1","NA","2","NA","2","NA",1,1,33769,4556,4350,588,1,0,0,,0,0,0,0,0,0,1,"7.4473",38,86231,"3","6","NA","NA","2","2","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","1","2","NA","5","NA","NA"
"2011","DK",862521,516.467619848612,"NA","2","2011","NA","2",1993,"1","1","1","DK","1","NA","2","5","NA","1","NA","1","3","91",,"10","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","2","NA","2","NA","NA","NA",1,1,828,0,0,331,1,0,-15,,11,0,0,0,0,0,1,"7.4473",17,86252,"2","2","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA"
"2011","DK",862522,516.467619848612,"NA","2","2011","NA","2",1958,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","1","12","0 - 1","37","NA","NA","NA","13","1","NA","2","NA","NA","NA","1","NA","3","NA","NA","2","NA",1,1,62090,538,0,700,1,1343,377,,196,0,0,0,0,0,1,"7.4473",52,86252,"2","6","NA","NA","NA","NA","2","NA","NA","NA","1948","NA","1","NA","3","1","1","NA","1","NA","3","NA","6","NA"
"2011","DK",862523,516.467619848612,"NA","2","2011","NA","4",1993,"2","1","3","DK","1","NA","2","6","NA","2","2","NA","3","23",,"NA","NA","NA","NA","13","NA","NA","NA","NA","NA","NA","1","2","NA","NA","NA","1","NA",1,1,2390,0,0,0,1,0,0,,0,0,0,0,0,0,1,"7.4473",17,86252,"2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1"
"2011","DK",862524,516.467619848612,"695.8924","2","2011","NA","1",1962,"2","2","2","DK","2","NA","3","1","NA","NA","NA","NA","3","12","5","36","NA","q","NA","NA","1","NA","NA","NA","NA","NA","NA","2","3","2","NA","NA","NA",1,1,40605,3730,3473,435,1,0,208,,0,0,0,0,0,0,1,"7.4473",48,86252,"3","6","NA","1","3","2","NA","NA","NA","NA","1958","1","1","NA","NA","NA","NA","7","NA","2","NA","NA","4","NA"
"2011","DK",863072,516.467619848612,"569.7142","1","2011","NA","2",1978,"1","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","33","7","37","NA","NA","7","11","NA","NA","2","NA","NA","NA","1","2","3","2","NA","NA","NA",1,1,43270,0,0,0,1,0,0,,236,0,0,0,0,0,1,"7.4473",32,86307,"2","2","NA","NA","2","2","3","NA","1","NA","NA","1","NA","NA","NA","NA","1","NA","1","2","NA","4","NA","1"
"2011","DK",863073,516.467619848612,"1334.871","1","2011","NA","4",1980,"2","1","3","DK","2","NA","2","5","NA","1","NA","NA","3","34","6","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA",1,1,11498,0,0,242,1,700,0,,14488,0,0,0,0,0,1,"7.4473",30,86307,"2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA"
"2011","DK",863221,516.467619848612,"NA","1","2011","NA","4",1971,"2","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","91","2","60","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","NA","2","NA",1,1,46932,429,0,435,1,0,0,,272,0,0,0,0,0,1,"7.4473",39,86322,"2","3","NA","NA","2","1","3","1932","4","1","NA","1","NA","NA","NA","1","2","NA","1","NA","5","4","4","1"
"2011","DK",863223,516.467619848612,"1032.833","2","2011","NA","2",1966,"1","2","3","DK","2","NA","3","1","NA","NA","NA","NA","3","21","3","47","NA","k","NA","NA","NA","NA","2","NA","NA","NA","1","1","NA","2","NA","2","NA",1,1,54424,299,0,0,1,0,0,,0,0,0,0,0,0,1,"7.4473",44,86322,"3","6","NA","1","2","NA","NA","1941","1","NA","1955","1","1","3","NA","NA","1","NA","NA","1","NA","4","5","1"
"2011","DK",863411,516.467619848612,"NA","2","2011","NA","3",1968,"1","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","23","2","75","NA","b-e","NA","NA","1","2","NA","NA","NA","NA","NA","2","3","2","NA","NA","NA",1,1,26528,0,0,433,1,0,0,,9076,0,0,0,21962,0,1,"7.4473",42,86341,"2","7","NA","1","2","1","NA","NA","NA","1","NA","NA","1","3","NA","NA","1","7","2","NA","NA","NA","NA","1"
"2011","DK",863414,516.467619848612,"1118.832","1","2011","NA","3",1972,"2","2","1","DK","2","NA","3","1","NA","1","NA","NA","2","33","4","45","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,37606,220,0,0,1,0,0,,0,0,0,0,0,0,1,"7.4473",38,86341,"2","2","NA","1","2","NA","NA","NA","1","NA","NA","NA","1","1","NA","NA","NA","NA","1","2","NA","NA","3","NA"
"2011","DK",863711,516.467619848612,"1329.794","2","2011","NA","2",1977,"2","1","3","DK","2","NA","2","1","NA","NA","NA","NA","3","21","9","40","4","r-u","NA","NA","1","NA","1","NA","NA","NA","3","2","3","NA","NA","2","NA",1,1,54739,0,0,0,1,0,0,,104,0,0,0,0,0,1,"7.4473",33,86371,"2","7","NA","1","NA","2","NA","NA","1","NA","1935","NA","1","NA","1","1","1","NA","NA","2","2","6","NA","NA"
"2011","DK",863714,516.467619848612,"716.1944","2","2011","NA","3",1975,"1","2","2","DK","2","NA","3","6","NA","NA","NA","NA","3","41","9","37","NA","NA","NA","13","1","NA","1","NA","NA","NA","3","2","NA","2","NA","NA","NA",1,1,34431,0,0,0,1,0,0,,141,0,0,0,0,0,1,"7.4473",35,86371,"2","7","NA","NA","NA","NA","4","1938","NA","NA","NA","NA","1","1","NA","NA","2","NA","NA","NA","NA","NA","3","NA"
"2011","DK",864041,516.467619848612,"NA","1","2011","NA","2",1974,"2","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","31","5","NA","NA","q","NA","13","NA","2","1","NA","NA","NA","2","2","3","2","NA","NA","NA",1,1,33702,346,0,0,1,0,0,,219,0,0,0,0,0,1,"7.4473",36,86404,"2","2","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","2","1","1","NA","6","NA","2","NA","NA","4","NA"
"2011","DK",864231,516.467619848612,"724.1579","2","2011","NA","3",1976,"2","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","33","2","32","NA","q","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,37186,310,0,0,1,13708,0,,165,0,0,0,0,0,1,"7.4473",34,86423,"2","2","NA","NA","NA","1","1","1924","1","1","NA","1","1","NA","1","NA","NA","NA","NA","NA","NA","5","NA","NA"
"2011","DK",864232,516.467619848612,"2566.257","1","2011","NA","1",1978,"1","2","1","DK","1","NA","3","1","NA","NA","NA","NA","3","41","7","NA","NA","g","NA","13","NA","2","2","NA","NA","NA","2","1","NA","2","NA","2","NA",1,1,33999,0,0,0,1,148,0,,0,0,0,0,0,0,1,"7.4473",32,86423,"2","6","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","4","NA","NA"
"2011","DK",864241,516.467619848612,"1497.303","1","2011","NA","2",1972,"2","2","1","DK","2","NA","3","3","NA","NA","NA","NA","3","61","4","42","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","1","3","2","NA","NA","NA",1,1,54944,0,0,0,1,0,0,,884,0,0,0,0,0,1,"7.4473",38,86424,"3","2","NA","1","NA","2","NA","NA","NA","NA","NA","1","4","NA","NA","NA","NA","NA","1","2","NA","NA","6","NA"
"2011","DK",864243,516.467619848612,"875.3601","1","2011","NA","2",1972,"1","2","3","DK","2","NA","3","1","NA","NA","NA","NA","1","24","2","37","NA","NA","NA","13","NA","2","2","NA","NA","NA","NA","NA","2","NA","NA","NA","NA",1,1,51056,307,0,435,1,36,317,,0,0,0,1064,0,0,1,"7.4473",38,86424,"2","6","NA","1","3","3","NA","NA","4","NA","1925","1","NA","2","NA","NA","NA","NA","NA","2","2","NA","NA","NA"
"2011","DK",864671,516.467619848612,"2236.287","2","2011","NA","2",1972,"2","2","2","DK","2","NA","2","1","NA","NA","NA","NA","3","93","8","50","NA","b-e","NA","NA","1","NA","2","NA","NA","NA","2","2","3","2","NA","NA","NA",1,1,67009,0,0,539,1,0,0,,0,0,0,0,0,0,1,"7.4473",38,86467,"3","2","NA","NA","NA","4","2","NA","1","NA","1940","1","NA","2","NA","NA","NA","1","2","NA","NA","NA","NA","NA"
"2011","DK",864672,516.467619848612,"428.9891","1","2011","NA","2",1993,"2","1","3","DK","1","3","2","6","NA","2","NA","NA","3","61",,"NA","NA","NA","NA","13","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA",1,1,6945,0,0,0,1,0,0,,0,0,0,0,0,0,1,"7.4473",17,86467,"2","7","NA","3","NA","NA","NA","NA","NA","NA","1958","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","6","NA"
