"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","MI010","MI020","MI025","MI026","MI030","MI040","MI045","MI046","MI050","MI051","MI052","MI053","MI054","MI055","MI056","MI057","MI058","MI060","MI065","MI066","MI075","MI076","MI085","MI086","MI090","MI095","MI100","MI110","MI111","MI112","MI113","MI114","MI120","MI121","MI122","MI123","MI124","MI125","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2008","DK",75330,"2","2008","6",36603,29504,0,0,,,,,,,,0,0,0,0,0,,12618,,0,321,0,,6778,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1342.17","1","1","2","2","2","2","1","1","4","2","1","671.09","NA","560.47","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75331,"1","2008","6",63967,29901,0,0,,,,,,,,0,0,0,0,0,,4715,,0,335,0,,33732,"NA","3","NA","3","NA","3","1","1","NA","1","1","1","1","1","5","4026.52","3","NA","2","2","2","2","1","1","3","NA","1","NA","NA","2240.04","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.3,,,,,,
"2008","DK",75359,"1","2008","19",42551,28522,0,0,,,,,,,,0,0,0,0,0,,393,,0,2550,0,,11479,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","3","5","NA","3","NA","2","1","1","2","1","1","3","2","1","NA","NA","301.99","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75420,"2","2008","7",73703,67773,0,0,,,,,,,,0,0,0,0,0,,-791,,0,246,0,,5684,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","4","3355.43","3","1","2","2","2","2","NA","1","3","2","1","469.76","NA","873.28","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","1","NA","1","NA","NA","NA","NA","2","2","2","1","NA","NA","NA","NA","NA","1","6","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75440,"1","2008","5",53217,11288,0,0,,,,,,,,0,0,0,0,0,,-646,,0,489,0,,41440,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2684.35","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","1556.41","1","NA","1","NA","1","1","NA","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75511,"2","2008","11",35416,28716,0,0,,,,,,,,0,0,0,0,0,,1381,,0,1218,0,,5482,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","1","NA","2","1","1","6","2","1","NA","NA","1798.85","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","2","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75519,"1","2008","5",30733,23983,392,392,,,,,,,,392,0,0,0,0,,-476,,0,842,0,,5908,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","3","1","2013.26","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","1209.01","2","NA","1","NA","1","2","NA","NA","2","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75553,"1","2008","12",48217,3734,0,0,,,,,,,,0,0,0,5181,0,,-12867,,0,0,0,,44484,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2952.78","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","1511.55","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75555,"2","2008","5",64117,50436,0,0,,,,,,,,0,0,0,0,0,,751,,0,0,0,,13681,"NA","3","NA","3","NA","2","1","1","1","1","1","1","1","1","4","5368.7","3","3","2","2","2","1","2","1","5","2","1","NA","NA","451.43","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","1","NA","NA","2","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75566,"2","2008","9",74423,37577,0,0,,,,,,,,0,0,0,3519,0,,602,,0,0,0,,36847,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","2952.78","3","NA","2","2","2","2","4","1","6","2","1","NA","NA","1102.69","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","2","NA","NA","2","1","NA","NA","NA","NA","NA","2","2","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75582,"1","2008","7",91182,79469,0,0,,,,,,,,0,0,0,0,0,,-6355,,0,0,0,,11714,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","NA","1","NA","2","2","2","2","1","1","4","2","1","NA","NA","2291.51","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75586,"1","2008","6",37997,31152,0,0,,,,,,,,0,0,0,0,0,,-402,,0,132,0,,6713,"NA","3","NA","3","NA","3","1","1","1","1","3","1","1","1","6","2013.26","3","NA","2","2","2","2","2","2","4","2","1","1167.69","NA","398.09","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75600,"2","2008","6",-562,-22112,0,0,,,,,,,,0,0,0,0,0,,10324,,0,1580,0,,19969,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1006.63","2","NA","2","2","2","1","1","1","6","2","1","NA","NA","810.23","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","2","NA","NA","NA","NA","2","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75627,"1","2008","6",65545,41632,0,0,,,,,,,,0,0,0,853,0,,-2278,,0,0,0,,23913,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","1","4","4026.52","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","1192.15","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","2","2","NA","NA","NA","2","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75692,"1","2008","13",155928,142094,0,0,,,,,,,,0,0,0,14536,319,,132,,0,1499,0,,12334,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","1","1","6","2","1","NA","NA","659.07","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","2","NA","NA","NA","NA","2","1","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75735,"1","2008","6",25537,17692,0,0,,,,,,,,0,0,0,0,0,,233,,0,108,0,,7737,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2013.26","3","1","2","2","2","2","1","1","5","2","1","NA","NA","308.9","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75762,"1","2008","14",64908,45662,0,0,,,,,,,,0,0,0,0,0,,443,,0,574,297,,18375,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","4","NA","3","3","2","2","2","2","NA","1","2","2","1","NA","NA","2092.02","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75783,"2","2008","8",59416,38209,0,0,,,,,,,,0,0,0,0,0,,-77,,0,571,0,,20637,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","4697.61","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","1075.81","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75803,"2","2008","10",18055,6354,0,0,,,,,,,,0,0,0,0,0,,-7347,,0,125,0,,11576,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2013.26","3","NA","2","2","2","2","1","1","5","2","1","872.41","NA","1074.28","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75805,"2","2008","15",38400,23509,0,0,,,,,,,,0,0,0,2399,53,,22,,0,462,0,,14429,"NA","3","NA","3","NA","3","1","1","1","1","1","3","1","3","5","939.52","2","NA","2","2","2","2","2","2","4","2","1","511.5","NA","590.32","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","2","NA","2","NA","NA","2","NA","2","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.3,,,,,,
"2008","DK",75832,"1","2008","6",36487,-3489,594,594,,,,,,,,594,0,0,0,0,,1000,,0,2457,0,,37519,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1207.96","3","NA","2","1","2","2","1","1","3","2","1","NA","NA","662.89","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75848,"1","2008","21",56946,44850,0,0,,,,,,,,0,0,0,0,0,,-564,,0,0,0,,12095,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","3221.22","1","NA","2","2","2","2","1","1","4","1","1","NA","NA","979.39","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75872,"2","2008","6",52391,3315,0,0,,,,,,,,0,0,0,0,0,,1687,,0,0,0,,49076,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","1610.61","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","490.07","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75876,"1","2008","NA",93093,78167,0,0,,,,,,,,0,0,0,0,0,,1167,,0,732,0,,14194,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","4697.61","3","NA","2","2","2","2","2","2","6","2","1","NA","NA","485.55","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75894,"NA","2008","5",62678,42550,0,0,,,,,,,,0,0,0,0,0,,289,,0,561,0,,19567,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2013.26","3","NA","2","2","1","2","1","1","5","2","1","147.64","NA","1249.1","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","1","NA","NA","NA","NA","NA","NA","2","2","2","1","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75936,"1","2008","5",27562,15947,0,0,,,,,,,,0,0,0,0,0,,-377,,0,0,0,,11615,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","3254.17","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","2","NA","2","NA","NA","2","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75958,"1","2008","8",44099,19965,0,0,,,,,,,,0,0,0,0,0,,387,,0,1823,0,,22311,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","1","2","1","1","1","5","2","1","1543.5","NA","747.86","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75975,"2","2008","6",73707,39789,0,0,,,,,,,,0,0,0,0,0,,-3181,,0,2958,0,,30960,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1610.61","3","NA","2","2","2","2","1","1","3","NA","1","NA","NA","1904.31","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","2","NA","NA","NA","2","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75987,"2","2008","5",91220,-35651,0,0,,,,,,,,0,0,0,0,0,,494,,0,22376,0,,104495,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","6710.87","3","3","2","2","2","2","1","1","6","2","1","NA","NA","765.92","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","4","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",75992,"1","2008","NA",93029,72318,0,0,,,,,,,,0,0,0,23786,0,,0,,0,613,0,,20097,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2952.78","3","1","2","2","2","2","1","1","6","2","1","NA","NA","1706.55","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76022,"1","2008","NA",39848,39132,0,0,,,,,,,,0,0,0,0,0,,41,,0,0,0,,716,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2952.78","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","1473.45","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","NA","NA","NA","NA","2","NA","1","2","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76104,"2","2008","8",70472,38494,0,0,,,,,,,,0,0,0,2251,0,,-1755,,0,912,0,,31067,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","1342.17","2","3","1","1","2","2","1","1","5","2","1","NA","NA","1798.85","1","NA","1","NA","1","2","1","NA","1","2","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76139,"2","2008","NA",76160,32700,0,0,,,,,,,,0,0,0,0,0,,-176,,0,2178,0,,41282,"NA","3","NA","3","NA","3","1","1","2","1","1","1","1","1","6","3355.43","3","NA","2","2","2","2","2","1","2","2","1","NA","NA","795.32","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","2","NA","NA","2","NA","2","1","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76156,"NA","2008","6",45832,23088,0,0,,,,,,,,0,0,0,0,0,,-6669,,0,885,0,,21859,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","2","NA","2","1","2","1","1","1","3","NA","1","NA","NA","1556.41","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","2","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76243,"1","2008","11",103119,85981,0,0,,,,,,,,0,0,0,0,0,,-1432,,0,884,0,,16254,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1342.17","3","3","2","2","2","1","1","1","4","2","1","1543.5","NA","1293.49","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","NA","NA","NA","2","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76266,"1","2008","9",92007,83070,0,0,,,,,,,,0,0,0,0,0,,-789,,0,655,0,,8281,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2013.26","3","NA","2","2","2","1","1","1","6","1","1","NA","NA","1198.7","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","2","1","2","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76279,"1","2008","16",38268,35694,0,0,,,,,,,,0,0,0,0,0,,-12665,,0,60,0,,2514,"NA","3","NA","3","NA","3","1","1","1","1","3","3","1","1","5","2013.26","3","NA","2","2","2","1","1","1","5","2","1","NA","NA","867.32","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76286,"NA","2008","4",52719,46928,0,0,,,,,,,,0,0,0,0,0,,213,,0,1021,0,,4770,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2684.35","1","NA","2","2","2","2","1","1","3","2","1","NA","NA","662.89","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","2","NA","NA","2","NA","2","1","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76305,"1","2008","12",22294,15038,0,0,,,,,,,,0,0,0,0,0,,-340,,0,429,0,,6827,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","1","2","4","2","1","NA","NA","1031.01","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","2","NA","NA","NA","2","NA","2",1.3,,,,,,
"2008","DK",76318,"2","2008","NA",28173,8214,1633,1633,,,,,,,,1633,0,0,0,0,,-5621,,0,357,0,,19601,"NA","3","NA","3","NA","3","1","1","NA","1","1","1","1","1","6","NA","2","3","NA","2","2","2","1","1","4","2","1","NA","NA","747.86","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","2","NA","2","2","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76383,"NA","2008","16",44705,-37209,0,0,,,,,,,,0,0,0,0,0,,-4463,,0,0,0,,81914,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","3","3","2","2","2","2","4","1","6","2","1","1543.5","NA","2240.04","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","2","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76501,"NA","2008","16",38598,32980,0,0,,,,,,,,0,0,0,0,0,,127,,0,389,0,,5229,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2415.91","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","263.99","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76521,"2","2008","7",37226,12882,0,0,,,,,,,,0,0,0,0,0,,10050,,0,0,0,,24344,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1610.61","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","1074.28","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76545,"1","2008","13",25365,20702,0,0,,,,,,,,0,0,0,0,0,,87,,0,108,0,,4555,"NA","3","NA","3","NA","3","1","1","1","1","1","1","3","1","6","872.41","2","NA","2","2","2","2","1","1","2","2","1","NA","NA","699.09","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","NA","NA","1","NA","1","NA","2","NA","2","1","NA","NA","NA","NA","NA","2","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76582,"1","2008","13",107411,79652,0,0,,,,,,,,0,0,0,0,0,,-2450,,0,1133,0,,26627,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","1","1","1","3","2","1","NA","NA","747.86","1","NA","1","NA","1","2","NA","NA","2","NA","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76599,"1","2008","7",81820,56540,0,0,,,,,,,,0,0,0,2052,0,,348,,0,0,0,,25280,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","3","NA","NA","2","NA","1","1","2","6","2","1","1543.5","NA","747.86","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76738,"1","2008","11",100752,90854,0,0,,,,,,,,0,4031,0,0,0,,-184,,2,305,0,,9594,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1342.17","3","2","2","2","2","2","1","1","3","2","1","NA","NA","860.01","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76756,"2","2008","4",45358,36278,0,0,,,,,,,,0,0,0,0,0,,-851,,0,477,0,,8603,"NA","3","NA","3","NA","3","2","1","1","1","1","1","1","3","3","3355.43","3","NA","2","2","1","2","1","2","3","2","1","NA","NA","2993.93","1","NA","1","NA","1","2","NA","NA","2","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76761,"2","2008","7",49837,46729,0,0,,,,,,,,0,0,0,0,0,,3249,,0,0,0,,3108,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","1","NA","2","2","2","2","1","1","3","2","1","NA","NA","896.79","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76779,"1","2008","7",32655,29537,0,0,,,,,,,,0,0,0,0,0,,-1098,,0,197,0,,2921,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","3","6","1100.58","3","NA","2","2","2","2","1","2","5","2","2","NA","NA","502.94","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76789,"2","2008","NA",61651,52089,0,0,,,,,,,,0,0,0,0,0,,-1391,,0,352,0,,9209,"NA","3","NA","3","NA","3","1","1","NA","1","1","1","1","3","6","2684.35","3","NA","2","2","2","2","1","1","4","2","1","NA","NA","1293.49","1","NA","1","NA","1","2","NA","NA","1","2","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2",1.5,,,,,,
"2008","DK",76790,"2","2008","4",40822,34647,0,0,,,,,,,,0,0,0,0,0,,-888,,0,0,0,,6176,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","NA","3","NA","2","2","2","2","4","1","5","2","1","429.5","NA","551.82","1","NA","1","NA","1","2","NA","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","1","NA","NA","NA","2","NA","2",1.5,,,,,,
