"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PD010","PD020","PD030","PD040","PD050","PD060","PD070","PX030","PX040","PL031","pl070","pl070_f","pl072","pl072_f","PX020","PX050","PX010","PL110","PL111"
"2009","DK",888463,461.082706766917,"1828.637","NA","2009","NA","4",1969,"1","5","1","DK","2","NA","2","NA","NA","NA","NA","NA","3","9","37","NA","NA","NA","1","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",1,1,1,0,0,0,392,1,168,55,0,,0,0,0,0,36742,0,1,"1","1","1","NA","1","NA","1",88846,"3","8",,,,,39,"2","7.456",,"NA"
"2009","DK",888501,461.082706766917,"621.9419","1","2009","NA","3",1962,"1","1","1","DK","2","NA","3","NA","NA","NA","NA","NA","3","4","37","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA",1,1,1,56693,314,0,42,1,342,214,0,,0,0,0,0,0,0,1,"1","1","1","2","1","NA","NA",88850,"2","1",,,,,46,"6","7.456",,"o"
"2009","DK",888502,461.082706766917,"NA","2","2009","NA","1",1962,"2","1","1","DK","2","NA","5","NA","NA","NA","NA","NA","3","3","35","NA","NA","13","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","2","NA","NA","NA",1,1,1,49341,0,0,4035,1,0,0,0,,0,0,0,0,0,0,1,"NA","NA","NA","2","1","NA","NA",88850,"2","2",,,,,46,"5","7.456",,"a"
"2009","DK",888503,461.082706766917,"1585.499","2","2009","NA","3",1991,"2","1","3","Other","2","NA","2","NA","NA","1","NA","NA","NA",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,1,751,0,0,555,1,0,0,0,,0,0,0,0,0,0,1,"1","NA","NA","3","1","3","NA",88850,"2","6",,,,,17,"7","7.456",,"NA"
"2009","DK",888681,461.082706766917,"NA","2","2009","NA","4",1954,"1","2","3","DK","2","NA","2","NA","NA","NA","NA","NA","3","8","37","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","1","NA","2","NA","NA","NA",1,1,1,100420,0,0,5826,1,0,17970,0,,15882,0,0,0,0,0,1,"1","NA","1","3","3","NA","NA",88868,"2","1",,,,,54,"7","7.456",,"NA"
"2009","DK",888682,461.082706766917,"NA","2","2009","NA","1",1989,"2","1","1","DK","1","3","2","NA","NA","NA","2","NA","3",,"20","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",1,1,1,10371,0,0,0,1,5968,0,0,,0,0,0,0,0,4689,1,"NA","2","1","NA","1","1","1",88868,"2","6",,,,,19,"7","7.456",,"NA"
"2009","DK",888683,461.082706766917,"811.4059","2","2009","NA","1",1957,"2","1","3","DK","2","NA","5","NA","NA","NA","2","NA","3",,"37","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA",1,1,1,43147,0,0,5325,1,0,0,0,,0,0,0,0,0,0,1,"1","NA","NA","2","1","1","1",88868,"2","1",,,,,51,"2","7.456",,"NA"
"2009","DK",888831,461.082706766917,"466.2878","NA","2009","NA","2",1963,"1","2","1","DK","2","NA","2","NA","NA","NA","NA","NA","3","8","37","NA","NA","11","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","2","NA",1,1,1,38986,0,0,108,1,0,0,0,,0,0,0,0,0,0,1,"1","1","NA","NA","1","1","NA",88883,"2","1",,,,,45,"2","7.456",,"h"
"2009","DK",888833,461.082706766917,"408.1286","2","2009","NA","2",1963,"2","2","1","DK","2","NA","3","NA","NA","1","2","NA","3","4","NA","NA","NA","11","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","2","NA","2","NA",1,1,1,29455,0,0,5196,1,0,114,0,,0,0,0,0,0,0,1,"NA","2","NA","NA","1","1","1",88883,"2","2",,,,,45,"6","7.456",,"NA"
"2009","DK",889011,461.082706766917,"823.555","2","2009","NA","4",1968,"2","2","3","DK","1","NA","5","NA","NA","NA","NA","NA","3","3","37","NA","NA","5","1","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","NA","NA","2","NA",1,1,1,37428,0,0,0,1,0,10,0,,659,0,0,0,0,0,1,"NA","3","1","1","1","1","NA",88901,"3","1",,,,,40,"7","7.456",,"q"
"2009","DK",889012,461.082706766917,"1092.945","2","2009","NA","2",1966,"1","2","2","DK","2","NA","3","NA","NA","NA","NA","NA","3","2","37","NA","NA","13","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","2","NA",1,1,1,88597,0,0,2133,1,347,593,0,,0,0,0,0,0,0,1,"NA","1","2","1","1","NA","NA",88901,"2","3",,,,,42,"2","7.456",,"NA"
"2009","DK",889371,461.082706766917,"NA","1","2009","NA","3",1967,"2","2","1","DK","2","NA","5","NA","NA","NA","NA","NA","3","2","NA","NA","NA","13","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","2","NA",1,1,1,30942,0,0,0,1,0,0,0,,0,0,0,6700,0,0,1,"NA","2","1","NA","1","NA","1",88937,"2","1",,,,,41,"2","7.456",,"p"
"2009","DK",889372,461.082706766917,"NA","2","2009","NA","4",1965,"1","2","1","DK","2","NA","3","NA","NA","NA","NA","NA","3","8","37","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","NA","NA",1,1,1,44427,0,0,4263,1,0,0,0,,0,0,0,0,0,0,1,"1","1","1","NA","1","2","1",88937,"2","1",,,,,43,"2","7.456",,"h"
"2009","DK",889553,461.082706766917,"1537.148","1","2009","NA","4",1972,"2","1","3","DK","2","NA","5","NA","NA","NA","NA","NA","3","3","37","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","2","NA","NA","2","NA",1,1,1,48236,0,0,5096,1,483,353,0,,0,0,0,0,0,0,1,"1","NA","NA","1","NA","3","1",88955,"2","2",,,,,36,"2","7.456",,"q"
"2009","DK",889554,461.082706766917,"2028.969","2","2009","NA","4",1971,"1","1","3","DK","1","NA","3","NA","NA","2","NA","NA","3","7","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA",1,1,1,0,0,0,2183,1,1998,0,0,,0,0,0,0,0,0,1,"NA","1","1","2","1","NA","1",88955,"2","5",,,,,37,"2","7.456",,"NA"
"2009","DK",889581,461.082706766917,"NA","1","2009","NA","2",1987,"1","1","3","Other","2","3","2","NA","NA","1","2","NA","3","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA","NA","NA",1,1,1,9636,0,0,2874,1,0,3,0,,0,0,0,0,0,0,1,"1","NA","1","3","1","1","NA",88958,"2","2",,,,,21,"7","7.456",,"NA"
"2009","DK",889582,461.082706766917,"1389.925","2","2009","NA","2",1987,"1","1","1","DK","2","NA","NA","NA","NA","NA","NA","1","NA","4","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",1,1,1,5054,0,0,0,1,0,0,0,,0,0,0,0,0,5641,1,"1","1","1","NA","1","NA","NA",88958,"3","6",,,,,21,"2","7.456",,"NA"
"2009","DK",889583,461.082706766917,"1385.826","1","2009","NA","1",1960,"1","5","3","DK","2","NA","2","NA","NA","NA","1","NA","1","7","37","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","2","NA",1,1,1,10190,0,0,274,1,0,0,0,,0,0,0,11691,11714,0,1,"1","2","1","NA","2","NA","1",88958,"3","8",,,,,48,"7","7.456",,"NA"
"2009","DK",889584,461.082706766917,"830.7118","2","2009","NA","3",1959,"2","2","1","DK","2","NA","5","NA","NA","1","NA","NA","2","0 - 1","37","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,1,38226,0,0,0,1,0,0,0,,14473,0,0,200,0,0,1,"1","1","NA","5","NA","1","NA",88958,"2","1",,,,,49,"2","7.456",,"NA"
"2009","DK",890012,461.082706766917,"1701.77","2","2009","NA","1",1967,"1","2","1","DK","2","NA","2","NA","NA","NA","NA","NA","3","8","60","NA","NA","13","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA",1,1,1,49139,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,"1","1","NA","2","3","NA","1",89001,"2","1",,,,,41,"2","7.456",,"NA"
"2009","DK",890014,461.082706766917,"NA","NA","2009","NA","2",1991,"1","1","3","DK","2","NA","2","NA","NA","2","2","NA","2",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","6",1,1,1,3690,0,0,0,1,1954,0,0,,0,0,0,0,0,0,1,"1","NA","1","NA","NA","1","1",89001,"2","6",,,,,17,"3","7.456",,"NA"
"2009","DK",890141,461.082706766917,"1676.447","2","2009","NA","4",1989,"1","1","2","DK","2","5","2","NA","NA","1","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","2","NA","NA","NA",1,1,1,131,0,0,5466,1,5968,0,0,,0,0,0,0,0,67,1,"1","NA","NA","2","NA","NA","1",89014,"2","6",,,,,19,"7","7.456",,"NA"
"2009","DK",890142,461.082706766917,"NA","1","2009","NA","1",1955,"1","2","3","DK","2","3","2","NA","NA","1","2","NA","3","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","NA","2","NA","NA",1,1,1,9093,1206,1206,0,1,0,0,0,,0,0,0,0,0,0,1,"1","NA","1","NA","NA","1","1",89014,"3","3",,,,,53,"2","7.456",,"NA"
"2009","DK",890143,461.082706766917,"790.124","2","2009","NA","2",1956,"2","5","1","DK","2","NA","2","NA","NA","NA","NA","NA","3","5","30","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","NA","NA","NA",1,1,1,44372,0,0,9672,1,0,0,0,,0,0,0,0,0,0,1,"1","1","1","NA","NA","1","1",89014,"2","1",,,,,52,"2","7.456",,"NA"
"2009","DK",890211,461.082706766917,"NA","2","2009","NA","3",1992,"2",,"1",,"2","NA",,"NA","NA","1","2","NA","3",,"NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","2","NA",1,1,1,0,0,0,2737,1,0,0,0,,0,0,0,0,0,0,1,"1","1","1","NA","NA","NA","NA",89021,"3",,,,,,16,"2","7.456",,
"2009","DK",890212,461.082706766917,"1258.3","NA","2009","NA","3",1959,"2","1","1","DK","2","NA","2","NA","NA","1","NA","NA","3","5","37","NA","NA","13","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","2","NA",1,1,1,42897,0,0,518,1,0,2268,0,,0,0,0,0,0,0,1,"1","1","NA","3","NA","NA","1",89021,"2","1",,,,,49,"2","7.456",,"NA"
"2009","DK",890213,461.082706766917,"NA","2","2009","NA","2",1990,"2","1","2","DK","2","NA","2","NA","NA","1","2","NA","3","9","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","3","NA","NA","NA","NA",1,1,1,1450,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,"NA","1","1","NA","1","3","3",89021,"2","6",,,,,18,"2","7.456",,"NA"
"2009","DK",890214,461.082706766917,"996.9544","1","2009","NA","1",1956,"1","5","2","DK","2","NA","5","NA","NA","NA","NA","NA","3","2","NA","NA","NA","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","2","3","NA","NA","NA","NA",1,1,1,29563,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,"1","1","NA","3","NA","NA","1",89021,"2","1",,,,,52,"6","7.456",,"p"
"2009","DK",890371,461.082706766917,"NA","2","2009","NA","2",1968,"1","2","1","DK","2","NA","5","NA","NA","NA","NA","NA","3","2","28","15","NA","13","1","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA",1,1,1,47959,0,0,473,1,0,74,0,,0,0,0,0,0,0,1,"NA","1","NA","2","NA","3","1",89037,"3","1",,,,,40,"2","7.456",,"NA"
"2009","DK",890373,461.082706766917,"700.0899","NA","2009","NA","3",1971,"2","2","1","DK","2","NA","5","NA","NA","1","2","NA","3","2","30","NA","NA","13","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,1,31475,0,0,4355,1,6974,8,0,,0,0,0,0,0,0,1,"1","1","1","NA","NA","1","NA",89037,"2","2",,,,,37,"2","7.456",,"q"
"2009","DK",891041,461.082706766917,"830.1157","2","2009","NA","1",1968,"2","2","1","DK","2","NA","3","NA","NA","1","NA","NA","3","5","37","NA","NA","13","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","2","NA",1,1,1,50184,0,0,1156,1,0,0,0,,0,0,0,0,0,0,1,"1","1","1","2","1","NA","1",89104,"3","1",,,,,40,"7","7.456",,"g"
"2009","DK",891044,461.082706766917,"1118.126","2","2009","NA","2",1964,"1","2","1","DK","2","NA","3","NA","NA","NA","NA","NA","3","7","37","1","NA","12","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA",1,1,1,63500,0,0,0,1,0,245,0,,0,0,0,0,0,0,1,"NA","1","1","2","1","1","NA",89104,"2","8",,,,,44,"2","7.456",,"NA"
"2009","DK",891051,461.082706766917,"518.3453","1","2009","NA","1",1976,"2","1","1","DK","2","NA","5","NA","NA","NA","2","NA","3","8","30","NA","NA","NA","1","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","2","NA","2","NA",1,1,1,26625,0,0,65,1,805,81,0,,1659,0,0,0,0,0,1,"NA","1","NA","2","NA","3","1",89105,"3","5",,,,,32,"6","7.456",,"NA"
"2009","DK",891053,461.082706766917,"1146.596","2","2009","NA","4",1976,"1","1","1","DK","2","NA","5","NA","NA","NA","NA","NA","3","3","30","NA","4","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,1,44073,0,0,1973,1,5038,0,0,,0,0,0,0,0,0,1,"1","2","NA","4","1","1","NA",89105,"2","1",,,,,32,"3","7.456",,"q"
"2009","DK",891091,461.082706766917,"606.7201","NA","2009","NA","3",1962,"1","2","3","DK","2","NA","3","NA","NA","1","NA","NA","3","7","37","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA",1,1,1,54265,0,0,304,1,402,13,0,,0,0,0,0,0,0,1,"NA","1","1","NA","1","1","NA",89109,"2","2",,,,,46,"6","7.456",,"NA"
"2009","DK",891092,461.082706766917,"1536.981","2","2009","NA","2",1962,"2","2","3","DK","2","NA","3","NA","NA","NA","2","NA","3","5","42","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","2","NA","2","NA",1,1,1,60036,0,0,4200,1,0,0,0,,0,0,0,0,0,0,1,"1","1","1","NA","1","1","NA",89109,"2","2",,,,,46,"6","7.456",,"g"
"2009","DK",891094,461.082706766917,"NA","2","2009","NA","4",1990,"2","1","1","DK","2","5","2","NA","NA","2","2","NA","3",,"NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","NA","2","NA","2","NA",1,1,1,240,0,0,0,1,0,0,0,,0,0,0,0,0,76,1,"1","NA","1","1","1","NA","1",89109,"2","6",,,,,18,"2","7.456",,"NA"
"2009","DK",891161,461.082706766917,"NA","1","2009","NA","3",1970,"1","1","3","DK","2","NA","2","NA","NA","NA","NA","NA","1","4","37","NA","NA","NA","1","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","1","NA","NA","5",1,1,1,58880,533,0,2229,1,0,0,0,,0,0,0,0,0,0,1,"1","1","1","2","NA","3","1",89116,"3","1",,,,,38,"2","7.456",,"NA"
"2009","DK",891163,461.082706766917,"1158.945","NA","2009","NA","4",1971,"2","1","1","DK","2","NA","2","NA","NA","NA","NA","NA","1","8","37","NA","NA","8","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA",1,1,1,30203,3896,3896,7615,1,0,172,0,,0,0,0,0,0,0,1,"NA","1","1","4","NA","1","NA",89116,"2","1",,,,,37,"2","7.456",,"b-e"
"2009","DK",891352,461.082706766917,"1173.772","1","2009","NA","2",1969,"2","5","1","DK","2","NA","2","NA","NA","NA","NA","NA","3","9","40","25","NA","NA","NA","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,1,0,0,0,364,1,0,0,0,,0,0,0,0,52469,0,1,"1","1","1","3","NA","NA","1",89135,"2","8",,,,,39,"6","7.456",,"NA"
"2009","DK",891353,461.082706766917,"2525.948","2","2009","NA","4",1967,"1","2","3","DK","2","NA","3","NA","NA","1","2","NA","3","2","35","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","2","2","NA","2","NA",1,1,1,35723,0,0,163,1,0,277,0,,0,0,0,0,0,0,1,"NA","1","1","NA","1","NA","1",89135,"3","1",,,,,41,"6","7.456",,"j"
"2009","DK",891651,461.082706766917,"NA","1","2009","NA","1",1971,"2","2","3","DK","2","NA","3","NA","NA","NA","NA","NA","3","5","48","NA","NA","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","2","NA",1,1,1,40457,344,0,3596,1,0,0,0,,0,0,0,0,0,0,1,"NA","1","1","NA","NA","1","1",89165,"2","1",,,,,37,"2","7.456",,"q"
"2009","DK",891652,461.082706766917,"941.4497","2","2009","NA","4",1971,"1","2","1","DK","2","NA","5","NA","NA","NA","NA","NA","3","9","40","NA","NA","13","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","NA","NA","2","NA",1,1,1,38521,0,0,4659,1,0,176,0,,0,0,0,3318,0,0,1,"NA","1","1","NA","1","1","1",89165,"3","2",,,,,37,"6","7.456",,"h"
"2009","DK",891653,461.082706766917,"708.6303","1","2009","NA","4",1992,"2",,"3",,"2","NA",,"NA","NA","1","2","NA","2",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA","2","NA",1,1,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,"NA","1","1","2","NA","2","2",89165,"3",,,,,,16,"2","7.456",,
"2009","DK",892461,461.082706766917,"1460.775","2","2009","NA","4",1949,"1","2","1","EU","2","NA","NA","NA","NA","NA","NA","1","3","9","37","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","2","NA","2","NA","2","NA",1,1,1,42831,0,0,0,1,0,0,0,,0,0,0,429,0,0,1,"1","NA","1","4","1","1","1",89246,"3","1",,,,,59,"6","7.456",,"b-e"
"2009","DK",892462,461.082706766917,"859.6731","2","2009","NA","1",1986,"1","1","3","Other","1","NA","3","NA","NA","2","2","NA","NA",,"15","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,1,5230,0,0,2468,1,0,0,0,,0,0,0,0,0,0,1,"1","1","NA","1","NA","NA","1",89246,"3","6",,,,,22,"2","7.456",,"NA"
"2009","DK",892463,461.082706766917,"796.8157","2","2009","NA","2",1949,"2","4","3","DK","2","NA","5","NA","NA","NA","NA","NA","3","3","37","NA","NA","13","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","2","NA","2","NA",1,1,1,35212,0,0,518,1,0,0,0,,638,0,0,329,0,0,1,"1","NA","NA","3","NA","3","NA",89246,"2","1",,,,,59,"2","7.456",,"o"
"2009","DK",892464,461.082706766917,"621.5205","1","2009","NA","3",1988,"1","1","1","DK","2","5","2","NA","NA","1","2","NA","3","7","37","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","2","3","NA","NA","NA","NA",1,1,1,13919,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,"NA","NA","1","NA","NA","NA","1",89246,"2","1",,,,,20,"2","7.456",,"NA"
"2009","DK",892612,461.082706766917,"1021.617","2","2009","NA","4",1960,"2","1","1","DK","2","NA","5","NA","NA","NA","2","NA","3","2","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","5","1","NA",1,1,1,24813,0,0,2298,1,0,0,0,,0,0,0,0,0,0,1,"1","1","1","1","NA","NA","1",89261,"2","1",,,,,48,"2","7.456",,"p"
"2009","DK",892613,461.082706766917,"1187.734","1","2009","NA","4",1991,"2","1","3","DK","2","NA","2","NA","NA","2","NA","NA","2",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA",1,1,1,2737,0,0,0,1,362,1860,0,,0,0,0,0,0,4463,1,"NA","1","1","NA","1","1","1",89261,"2","6",,,,,17,"2","7.456",,"NA"
"2009","DK",892723,461.082706766917,"611.0979","1","2009","NA","2",1972,"2","2","1","DK","2","NA","2","NA","NA","NA","NA","NA","3","4","NA","NA","NA","NA","1","2","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","NA","NA","NA","NA",1,1,1,51543,272,0,0,1,347,-21016,0,,0,0,0,0,0,0,1,"1","1","1","NA","1","1","1",89272,"2","1",,,,,36,"2","7.456",,"f"
"2009","DK",892724,461.082706766917,"900.0415","2","2009","NA","1",1971,"1","2","1","DK","2","NA","2","NA","NA","NA","1","NA","3","7","37","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,1,37231,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,"1","3","1","NA","NA","1","1",89272,"3","1",,,,,37,"6","7.456",,"NA"
"2009","DK",892871,461.082706766917,"762.9313","2","2009","NA","1",1958,"1","2","1","DK","2","NA","2","NA","NA","NA","NA","NA","3","8","50","9","NA","12","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","2","NA","NA","NA",1,1,1,51612,286,0,2388,1,0,195,0,,0,0,0,0,0,0,1,"1","NA","1","NA","NA","NA","2",89287,"3","1",,,,,50,"3","7.456",,"b-e"
"2009","DK",892872,461.082706766917,"NA","NA","2009","NA","3",1990,"1","1","1","DK","2","5","NA","NA","NA","NA","NA","NA","3",,"37","NA","NA","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","3","2","NA","2","NA",1,1,1,9519,0,0,0,1,134,0,0,,0,0,0,0,0,1401,1,"NA","NA","1","5","1","NA","NA",89287,"2","6",,,,,18,"2","7.456",,"NA"
"2009","DK",892873,461.082706766917,"865.1742","1","2009","NA","1",1961,"2","2","3","DK","2","NA","5","NA","NA","NA","NA","NA","3","6","37","NA","NA","8","NA","2","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","2","NA","NA","NA",1,1,1,45284,134,0,3470,1,0,0,0,,0,0,0,0,0,0,1,"1","NA","NA","2","NA","3","1",89287,"3","3",,,,,47,"6","7.456",,"l-n"
"2009","DK",892882,461.082706766917,"1361.821","2","2009","NA","1",1966,"1","1","3","DK","2","NA","5","NA","NA","NA","NA","NA","3","0 - 1","40","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,1,60305,0,0,0,1,577,69647,0,,0,0,0,0,0,0,1,"NA","NA","NA","3","1","NA","NA",89288,"2","3",,,,,42,"2","7.456",,"NA"
"2009","DK",892883,461.082706766917,"1443.701","1","2009","NA","4",1974,"2","2","3","DK","2","NA","3","NA","NA","NA","2","NA","3","3","NA","NA","NA","12","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","3","1","NA","2","NA",1,1,1,29995,0,0,4096,1,0,0,0,,298,0,0,1486,0,0,1,"1","NA","1","NA","NA","NA","NA",89288,"3","2",,,,,34,"2","7.456",,"q"
