"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL030","PL035","PL015","PL020","PL025","PL040","PL050","PL060","PL070","PL072","PL100","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PL210A","PL210B","PL210C","PL210D","PL210E","PL210F","PL210G","PL210H","PL210I","PL210J","PL210K","PL210L","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY070N","PY010G","PY020G","PY021G","PY030G","PY035G","PY050G","PY070G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PX030","PX040","PX020","PX050","PX010","PY031G","PL110"
"2007","DK",547913,440.777385159011,"NA","1","2007","NA","1",1963,"1","1","3","DK","2","NA","3","1","NA","NA","NA","NA","NA","9","37","12","0","NA","NA","13","1","NA","NA","NA","NA","NA","2","2","1","NA","1","NA","1","NA","NA","7","1","NA","NA","2","NA","NA","NA","2","NA",1,1,1,40563,0,0,3956,644,-1323,0,,0,0,0,0,0,0,1,54791,"2",43,"1","7.4591",1,"g"
"2007","DK",549051,440.777385159011,"1012.601","1","2007","NA","2",1965,"2","2","3","DK","2","NA","5","1","NA","NA","NA","NA","2","3","NA","0","0","NA","NA","13","1","2","2","NA","NA","NA","3","NA","NA","1","NA","1","1","NA","NA","NA","2","8","2","1","3","NA","NA","NA","NA",1,1,1,25287,128,0,5118,5180,0,0,,12324,0,0,1774,0,0,1,54905,"3",41,"1","7.4591",1,"NA"
"2007","DK",549053,440.777385159011,"NA","2","2007","NA","4",1948,"1","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","26","12","0","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1","2","1","1","1","1","NA","1","NA","1","6","NA","2","3","NA","NA","2","NA",1,1,1,38332,0,0,3926,2932,0,0,,0,0,0,0,0,0,1,54905,"2",58,"1","7.4591",1,"NA"
"2007","DK",549221,440.777385159011,"NA","2","2007","NA","3",1965,"2","1","3","DK","2","NA","3","3","NA","NA","2","NA","NA","4","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","1","NA","6","2","NA","6","NA","7","NA","1","4","NA","NA","NA","NA","2","NA",1,1,1,12380,0,0,15340,0,0,0,,6436,0,0,130,0,0,1,54922,"3",41,"3","7.4591",1,"NA"
"2007","DK",549223,440.777385159011,"702.6112","1","2007","NA","3",1948,"1","5","3","DK","2","NA","5","1","NA","NA","NA","NA","3","3","37","12","0","NA","NA","NA","1","2","NA","NA","NA","NA","NA","1","1","NA","1","NA","NA","1","1","1","NA","NA","2","NA","3","NA","NA","2","NA",1,1,1,64359,0,0,4671,40,0,0,,0,0,0,0,0,0,1,54922,"2",58,"3","7.4591",1,"k"
"2007","DK",549461,440.777385159011,"NA","2","2007","NA","3",1989,"1","1","1","DK","2","NA","2","4","NA","2","2","NA","NA",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","7","NA","NA","NA","7","6","NA","NA","7","2","NA","3","2","NA","2","NA",1,1,1,281,0,0,101,0,0,0,,0,0,0,0,0,263,1,54946,"2",17,"3","7.4591",1,"NA"
"2007","DK",549462,440.777385159011,"802.9638","2","2007","NA","1",1950,"2","1","1","DK","2","5","5","3","NA","NA","2","NA","NA","3","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","7","6","1","6","6","NA","NA","NA","5","8","7","3","1","NA","2","NA","2","NA",1,1,1,9202,0,0,164,0,0,0,,0,0,0,11105,0,0,1,54946,"3",56,"3","7.4591",1,"NA"
"2007","DK",549463,440.777385159011,"855.5986","1","2007","NA","2",1987,"1","1","1","DK","2","NA","2","1","NA","NA","2","NA","NA","7","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","7","6","6","NA","7","6","NA","6","8","NA","NA","2","NA","2","NA","2","NA",1,1,1,8667,0,0,0,161,0,0,,0,0,0,0,0,319,1,54946,"3",19,"3","7.4591",1,"NA"
"2007","DK",549511,440.777385159011,"659.4885","1","2007","NA","3",1959,"2","2","2","DK","1","NA","5","2","NA","1","NA","NA","3","2","37","12","0","NA","NA","NA","1","2","2","NA","NA","NA","NA","NA","1","1","NA","NA","1","8","1","1","NA","2","1","2","3","2","NA","2","NA",1,1,1,40626,0,0,0,2569,3817,0,,473,0,0,236,0,0,1,54951,"2",47,"3","7.4591",1,"NA"
"2007","DK",549512,440.777385159011,"697.8215","1","2007","NA","3",1986,"1","1","3","DK","2","NA","2","1","NA","1","2","NA","NA","7","37","0","0","NA","NA","11","NA","NA","2","NA","NA","NA","NA","NA","NA","6","5","NA","6","8","6","7","6","6","NA","1","3","2","NA","NA","NA",1,1,1,15282,0,0,0,0,27,0,,0,0,0,0,0,0,1,54951,"2",20,"3","7.4591",1,"f"
"2007","DK",549513,440.777385159011,"696.1273","1","2007","NA","2",1957,"1","4","1","DK","2","NA","NA","1","NA","NA","NA","NA","3","7","NA","12","0","NA","NA","6","1","NA","NA","NA","NA","NA","NA","1","NA","1","1","1","1","1","1","3","NA","NA","1","2","NA","2","NA","2","NA",1,1,1,39497,0,0,3808,0,0,0,,0,0,0,0,0,0,1,54951,"2",49,"3","7.4591",1,"NA"
"2007","DK",549521,440.777385159011,"918.3538","2","2007","NA","2",1990,"2",,"1",,"1","NA",,,"NA","NA","NA","NA","NA",,"NA","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","6","7","NA","NA","NA","2","8","7","3","6","7","3","2","NA","NA","NA","NA","NA",1,1,1,0,0,0,4699,0,0,0,,0,0,0,0,0,0,1,54952,"2",16,"1","7.4591",1,
"2007","DK",549522,440.777385159011,"NA","1","2007","NA","3",1987,"2","1","1","DK","2","NA","2","4","NA","NA","NA","NA","NA",,"17","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","7","NA","NA","8","2","7","NA","NA","3","NA","NA","6","NA","NA","NA","NA","NA","2","NA",1,1,1,2277,0,0,0,511,0,0,,0,0,0,0,0,1580,1,54952,"2",19,"1","7.4591",1,"NA"
"2007","DK",549523,440.777385159011,"646.9731","1","2007","NA","1",1959,"2","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","4","45","12","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","1","NA","2","3","2","NA","2","NA",1,1,1,34134,387,0,4002,0,0,0,,0,0,0,0,0,0,1,54952,"3",47,"NA","7.4591",1,"NA"
"2007","DK",549851,440.777385159011,"NA","2","2007","NA","4",1965,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","40","12","0","NA","NA","NA","1","2","NA","NA","NA","NA","1","1","1","NA","NA","1","1","6","1","NA","1","1","2","1","3","2","NA","2","NA",1,1,1,57649,0,0,14514,0,0,0,,0,0,0,0,0,0,1,54985,"3",41,"1","7.4591",1,"g"
"2007","DK",549852,440.777385159011,"NA","NA","2007","NA","3",1971,"2","2","3","DK","1","NA","NA","3","NA","2","2","NA","NA",,"37","12","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","7","NA","NA","7","NA","6","7","NA","7","NA","NA","1","NA","2","NA","2","NA",1,1,1,0,0,0,0,1083,0,0,,1591,0,0,4031,0,0,1,54985,"2",35,"1","7.4591",1,"NA"
"2007","DK",549941,440.777385159011,"1346.632","2","2007","NA","1",1954,"1","2","1","DK","2","NA","3","1","NA","NA","NA","1","3","5","37","12","0","NA","NA","13","1","2","2","NA","NA","NA","2","NA","3","NA","NA","1","NA","3","1","NA","NA","1","1","1","3","2","NA","2","NA",1,1,1,80508,0,0,6092,0,0,0,,0,0,0,0,0,0,1,54994,"3",52,"3","7.4591",1,"NA"
"2007","DK",549943,440.777385159011,"422.0873","2","2007","NA","1",1961,"2","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","2","37","12","0","NA","NA","11","1","NA","NA","NA","NA","NA","1","1","1","NA","NA","NA","1","NA","1","NA","NA","NA","2","2","3","NA","NA","NA","NA",1,1,1,0,0,0,0,0,74611,0,,0,0,0,0,0,0,1,54994,"3",45,"1","7.4591",1,"NA"
"2007","DK",550091,440.777385159011,"1029.229","2","2007","NA","3",1962,"1","2","3","DK","2","NA","3","1","NA","NA","NA","NA","3","3","37","12","0","NA","NA","NA","NA","2","NA","NA","NA","NA","1","1","1","1","NA","3","8","NA","1","NA","NA","NA","NA","2","NA","2","NA","NA","NA",1,1,1,47471,0,0,0,2949,4380,0,,0,0,0,0,0,0,1,55009,"3",44,"1","7.4591",1,"NA"
"2007","DK",550092,440.777385159011,"NA","1","2007","NA","3",1988,"1","1","1","DK","1","NA","2","4","NA","NA","2","NA","NA",,"NA","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","6","NA","6","NA","NA","NA","NA","NA","NA","1","2","NA","2","NA","2","NA",1,1,1,3748,0,0,99,0,0,0,,0,0,0,0,0,0,1,55009,"2",18,"3","7.4591",1,"NA"
"2007","DK",550191,440.777385159011,"NA","1","2007","NA","2",1989,"1","1","1","DK","2","NA","2","4","NA","2","2","NA","NA",,"NA","NA","0","NA","NA","NA","NA","NA","2","NA","NA","NA","7","NA","6","NA","7","NA","NA","2","8","7","6","1","3","2","NA","2","NA","1","NA",1,1,1,403,0,0,7229,0,0,0,,0,0,0,0,0,7239,1,55019,"3",17,"1","7.4591",1,"NA"
"2007","DK",550192,440.777385159011,"1719.015","2","2007","NA","1",1962,"1","2","1","DK","2","NA","3","1","NA","NA","2","NA","3","7","37","12","0","NA","NA","NA","NA","2","2","NA","NA","NA","1","1","1","1","1","1","2","1","1","NA","1","1","2","NA","2","NA","NA","NA","NA",1,1,1,0,0,0,5487,507,55123,0,,0,0,0,2765,0,0,1,55019,"2",44,"3","7.4591",1,"NA"
"2007","DK",550193,440.777385159011,"678.6625","2","2007","NA","2",1960,"2","2","1","DK","2","5","2","1","NA","NA","2","NA","NA","5","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","6","NA","NA","NA","NA","7","NA","6","7","6","6","NA","1","NA","NA","NA","NA","NA",1,1,1,14267,44,0,392,0,0,0,,0,0,0,0,0,0,1,55019,"2",46,"3","7.4591",1,"NA"
"2007","DK",550201,440.777385159011,"805.4924","1","2007","NA","4",1969,"1","1","3","DK","2","NA","2","1","NA","NA","NA","NA","3","6","29","12","0","NA","NA","12","1","2","NA","NA","NA","NA","NA","1","NA","2","NA","6","1","6","8","1","1","1","2","NA","NA","NA","NA","1","NA",1,1,1,35399,0,0,3949,0,0,0,,0,0,0,0,0,0,1,55020,"2",37,"4","7.4591",1,"b-e"
"2007","DK",550202,440.777385159011,"1333.504","2","2007","NA","1",1973,"2","2","1","DK","2","NA","5","1","NA","NA","2","NA","3","2","37","12","12","NA","NA","13","1","NA","NA","NA","NA","NA","NA","1","1","NA","NA","6","NA","NA","1","6","NA","1","NA","2","2","NA","NA","2","NA",1,1,1,44545,0,0,0,0,0,0,,0,0,0,0,0,0,1,55020,"2",33,"1","7.4591",1,"l-n"
"2007","DK",550451,440.777385159011,"NA","2","2007","NA","3",1962,"2","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","3","NA","12","0","NA","NA","11","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","NA","1","NA","1","1","NA","NA","3","2","NA","2","NA",1,1,1,12815,0,0,236,0,-69680,0,,0,0,0,0,0,0,1,55045,"2",44,"1","7.4591",1,"l-n"
"2007","DK",550452,440.777385159011,"972.8809","1","2007","NA","4",1957,"1","2","2","DK","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","37","6","0","NA","NA","NA","1","2","2","NA","NA","NA","1","8","NA","NA","1","1","NA","1","1","8","1","1","NA","NA","NA","2","NA","2","NA",1,1,1,43198,0,0,4149,0,0,0,,0,0,0,0,0,0,1,55045,"2",49,"1","7.4591",1,"NA"
"2007","DK",550453,440.777385159011,"NA","1","2007","NA","3",1989,"2","1","3","EU","1","NA","NA","4","NA","NA","NA","NA","NA",,"NA","0","0","NA","NA","12","NA","2","NA","NA","NA","NA","8","7","6","NA","NA","7","NA","NA","3","8","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,1,3866,0,0,0,0,0,0,,0,0,0,0,0,0,1,55045,"3",17,"4","7.4591",1,"NA"
"2007","DK",550561,440.777385159011,"798.0543","2","2007","NA","4",1958,"1","1","1","DK","2","NA","3","1","NA","1","NA","NA","3","7","50","12","0","NA","NA","NA","1","2","2","NA","NA","NA","NA","NA","6","NA","1","NA","1","NA","6","NA","1","1","NA","2","NA","NA","NA","2","NA",1,1,1,50180,0,0,0,0,0,0,,0,0,0,0,0,0,1,55056,"2",48,"4","7.4591",1,"b-e"
"2007","DK",550562,440.777385159011,"801.3476","2","2007","NA","1",1988,"1","1","1","DK","2","NA","2","4","NA","2","2","NA","NA",,"37","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","6","NA","NA","NA","NA","NA","7","3","6","1","1","1","NA","2","NA","2","NA",1,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,55056,"2",18,"3","7.4591",1,"NA"
"2007","DK",550563,440.777385159011,"1304.384","1","2007","NA","2",1957,"2","5","2","DK","2","NA","2","1","NA","1","2","NA","NA","5","NA","0","0","NA","NA","11","NA","NA","NA","NA","NA","NA","7","5","6","NA","7","6","NA","6","8","6","6","NA","NA","1","NA","NA","NA","2","NA",1,1,1,16564,0,0,7945,513,0,0,,0,0,0,0,0,0,1,55056,"3",49,"4","7.4591",1,"l-n"
"2007","DK",550741,440.777385159011,"928.843","1","2007","NA","2",1979,"2","1","1","DK","1","2","5","1","NA","2","NA","NA","3","3","NA","0","0","NA","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","6","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,1,6738,0,0,0,0,0,0,,64,0,0,0,0,0,1,55074,"2",27,"1","7.4591",1,"l-n"
"2007","DK",550743,440.777385159011,"555.8807","2","2007","NA","2",1975,"1","1","1","DK","2","NA","3","1","NA","NA","NA","NA","3","8","37","12","0","NA","NA","NA","NA","1","2","NA","NA","NA","6","NA","NA","1","3","3","NA","1","1","NA","NA","NA","3","2","NA","NA","NA","2","NA",1,1,1,54510,585,0,392,0,0,0,,0,0,0,0,0,0,1,55074,"3",31,"4","7.4591",1,"i"
"2007","DK",550821,440.777385159011,"568.2613","2","2007","NA","3",1953,"2","1","1","DK","2","NA","3","2","NA","NA","NA","NA","3","9","37","12","0","NA","NA","7","NA","2","2","NA","NA","NA","NA","NA","1","1","6","1","1","NA","6","NA","1","5","NA","2","3","2","NA","2","NA",1,1,1,35349,0,0,5348,0,0,0,,0,0,0,0,0,0,1,55082,"2",53,"1","7.4591",1,"NA"
"2007","DK",550822,440.777385159011,"NA","2","2007","NA","2",1987,"2","1","3","DK","1","3","2","2","NA","NA","2","NA","NA","5","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","NA","2","NA","NA","NA","2","3","2","NA","2","NA",1,1,1,13833,0,0,4605,0,0,0,,0,0,0,0,0,856,1,55082,"3",19,"3","7.4591",1,"NA"
"2007","DK",550823,440.777385159011,"NA","1","2007","NA","2",1952,"1","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","0 - 1","37","12","0","NA","NA","NA","NA","2","2","NA","NA","NA","1","NA","1","NA","NA","1","1","1","2","1","8","1","NA","1","NA","NA","NA","2","NA",1,1,1,61373,0,0,0,0,0,0,,0,0,0,0,0,0,1,55082,"2",54,"1","7.4591",1,"NA"
"2007","DK",551091,440.777385159011,"801.357","1","2007","NA","3",1960,"2","1","1","DK","2","NA","5","6","NA","1","2","NA","NA","3","NA","0","0","NA","NA","13","NA","NA","NA","NA","NA","NA","8","6","6","7","6","NA","8","1","NA","6","6","1","1","NA","3","2","NA","2","1",1,1,1,0,0,0,397,0,0,0,,0,0,0,0,15337,0,1,55109,"3",46,"NA","7.4591",1,"NA"
"2007","DK",551093,440.777385159011,"1129.195","1","2007","NA","2",1959,"1","2","1","DK","2","NA","2","1","NA","NA","NA","NA","2","8","37","12","0","NA","2","13","1","NA","2","4","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","2","NA","2","NA",1,1,1,44370,0,0,0,0,0,0,,0,0,0,0,0,0,1,55109,"2",47,"1","7.4591",1,"NA"
"2007","DK",551461,440.777385159011,"NA","1","2007","NA","4",1967,"2","1","3","DK","1","NA","2","1","NA","NA","NA","NA","NA","5","42","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","1","6","1","NA","6","NA","1","6","NA","6","NA","2","2","2","NA","NA","NA",1,1,1,27102,0,0,2893,0,0,0,,0,0,0,0,0,0,1,55146,"2",39,"4","7.4591",1,"g"
"2007","DK",551611,440.777385159011,"1936.386","1","2007","NA","4",1976,"1","1","1","DK","2","NA","5","1","NA","NA","NA","NA","1","7","37","0","0","NA","NA","13","1","NA","NA","7","NA","NA","8","NA","6","2","2","2","1","8","3","NA","NA","3","NA","1","3","2","NA","NA","NA",1,1,1,23352,3153,3153,0,0,0,0,,0,0,0,0,0,0,1,55161,"3",30,"1","7.4591",1,"NA"
"2007","DK",551612,440.777385159011,"NA","2","2007","NA","2",1977,"2","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","7","37","12","0","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","1","2","6","NA","1","NA","NA","3","2","NA","2","5",1,1,1,46683,0,0,4389,0,0,0,,0,0,0,0,0,0,1,55161,"3",29,"2","7.4591",1,"g"
"2007","DK",551791,440.777385159011,"1258.671","1","2007","NA","2",1967,"2","2","1","DK","2","NA","3","1","NA","1","NA","NA","3","0 - 1","37","12","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","1","1","NA","NA","8","NA","NA","NA","1","2","3","2","NA","2","NA",1,1,1,46087,0,0,0,0,0,0,,0,0,0,160,0,0,1,55179,"2",39,"1","7.4591",1,"NA"
"2007","DK",551793,440.777385159011,"2137.437","1","2007","NA","3",1987,"2","1","2","DK","2","NA","2","4","NA","2","NA","NA","NA",,"NA","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","7","NA","8","7","6","7","NA","NA","1","NA","3","NA","NA","2","NA",1,1,1,4939,0,0,7177,0,0,0,,0,0,0,0,0,572,1,55179,"2",19,"1","7.4591",1,"NA"
"2007","DK",551852,440.777385159011,"1095.758","2","2007","NA","3",1962,"2","5","3","DK","2","NA","2","1","NA","1","NA","NA","3","0 - 1","37","12","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","6","NA","1","8","3","8","2","NA","5","1","1","2","3","2","NA","NA","NA",1,1,1,28435,0,0,0,0,0,0,,0,0,0,0,0,0,1,55185,"2",44,"3","7.4591",1,"l-n"
"2007","DK",551853,440.777385159011,"NA","1","2007","NA","4",1967,"1","1","2","DK","2","NA","5","1","NA","1","2","NA","3","2","18","12","0","NA","NA","5","1","2","NA","NA","NA","NA","7","8","NA","6","6","6","6","NA","NA","NA","6","NA","NA","NA","NA","2","NA","NA","NA",1,1,1,27063,0,0,0,0,0,0,,579,0,0,0,0,0,1,55185,"2",39,"4","7.4591",1,"b-e"
"2007","DK",551992,440.777385159011,"1400.257","2","2007","NA","2",1978,"1","1","1","DK","1","NA","3","1","NA","NA","NA","NA","NA","3","37","0","0","NA","NA","NA","NA","2","2","NA","NA","NA","NA","NA","1","NA","6","1","2","1","NA","1","NA","1","NA","2","3","2","NA","2","NA",1,1,1,30160,0,0,0,0,0,0,,0,0,0,0,0,11657,1,55199,"2",28,"1","7.4591",1,"l-n"
"2007","DK",551993,440.777385159011,"847.5408","2","2007","NA","3",1983,"2","1","1","DK","2","3","3","4","NA","1","2","NA","NA","5","NA","0","0","NA","NA","NA","NA","2","NA","NA","NA","NA","6","2","NA","5","6","6","NA","6","6","6","6","8","NA","NA","3","2","NA","2","NA",1,1,1,23627,0,0,6356,0,0,0,,0,0,0,0,0,0,1,55199,"2",23,"1","7.4591",1,"NA"
"2007","DK",552111,440.777385159011,"1323.017","1","2007","NA","1",1976,"2","1","3","DK","2","NA","2","1","NA","1","NA","NA","3","5","37","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","2","1","1","6","3","6","4","NA","3","2","NA","NA","NA",1,1,1,26163,0,0,0,0,55,0,,4352,0,0,0,0,0,1,55211,"2",30,"1","7.4591",1,"NA"
"2007","DK",552113,440.777385159011,"613.7663","1","2007","NA","2",1971,"1","2","3","DK","2","NA","3","1","NA","NA","NA","NA","3","7","NA","12","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","6","NA","NA","8","1","NA","NA","NA","1","3","1","NA","NA","2","NA","2","NA",1,1,1,28388,0,0,0,0,0,0,,0,0,0,0,0,0,1,55211,"3",35,"1","7.4591",1,"f"
"2007","DK",552241,440.777385159011,"1254.12","1","2007","NA","4",1959,"1","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","37","12","0","NA","NA","12","NA","NA","NA","NA","NA","NA","1","6","NA","1","NA","1","1","1","NA","NA","NA","1","NA","NA","NA","2","NA","NA","NA",1,1,1,79034,0,0,0,0,0,0,,0,0,0,0,0,0,1,55224,"2",47,"1","7.4591",1,"k"
"2007","DK",552242,440.777385159011,"951.1275","2","2007","NA","4",1962,"2","2","3","DK","2","NA","3","1","NA","1","NA","NA","3","9","30","0","12","NA","NA","11","1","NA","NA","NA","NA","NA","2","6","7","NA","NA","NA","1","1","NA","8","1","1","1","2","NA","2","NA","2","NA",1,1,1,24124,0,0,3526,0,0,0,,754,0,0,0,0,0,1,55224,"2",44,"3","7.4591",1,"NA"
"2007","DK",552311,440.777385159011,"879.805","1","2007","NA","2",1972,"1","1","1","DK","2","3","3","1","NA","1","NA","NA","NA","9","NA","0","0","NA","NA","NA","1","NA","NA","NA","NA","NA","2","6","NA","NA","NA","1","2","6","1","1","NA","NA","3","NA","2","2","NA","2","NA",1,1,1,14592,0,0,4217,0,0,0,,15853,0,0,0,0,0,1,55231,"3",34,"1","7.4591",1,"b-e"
"2007","DK",552312,440.777385159011,"NA","1","2007","NA","2",1976,"2","1","1","DK","2","NA","3","1","NA","NA","2","NA","3","9","24","0","9","NA","NA","NA","NA","2","2","NA","NA","NA","8","3","NA","1","1","1","NA","2","8","6","6","NA","3","2","3","NA","NA","NA","NA",1,1,1,29706,0,0,0,0,0,0,,0,0,0,0,0,0,1,55231,"3",30,"1","7.4591",1,"NA"
"2007","DK",553581,440.777385159011,"NA","2","2007","NA","1",1962,"2","2","3","DK","2","NA","3","2","NA","1","NA","NA","3","9","48","12","0","NA","NA","NA","NA","2","2","NA","NA","NA","1","NA","1","6","NA","6","NA","1","8","1","1","NA","NA","NA","3","2","NA","2","NA",1,1,1,25118,0,0,4440,3218,0,0,,790,0,0,0,0,0,1,55358,"2",44,"3","7.4591",1,"o"
"2007","DK",554011,440.777385159011,"NA","1","2007","NA","2",1963,"1","2","2","DK","2","NA","3","1","NA","NA","NA","NA","3","0 - 1","NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","2","1","NA","NA","NA","NA","6","1","1","1","1","NA","3","NA","NA","NA","NA",1,1,1,12658,0,0,5411,161,0,0,,12395,0,0,0,0,0,1,55401,"3",43,"1","7.4591",1,"NA"
"2007","DK",554012,440.777385159011,"589.91","2","2007","NA","2",1964,"2","1","2","DK","2","NA","5","1","NA","NA","NA","NA","3","3","NA","12","0","NA","NA","10","1","NA","2","NA","NA","NA","1","NA","NA","NA","1","1","1","1","NA","1","1","1","NA","2","NA","2","NA","2","NA",1,1,1,65582,0,0,0,0,0,0,,0,0,0,0,0,0,1,55401,"2",42,"1","7.4591",1,"l-n"
"2007","DK",554061,440.777385159011,"992.8149","1","2007","NA","4",1962,"2","5","1","DK","2","NA","5","1","NA","NA","NA","NA","3","3","37","12","0","NA","NA","13","1","2","NA","NA","NA","NA","NA","1","NA","1","1","NA","NA","1","NA","8","NA","NA","2","NA","NA","2","NA","2","NA",1,1,1,56093,0,0,11,0,27,0,,419,0,0,0,0,0,1,55406,"2",44,"1","7.4591",1,"NA"
"2007","DK",554101,440.777385159011,"605.235","1","2007","NA","3",1982,"1","1","1","DK","2","NA","3","1","NA","1","2","NA","NA","8","8","12","0","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","1","NA","NA","6","NA","1","6","NA","2","3","NA","NA","2","NA",1,1,1,29684,0,0,1450,0,0,0,,0,0,0,2581,0,0,1,55410,"2",24,"3","7.4591",1,"b-e"
"2007","DK",554102,440.777385159011,"664.3565","2","2007","NA","4",1960,"2","2","3","DK","2","NA","3","1","NA","NA","NA","NA","3","4","50","12","0","NA","NA","NA","1","NA","2","NA","NA","NA","NA","NA","NA","1","1","1","1","1","1","3","1","3","NA","NA","3","NA","NA","2","NA",1,1,1,54297,0,0,0,0,14,0,,0,0,0,0,0,0,1,55410,"2",46,"3","7.4591",1,"j"
"2007","DK",554103,440.777385159011,"738.186","1","2007","NA","4",1957,"1","2","1","DK","2","NA","2","1","NA","NA","2","NA","3","5","20","8","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","8","NA","2","6","NA","1","1","3","NA","NA","NA","NA","2","NA","2","NA",1,1,1,29937,0,0,6485,0,0,0,,0,0,0,0,0,0,1,55410,"2",49,"1","7.4591",1,"NA"
"2007","DK",554141,440.777385159011,"1255.749","2","2007","NA","3",1989,"1","1","1","DK","2","2","NA","3","NA","NA","2","NA","1",,"NA","0","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","8","7","NA","7","NA","NA","NA","NA","7","2","8","NA","2","NA","NA","NA","2","NA",1,1,1,47,0,0,15135,11127,0,0,,79,0,0,0,0,20,1,55414,"2",17,"1","7.4591",1,"NA"
"2007","DK",554142,440.777385159011,"830.6427","2","2007","NA","1",1959,"2","2","3","DK","2","NA","2","1","NA","NA","NA","NA","3","4","NA","12","0","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","1","NA","NA","1","1","NA","NA","NA","1","NA","1","2","NA","3","2","NA","NA","NA",1,1,1,70164,0,0,4907,402,0,0,,0,0,0,0,0,0,1,55414,"2",47,"3","7.4591",1,"NA"
"2007","DK",554143,440.777385159011,"866.9845","1","2007","NA","2",1956,"1","1","2","DK","2","NA","2","1","NA","NA","NA","NA","3","9","37","12","0","NA","NA","13","NA","2","2","NA","NA","NA","1","1","1","1","1","1","NA","NA","1","NA","1","NA","NA","NA","3","2","NA","NA","NA",1,1,1,43345,0,0,0,804,3990,0,,0,0,0,0,0,0,1,55414,"3",50,"1","7.4591",1,"l-n"
"2007","DK",554281,440.777385159011,"1019.401","2","2007","NA","3",1963,"2","2","1","DK","2","NA","5","1","NA","NA","1","NA","3","2","37","0","0","NA","NA","NA","1","NA","1","NA","NA","NA","1","NA","1","NA","1","NA","1","NA","1","1","NA","1","1","NA","3","NA","NA","2","NA",1,1,1,41891,0,0,5621,0,0,0,,1683,0,0,0,0,0,1,55428,"2",43,"1","7.4591",1,"NA"
"2007","DK",554282,440.777385159011,"1032.714","2","2007","NA","2",1960,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","7","37","12","0","NA","NA","NA","NA","2","NA","NA","NA","NA","1","1","1","1","8","3","1","NA","1","6","1","6","1","2","3","2","NA","NA","NA",1,1,1,38661,0,0,33,0,-2659,0,,0,0,0,0,0,0,1,55428,"2",46,"1","7.4591",1,"NA"
