"PB010","PB020","PB030","PB040","PB060","PB100","PB110","PB120","PB130","PB140","PB150","PB190","PB200","PB220A","PE010","PE020","PE040","PL031","PL035","PL015","PL020","PL025","PL040","PL051","PL060","PL100","PL111","PL120","PL130","PL140","PL150","PL160","PL170","PL180","PL190","PH010","PH020","PH030","PH040","PH050","PH060","PH070","PY020N","PY035N","PY010G","PY020G","PY021G","PY030G","PY031G","PY035G","PY050G","PY080G","PY090G","PY100G","PY110G","PY120G","PY130G","PY140G","PY200G","PD020","PD030","PD050","PD060","PD070","PD080","PD090","PW010","PW020","PW030","PW040","PW050","PW060","PW070","PW080","PW090","PW100","PW110","PW120","PW130","PW140","PW150","PW160","PW170","PW180","PW190","PW200","PW210","PW220","PX010","PX020","PX030","PX040","PX050","PX200"
"2013","DK",905431,537.330383480826,"3243.049","1","2013","NA","2",1988,"1","1","1","DK","2","3","NA","6","NA","NA","2","NA","3",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA","3","NA","NA","NA","6",1,1,5587,0,0,372,1,0,0,,138,0,0,0,0,7209,1,"NA","NA","NA","NA","NA","NA","NA","10","5","3","4","5","1","NA","3","NA","8","NA","NA","NA","NA","NA","NA","1","1","NA","NA","5","NA","7.4437",24,90543,"2","7","945.35806304"
"2013","DK",905541,537.330383480826,"NA","1","2013","NA","1",1966,"1","2","1","DK","2","NA","3","1","NA","NA","NA","NA","3","7","37","NA","b-e","NA","13","NA","2","NA","NA","NA","NA","3","2","2","2","NA","2","NA",1,1,42645,1807,1807,658,1,0,135,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","10","8","NA","10","NA","4","NA","4","2","4","5","8","4","9","4","10","NA","1","8","NA","10","1","7.4437",46,90554,"3","2","1417.4050899"
"2013","DK",906641,537.330383480826,"549.941","2","2013","NA","3",1985,"2","1","2","DK","2","NA","3","1","NA","1","NA","NA","3","5","NA","NA","g","NA","NA","NA","2","NA","NA","NA","NA","NA","1","3","NA","NA","2","NA",1,1,0,0,0,435,1,0,0,,1505,0,0,0,0,15125,1,"NA","NA","NA","NA","NA","NA","NA","3","5","10","NA","NA","5","NA","NA","1","NA","NA","NA","NA","8","10","10","NA","NA","99","8","8","2","7.4437",27,90664,"2","2","447.73838466"
"2013","DK",906711,537.330383480826,"5250.303","1","2013","NA","4",1988,"1","1","1","DK","2","NA","2","1","NA","NA","NA","NA","3","5","40","NA","b-e","NA","NA","1","2","2","NA","NA","NA","NA","1","3","2","NA","NA","NA",1,1,51322,0,0,0,1,188,0,,299,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","7","9","10","9","NA","4","NA","5","NA","8","NA","9","NA","9","10","NA","1","NA","10","8","NA","NA","7.4437",24,90671,"3","NA","NA"
"2013","DK",907391,537.330383480826,"NA","1","2013","NA","1",1981,"2","1","1","DK","2","NA","2","8","NA","1","2","NA","3","5","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","3","NA","NA","2","NA",1,1,0,0,0,283,1,12897,0,,5056,0,0,0,18306,0,1,"NA","NA","NA","NA","NA","NA","NA","8","9","7","10","3","NA","1","5","NA","NA","NA","8","8","NA","9","10","NA","NA","10","10","10","NA","7.4437",31,90739,"2","2","NA"
"2013","DK",907621,537.330383480826,"1317.164","1","2013","NA","4",1992,"1","1","3","DK","2","NA","3","NA","NA","1","2","NA","NA",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","2","NA","2","NA","2","NA",1,1,11408,0,0,0,1,0,0,,96,0,0,0,0,1252,1,"NA","NA","NA","NA","NA","NA","NA","NA","7","NA","9","2","5","NA","5","9","NA","NA","NA","NA","9","7","7","1","NA","NA","NA","10","NA","7.4437",20,90762,"2","2","546.09752816"
"2013","DK",907661,537.330383480826,"667.5764","1","2013","NA","4",1932,"1","2","3","DK","2","5","3","7","NA","1","2","NA","3","8","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","3","2","NA","NA","NA","2","1",1,1,0,0,0,435,1,0,0,,248,21146,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","9","NA","7","5","NA","NA","NA","3","2","NA","NA","10","7","2","8","8","NA","1","9","7","10","2","7.4437",80,90766,"3","2","1215.4634853"
"2013","DK",907741,537.330383480826,"NA","1","2013","NA","1",1979,"1","2","1","DK","2","NA","3","3","NA","NA","NA","NA","3","5","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","2","NA","2","8","2","NA",1,1,53116,436,0,435,1,0,0,,227,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8","5","5","NA","5","3","4","NA","NA","8","10","NA","8","NA","NA","10","NA","NA","1","7.4437",33,90774,"3","7","949.52251958"
"2013","DK",908181,537.330383480826,"NA","1","2013","NA","4",1958,"1","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","3","37","NA","NA","NA","11","NA","2","2","NA","NA","NA","NA","2","NA","NA","NA","2","NA",1,1,71024,457,0,0,1,0,275,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","10","9","NA","NA","NA","NA","2","5","2","7","NA","NA","NA","NA","9","10","1","NA","9","NA","9","NA","7.4437",54,90818,"2","2","NA"
"2013","DK",908411,537.330383480826,"591.6174","1","2013","NA","4",1983,"2","1","3","DK","2","NA","3","1","NA","NA","NA","NA","3","5","32","12","q","NA","NA","NA","NA","2","NA","NA","NA","2","NA","3","NA","NA","2","NA",1,1,54289,0,0,0,1,0,0,,702,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","NA","NA","10","5","4","2","4","NA","NA","NA","6","8","NA","9","NA","1","NA","NA","7","NA","NA","7.4437",29,90841,"2","2","1025.1028253"
"2013","DK",908581,537.330383480826,"NA","1","2013","NA","2",1982,"1","2","3","DK","2","NA","5","1","NA","NA","NA","NA","3","2","27","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","1","3","NA","NA","2","NA",1,1,30045,0,0,728,1,510,0,,5076,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","5","10","5","NA","2","NA","3","3","NA","8","7","0","5","8","7","1","1","6","10","10","3","7.4437",30,90858,"2","6","NA"
"2013","DK",908641,537.330383480826,"NA","1","2013","NA","1",1932,"2","5","3","DK","2","NA","5","7","NA","NA","NA","NA","3","2","48","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","3","NA","NA","NA","NA",1,1,0,0,0,0,1,0,2036,,441,51098,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","7","7","9","NA","5","NA","NA","5","2","NA","10","NA","3","8","NA","NA","NA","9","8","7","NA","NA","7.4437",80,90864,"2","3","NA"
"2013","DK",908991,537.330383480826,"NA","1","2013","NA","1",1956,"1","2","2","DK","2","NA","3","1","NA","NA","NA","NA","3","7","31","NA","f","NA","NA","1","2","NA","NA","NA","NA","1","2","3","NA","NA","NA","NA",1,1,45228,0,0,688,1,1425,0,,127,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","7","10","3","9","NA","NA","NA","NA","2","5","10","NA","NA","10","NA","NA","1","NA","6","NA","1","3","7.4437",56,90899,"2","6","859.84360897"
"2013","DK",909281,537.330383480826,"NA","1","2013","NA","3",1989,"1","1","1","DK","2","NA","3","5","NA","1","NA","NA","3","5","37","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","2","NA","2","NA","NA","NA",1,1,3403,0,0,0,1,406,0,,20984,0,0,15932,0,0,1,"NA","NA","NA","NA","NA","NA","NA","9","10","3","NA","4","4","1","5","NA","8","9","NA","5","NA","8","7","1","1","NA","8","1","3","7.4437",23,90928,"3","6","NA"
"2013","DK",909551,537.330383480826,"860.2103","1","2013","NA","2",1947,"2","4","3","DK","2","NA","5","1","NA","NA","NA","NA","3","3","32","NA","b-e","NA","NA","NA","NA","2","NA","NA","NA","2","2","NA","2","NA","NA","NA",1,1,51874,0,0,727,1,0,0,,0,14418,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","NA","8","9","5","3","NA","5","NA","NA","9","NA","8","8","NA","8","1","NA","NA","NA","NA","NA","7.4437",65,90955,"2","2","594.48830125"
"2013","DK",909731,537.330383480826,"728.2496","1","2013","NA","3",1953,"2","4","3","DK","2","NA","2","1","NA","NA","NA","NA","3","5","37","NA","g","NA","NA","2","NA","NA","NA","NA","NA","NA","1","2","2","NA","2","NA",1,1,46993,0,0,695,1,792,0,,168,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","NA","4","9","5","4","NA","4","NA","NA","NA","NA","NA","NA","2","10","NA","NA","10","NA","NA","2","7.4437",59,90973,"2","2","751.54284758"
"2013","DK",909971,537.330383480826,"NA","1","2013","NA","4",1935,"2","2","2","DK","2","NA","2","7","NA","NA","NA","NA","3","9","20","NA","NA","NA","NA","NA","2","2","NA","NA","NA","3","1","2","NA","NA","2","NA",1,1,0,0,0,435,1,0,0,,26912,0,0,0,2313,0,1,"NA","NA","NA","NA","NA","NA","NA","3","NA","8","7","NA","5","2","2","NA","NA","NA","NA","NA","9","8","NA","NA","1","10","6","NA","1","7.4437",77,90997,"3","2","934.60495269"
"2013","DK",910441,537.330383480826,"NA","NA","2013","NA","4",1946,"1","5","1","DK","2","NA","2","7","NA","NA","1","NA","3","5","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA",1,1,0,0,0,435,1,0,0,,169,22641,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","NA","NA","10","5","NA","NA","NA","NA","NA","3","NA","5","NA","NA","8","1","1","8","10","NA","NA","7.4437",66,91044,"3","6","1079.4181365"
"2013","DK",910581,537.330383480826,"NA","1","2013","NA","1",1949,"1","2","1","DK","2","NA","5","3","NA","1","NA","NA","3","2","NA","NA","l-n","NA","NA","1","NA","NA","NA","NA","NA","NA","2","2","NA","NA","NA","NA",1,1,0,0,0,626,1,0,3453,,12,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","7","6","4","NA","NA","4","2","NA","NA","NA","NA","NA","NA","8","NA","1","NA","NA","NA","NA","7.4437",63,91058,"2","2","1186.05872"
"2013","DK",911131,537.330383480826,"1795.992","1","2013","NA","1",1982,"1","1","1","DK","2","NA","5","1","NA","NA","NA","NA","3","2","32","NA","j","NA","NA","1","NA","2","NA","NA","NA","1","NA","NA","2","NA","2","NA",1,1,53284,0,0,0,1,0,0,,249,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","NA","8","7","4","NA","2","5","2","8","NA","7","NA","NA","8","8","1","1","NA","9","8","1","7.4437",30,91113,"2","2","NA"
"2013","DK",911241,537.330383480826,"1397.785","1","2013","NA","1",1984,"2","2","2","DK","2","NA","5","1","NA","NA","NA","NA","3","3","42","1","NA","NA","12","NA","2","NA","NA","NA","NA","3","NA","3","2","NA","2","NA",1,1,50785,0,0,60,1,0,0,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","8","7","5","5","NA","5","2","7","9","NA","NA","5","9","8","1","1","6","7","7","NA","7.4437",28,91124,"2","2","3650.1246675"
"2013","DK",911291,537.330383480826,"NA","1","2013","NA","2",1933,"2","4","3","DK","1","NA","2","7","NA","1","2","2","3","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA","2","NA",1,1,0,0,0,513,1,0,30,,50,13727,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","NA","6","NA","5","5","2","4","NA","NA","NA","8","10","7","7","NA","NA","1","NA","8","3","2","7.4437",79,91129,"3","2","NA"
"2013","DK",911501,537.330383480826,"839.8544","1","2013","NA","1",1990,"1","1","1","DK","2","3","3","6","NA","1","NA","NA","NA","7","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","NA",1,1,0,0,0,181,1,0,200,,259,0,0,0,0,5975,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","9","8","9","3","2","5","3","NA","NA","10","NA","8","NA","NA","1","NA","10","10","NA","NA","7.4437",22,91150,"2","2","831.02151179"
"2013","DK",911511,537.330383480826,"1260.381","1","2013","NA","1",1989,"1","1","3","DK","2","NA","3","6","NA","1","NA","NA","4",,"NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","NA","1","2","2","NA","2","NA",1,1,8978,137,0,681,1,0,0,,2076,0,0,0,0,5914,1,"NA","NA","NA","NA","NA","NA","NA","7","8","9","NA","NA","5","NA","4","NA","NA","NA","6","7","8","NA","10","2","1","NA","8","10","2","7.4437",23,91151,"2","2","440.68363835"
"2013","DK",911621,537.330383480826,"NA","1","2013","NA","3",1987,"2","1","1","DK","2","3","5","6","NA","2","NA","NA","3",,"NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA","2","NA","NA","NA",1,1,12357,0,0,0,1,0,0,,253,0,0,0,0,1223,1,"NA","NA","NA","NA","NA","NA","NA","9","NA","NA","NA","5","5","NA","5","NA","NA","NA","NA","5","NA","NA","7","1","NA","10","NA","8","NA","7.4437",25,91162,"2","2","836.85355168"
"2013","DK",912121,537.330383480826,"4179.12","1","2013","NA","4",1941,"2","2","2","DK","2","NA","5","7","NA","NA","NA","NA","3","3","37","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","2","3","2","NA","NA","NA",1,1,0,0,0,0,1,0,0,,237,55717,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","10","NA","NA","NA","NA","5","NA","NA","2","NA","10","5","7","NA","NA","NA","NA","1","7","NA","NA","NA","7.4437",71,91212,"2","5","1440.8892944"
"2013","DK",913071,537.330383480826,"951.6582","1","2013","NA","1",1986,"1","1","3","DK","2","NA","5","1","NA","NA","2","NA","3","0 - 1","NA","NA","o","NA","NA","1","NA","2","NA","NA","NA","1","NA","3","2","NA","NA","NA",1,1,7969,0,0,0,1,0,0,,32,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","5","NA","NA","NA","NA","NA","9","4","NA","NA","NA","10","NA","1","7","NA","NA","NA","7.4437",26,91307,"3","5","NA"
"2013","DK",913171,537.330383480826,"1120.717","1","2013","NA","1",1933,"1","2","1","DK","2","NA","3","7","NA","1","NA","1","2","7","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","2","NA","NA","8",1,1,0,0,0,423,1,0,0,,95,15593,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","7","NA","7","9","5","5","NA","NA","NA","NA","NA","NA","NA","NA","9","10","2","1","NA","5","5","1","7.4437",79,91317,"3","6","NA"
"2013","DK",913181,537.330383480826,"615.9704","1","2013","NA","4",1988,"2","1","2","DK","2","NA","3","1","NA","NA","NA","NA","3","2","48","NA","q","NA","NA","NA","NA","2","NA","NA","NA","NA","2","3","NA","NA","NA","NA",1,1,56142,0,0,145,1,0,0,,474,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","6","NA","10","9","NA","NA","NA","NA","NA","NA","10","10","NA","7","6","NA","NA","1","5","NA","10","NA","7.4437",24,91318,"2","2","510.56029956"
"2013","DK",913231,537.330383480826,"NA","2","2013","NA","4",1934,"1","5","3","DK","2","NA","2","7","NA","1","NA","NA","3","6","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3","1","NA","2","NA","2","NA",1,1,1489,0,0,618,1,0,0,,22300,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","NA","NA","10","NA","5","NA","NA","NA","NA","NA","NA","5","NA","9","7","1","1","2","8","10","1","7.4437",78,91323,"2","6","944.7022659"
"2013","DK",913301,537.330383480826,"NA","1","2013","NA","2",1947,"2","2","3","DK","2","NA","3","11","NA","1","NA","NA","3",,"37","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA",1,1,0,0,0,594,1,0,0,,91,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","10","5","NA","NA","NA","NA","NA","1","NA","NA","8","NA","7.4437",65,91330,"3","2","1178.6118325"
"2013","DK",913331,537.330383480826,"856.6798","1","2013","NA","1",1947,"2","5","1","DK","2","NA","3","11","NA","NA","NA","NA","3",,"45","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","2","NA","2","NA","NA","NA",1,1,0,0,0,0,1,0,11,,30273,0,2877,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","NA","7","8","NA","NA","2","3","3","9","10","10","9","6","8","NA","1","1","5","NA","10","4","7.4437",65,91333,"2","2","NA"
"2013","DK",913361,537.330383480826,"NA","1","2013","NA","4",1959,"1","1","1","DK","2","NA","3","8","NA","NA","NA","NA","3","7","NA","NA","NA","NA","NA","NA","2","1","NA","NA","NA","2","1","NA","2","NA","1","NA",1,1,0,0,0,435,1,0,0,,171,0,0,0,26889,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","5","5","1","NA","3","NA","NA","NA","NA","9","6","NA","NA","1","NA","NA","10","NA","7.4437",53,91336,"2","6","NA"
"2013","DK",913451,537.330383480826,"602.5248","1","2013","NA","3",1959,"1","2","2","DK","2","NA","5","1","NA","1","NA","1","3","2","37","NA","l-n","NA","1","2","NA","NA","NA","NA","NA","2","2","3","NA","NA","2","NA",1,1,50103,0,0,0,1,484,0,,225,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","8","NA","7","9","3","5","NA","4","NA","NA","NA","NA","NA","5","NA","8","2","1","10","NA","8","NA","7.4437",53,91345,"2","2","NA"
"2013","DK",913581,537.330383480826,"NA","1","2013","NA","3",1955,"2","5","3","DK","2","NA","2","1","NA","NA","2","NA","3","9","NA","NA","l-n","NA","NA","NA","NA","2","NA","NA","NA","4","2","NA","NA","NA","NA","NA",1,1,39827,208,0,435,1,0,0,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","10","8","9","10","5","5","NA","NA","1","NA","NA","8","NA","NA","NA","10","2","NA","NA","NA","9","NA","7.4437",57,91358,"2","2","1032.4867179"
"2013","DK",913971,537.330383480826,"NA","1","2013","NA","4",1983,"2","2","1","Other","1","NA","NA","2","NA","2","1","NA","NA","2","60","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","3","NA","NA","2","NA",1,1,0,0,0,743,1,0,0,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","3","NA","2","NA","1","NA","NA","NA","NA","7","NA","NA","NA","NA","8","NA","8","2","7.4437",29,91397,"3","NA","NA"
"2013","DK",914321,537.330383480826,"1003.963","2","2013","NA","3",1959,"1","2","1","DK","2","NA","5","1","NA","NA","NA","NA","3","2","NA","NA","q","NA","12","1","NA","NA","NA","NA","NA","2","NA","NA","2","NA","2","NA",1,1,37613,0,0,0,1,0,0,,207,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","4","NA","10","8","NA","NA","NA","5","NA","8","NA","NA","6","5","8","5","1","1","8","9","NA","2","7.4437",53,91432,"3","2","938.18807582"
"2013","DK",914561,537.330383480826,"NA","1","2013","NA","2",1974,"1","1","1","DK","2","NA","3","1","NA","NA","NA","NA","3","7","38","NA","f","NA","13","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","2","NA",1,1,49335,11,0,786,1,0,44,,3156,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","3","7","10","7","5","5","3","5","2","NA","NA","NA","NA","NA","8","8","1","NA","NA","NA","NA","1","7.4437",38,91456,"2","2","3177.700467"
"2013","DK",914611,537.330383480826,"1175.503","1","2013","NA","2",1949,"1","2","1","DK","2","NA","5","4","NA","1","NA","NA","2","2","NA","NA","q","NA","NA","1","2","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA",1,1,0,0,0,435,1,0,-7803,,0,30575,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","10","10","99","8","5","5","2","3","1","NA","4","7","7","7","NA","5","1","NA","NA","NA","NA","3","7.4437",63,91461,"3","7","NA"
"2013","DK",915291,537.330383480826,"695.06","1","2013","NA","3",1988,"1","1","1","DK","1","NA","5","6","NA","2","2","NA","4",,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA",1,1,0,0,0,0,1,0,0,,157,0,0,0,0,6847,1,"NA","NA","NA","NA","NA","NA","NA","6","5","NA","8","NA","3","2","4","2","8","NA","NA","7","NA","5","10","NA","1","6","4","9","3","7.4437",24,91529,"3","6","595.04683298"
"2013","DK",915501,537.330383480826,"889.8632","1","2013","NA","4",1962,"1","1","1","DK","2","NA","2","1","NA","NA","2","NA","3","8","37","NA","h","NA","13","1","2","2","2","NA","NA","5","NA","NA","2","NA","2","NA",1,1,50540,0,0,0,1,0,0,,176,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","5","6","NA","NA","4","5","NA","5","2","NA","NA","NA","NA","NA","10","6","1","1","NA","10","10","NA","7.4437",50,91550,"2","6","2812.2552922"
"2013","DK",915921,537.330383480826,"824.3548","1","2013","NA","1",1952,"2","2","1","DK","2","NA","3","4","NA","2","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","2","NA","2","NA","NA","NA",1,1,5543,0,0,0,1,0,4415,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3","NA","5","NA","NA","NA","4","5","NA","6","9","NA","1","10","NA","NA","NA","7.4437",60,91592,"2","3","NA"
"2013","DK",916281,537.330383480826,"677.1182","1","2013","NA","3",1935,"2","2","2","DK","2","NA","2","7","NA","1","2","NA","3","2","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","2","2","2","NA","2","NA",1,1,0,0,0,697,1,356,0,,88,23586,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","9","NA","NA","5","2","5","NA","3","1","NA","NA","NA","5","99","0","10","NA","1","5","10","7","NA","7.4437",77,91628,"3","7","890.02352816"
"2013","DK",916331,537.330383480826,"538.8513","1","2013","NA","4",1989,"1","1","1","DK","2","NA","2","1","NA","NA","NA","NA","3","8","NA","NA","NA","NA","13","NA","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,1,40789,0,0,608,1,0,0,,5132,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","10","8","8","10","NA","5","3","5","3","5","NA","99","5","9","6","8","2","1","NA","NA","NA","NA","7.4437",23,91633,"2","6","1396.2731983"
"2013","DK",916361,537.330383480826,"NA","1","2013","NA","2",1958,"2","2","1","DK","1","NA","3","1","NA","1","NA","NA","3","3","37","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","2","1","2","6","2","NA",1,1,33137,0,0,623,1,0,0,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","9","7","8","6","1","NA","NA","NA","4","NA","6","8","NA","99","NA","NA","NA","1","10","10","NA","1","7.4437",54,91636,"3","3","1270.8963179"
"2013","DK",916511,537.330383480826,"1160.452","1","2013","NA","2",1990,"2","1","3","DK","2","NA","3","6","NA","1","2","NA","3","5","NA","12","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,1,11133,0,0,1019,1,0,0,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","10","NA","5","NA","NA","3","NA","NA","NA","4","10","NA","NA","NA","NA","1","NA","NA","NA","1","7.4437",22,91651,"3","7","443.27608061"
"2013","DK",917471,537.330383480826,"NA","1","2013","NA","2",1981,"1","1","2","DK","1","5","3","3","NA","2","2","NA","NA","5","55","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","3","NA","NA","2","NA",1,1,0,0,0,79,1,1236,11992,,25,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","5","10","NA","NA","NA","5","2","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","7.4437",31,91747,"2","2","NA"
"2013","DK",917881,537.330383480826,"NA","1","2013","NA","3",1948,"2","2","3","DK","2","NA","5","7","NA","NA","NA","NA","3","2","37","NA","NA","NA","13","NA","NA","NA","NA","NA","NA","3","1","NA","2","NA","2","NA",1,1,0,0,0,0,1,18979,0,,544,70139,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","7","4","NA","NA","NA","NA","9","10","10","NA","NA","9","NA","1","1","NA","10","NA","1","7.4437",64,91788,"3","2","890.161218"
"2013","DK",917941,537.330383480826,"930.5778","NA","2013","NA","2",1988,"2","1","2","DK","1","NA","3","6","NA","2","2","1","3","9","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","3","2","NA","NA","NA",1,1,9541,0,0,435,1,0,0,,515,0,0,0,0,2982,1,"NA","NA","NA","NA","NA","NA","NA","8","NA","NA","NA","5","4","2","NA","NA","NA","NA","10","7","NA","NA","99","NA","NA","7","3","NA","NA","7.4437",24,91794,"2","6","815.71832782"
"2013","DK",918111,537.330383480826,"4870.052","2","2013","NA","1",1988,"1","1","1","DK","2","NA","3","6","NA","1","NA","NA","4","9","NA","NA","NA","NA","NA","1","2","NA","NA","NA","NA","2","2","NA","NA","NA","2","NA",1,1,27787,0,0,68,1,0,0,,0,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","7","9","NA","10","NA","5","2","5","NA","NA","NA","NA","7","5","NA","NA","1","1","0","NA","10","NA","7.4437",24,91811,"2","2","NA"
"2013","DK",919171,537.330383480826,"NA","1","2013","NA","2",1979,"1","1","3","DK","2","NA","3","2","NA","1","NA","NA","3","0 - 1","37","NA","g","NA","NA","1","2","NA","NA","NA","NA","3","1","NA","2","NA","NA","NA",1,1,41473,0,0,0,1,0,0,,298,0,0,0,0,0,1,"NA","NA","NA","NA","NA","NA","NA","10","8","9","10","5","5","NA","NA","NA","8","10","8","NA","8","NA","NA","NA","NA","NA","NA","9","2","7.4437",33,91917,"3","2","NA"
"2013","DK",919201,537.330383480826,"899.4538","NA","2013","NA","4",1932,"2","2","1","DK","2","NA","5","7","NA","1","NA","NA","3","2","37","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","2","2","3","2","NA","2","NA",1,1,0,0,0,435,1,0,3229,,32479,0,0,0,2793,0,1,"NA","NA","NA","NA","NA","NA","NA","5","8","7","10","NA","5","2","5","2","NA","NA","8","NA","NA","NA","10","2","NA","8","NA","10","2","7.4437",80,91920,"2","7","NA"
"2013","DK",919361,537.330383480826,"NA","NA","2013","NA","3",1989,"1","1","1","DK","2","NA","2","1","NA","1","NA","NA","3","2","37","3","o","NA","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,1,37195,0,0,0,1,0,0,,378,0,0,0,0,4908,1,"NA","NA","NA","NA","NA","NA","NA","7","NA","8","NA","NA","NA","2","4","NA","5","3","NA","NA","5","NA","NA","1","NA","4","NA","10","NA","7.4437",23,91936,"3","2","438.46633946"
"2013","DK",919451,537.330383480826,"991.796","1","2013","NA","2",1987,"2","1","1","DK","1","NA","5","6","NA","1","2","NA","3",,"NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA","NA","NA","NA","2","NA",1,1,10707,0,0,600,1,0,0,,594,0,0,0,0,3857,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","3","NA","5","NA","NA","NA","9","NA","NA","NA","10","NA","1","8","10","8","1","7.4437",25,91945,"3","7","NA"
