"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY170N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HY170G","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HX010","HX040","HX050","HX060","HX070","HX080","HX090","HX120","HC010","HC020","HC030","HC040","HC050","HC060","HC070","HC080","HC090","HC100","HC110","HC120","HC130","HC140","HC150","HC160"
"2012","DK",65320,"1","2012","NA",6809,6479,0,0,,,,,,,,,0,0,0,867,0,,-979,,0,0,0,,330,,"3","3","NA","1","1","1","1","1","1","1","1","3","2013.26","3","NA","2","2","2","2","1","3","3","2","1","671.09","NA","1135.66","NA","1","1",,"1",1,,,,,,"2","160","2","1","1","2","1","4","4","3","4","4","3","3","3","NA"
"2012","DK",65331,"2","2012","NA",30137,4994,0,0,,,,,,,,,0,0,0,0,0,,-1844,,0,1718,0,,23425,,"NA","2","NA","1","1","1","1","1","1","1","1","6","5368.7","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","2581.03","NA","1","1",,"1",1,,,,,,"2","110","1","1","1","1","1","4","3","3","4","3","3","2","3","NA"
"2012","DK",65342,"1","2012","NA",95335,93641,0,0,,,,,,,,,0,0,0,0,0,,-1181,,0,128,0,,1567,,"NA","3","3","1","1","1","1","1","1","1","1","4","4026.52","3","2","2","2","2","2","1","2","5","2","1","NA","NA","2729.77","NA","1","1",,"1",1,,,,,,"2","150","1","1","1","1","1","4","4","4","4","3","3","3","3","NA"
"2012","DK",65350,"2","2012","11",42241,30969,0,0,,,,,,,,,0,1343,0,1002,0,,-302,,0,0,0,,11272,,"3","3","3","1","1","1","1","1","1","1","1","4","4026.52","3","NA","2","2","2","2","1","3","5","2","1","939.52","NA","1269.47","NA","1","1",,"1",1,,,,,,"2","150","1","1","1","1","2","1","4","3","3","4","1","NA","2","NA"
"2012","DK",65376,"1","2012","NA",39574,28040,0,0,,,,,,,,,0,0,0,3791,0,,1025,,0,442,0,,11093,,"3","3","3","1","1","2","1","1","1","1","1","6","4026.52","2","NA","2","2","2","2","4","1","4","2","1","NA","NA","1249.24","NA","1","1",,"1",1,,,,,,"2","140","1","1","1","1","1","4","4","4","3","3","4","2","3","NA"
"2012","DK",65381,"1","2012","NA",13568,3956,0,0,,,,,,,,,0,0,0,0,0,,-198,,0,277,923,,8412,,"3","3","2","1","1","1","1","1","1","1","1","6","NA","2","NA","2","2","2","2","4","2","4","2","1","NA","NA","1500.9","NA","1","1",,"1",1,,,,,,"2","400","1","1","1","1","1","1","4","3","4","3","2","4","3","NA"
"2012","DK",65409,"1","2012","11",40883,24513,0,0,,,,,,,,,0,0,0,6331,0,,-310,,0,627,0,,15744,,"3","3","3","1","1","1","1","1","1","1","1","2","2013.26","3","NA","2","2","2","2","1","3","3","2","1","NA","NA","1351.61","NA","1","1",,"1",1,,,,,,"2","180","1","2","1","1","1","4","4","3","3","3","3","4","3","NA"
"2012","DK",65418,"2","2012","NA",15254,13993,0,0,,,,,,,,,0,0,0,849,0,,-6,,0,0,155,,1105,,"3","3","3","1","1","1","1","1","1","1","2","6","671.09","3","3","1","2","2","2","1","1","6","2","1","352.59","NA","716.08","NA","1","1",,"1",1,,,,,,"2","184","1","2","1","1","1","4","4","4","3","3","2","3","3","NA"
"2012","DK",65419,"1","2012","NA",14807,8226,0,0,,,,,,,,,0,0,0,0,0,,90,,0,296,0,,6285,,"1","3","3","1","1","1","1","1","1","1","3","4","1073.74","3","NA","2","2","1","2","1","2","5","2","1","NA","NA","1256.05","NA","1","1",,"1",1,,,,,,"2","45","1","2","1","1","1","4","3","4","3","4","2","NA","3","NA"
"2012","DK",65437,"2","2012","NA",11567,8817,0,0,,,,,,,,,0,0,0,1454,0,,-1641,,0,0,0,,2750,,"3","3","3","2","1","1","1","1","1","1","3","5","1073.74","NA","3","2","2","2","2","1","1","4","2","1","805.3","NA","926.71","NA","1","1",,"1",1,,,,,,"2","80","1","1","1","1","1","4","3","4","3","4","3","NA","3","NA"
"2012","DK",65456,"1","2012","NA",61643,59613,0,0,,,,,,,,,0,0,0,0,0,,198,,0,83,0,,1947,,"3","3","NA","2","1","1","1","1","1","1","3","6","2684.35","3","NA","2","2","2","2","1","1","3","2","1","NA","NA","179.21","NA","1","1",,"1",1,,,,,,"1","148","1","1","1","1","1","3","4","4","3","4","4","NA","3","NA"
"2012","DK",65465,"2","2012","NA",24476,16028,0,0,,,,,,,,,0,0,0,0,0,,885,,0,576,0,,7872,,"NA","3","NA","1","1","1","1","1","1","1","1","6","2013.26","3","NA","2","2","2","1","1","3","4","2","1","1102.19","NA","1726.04","NA","1","1",,"1",1,,,,,,"2","180","1","1","1","1","1","3","3","4","2","2","3","2","3","NA"
"2012","DK",65470,"2","2012","NA",1573,-557,0,0,,,,,,,,,0,0,0,0,0,,13,,0,0,0,,2130,,"3","3","NA","1","1","2","1","3","1","1","1","4","805.3","1","NA","2","1","2","2","1","2","4","2","1","536.87","NA","931.37","NA","1","1",,"1",1,,,,,,"2","80","1","1","1","1","1","4","4","4","4","4","3","3","3","NA"
"2012","DK",65537,"1","2012","NA",49688,26805,0,0,,,,,,,,,0,0,0,494,0,,-1287,,0,1063,0,,21819,,"3","3","3","1","1","1","1","1","1","1","1","5","5368.7","3","NA","2","2","2","1","4","2","3","2","1","NA","NA","688.57","NA","1","1",,"1",1,,,,,,"1","68","1","1","2","1","1","1","4","2","3","2","3","1","3","NA"
"2012","DK",65545,"1","2012","20",27436,22371,0,0,,,,,,,,,0,0,0,0,0,,-203,,0,0,0,,5065,,"3","3","3","1","1","1","1","1","1","3","2","3","2013.26","3","NA","2","2","2","2","1","3","3","2","1","671.09","NA","608.71","NA","1","1",,"1",1,,,,,,"2","89","1","1","1","1","1","4","2","3","2","3","3","NA","3","NA"
"2012","DK",65555,"2","2012","8",50892,10071,0,0,,,,,,,,,0,0,0,0,0,,550,,0,3948,0,,36873,,"3","3","3","1","1","1","1","1","1","1","1","3","1073.74","3","NA","2","2","2","2","1","3","6","2","1","NA","NA","640.58","NA","1","1",,"1",1,,,,,,"1","68","1","1","1","1","1","3","4","3","3","4","3","3","3","NA"
"2012","DK",65560,"1","2012","12",8154,920,0,0,,,,,,,,,0,0,0,0,0,,-2709,,0,0,0,,7235,,"3","3","3","1","1","2","1","1","1","1","1","6","1342.17","1","NA","2","2","2","2","1","1","4","1","1","778.46","NA","567.18","NA","1","1",,"1",1,,,,,,"2","180","1","1","1","1","1","4","3","3","3","3","3","NA","3","NA"
"2012","DK",65587,"1","2012","NA",645,-1501,0,0,,,,,,,,,0,0,0,0,0,,-7,,0,104,0,,2042,,"3","3","3","1","1","1","1","1","1","1","1","4","2013.26","3","NA","2","2","1","2","1","2","4","2","1","NA","NA","455.28","NA","1","1",,"1",1,,,,,,"2","50","1","1","1","1","1","4","3","3","3","4","3","NA","3","NA"
"2012","DK",65597,"1","2012","13",11411,11109,0,0,,,,,,,,,0,0,0,0,0,,77,,0,0,0,,302,,"3","3","3","2","1","2","1","3","3","1","1","5","3758.09","2","2","2","1","2","2","1","2","4","2","1","603.98","NA","877.14","NA","1","1",,"1",1,,,,,,"2","108","1","2","1","1","2","4","3","1","3","1","2","NA","3","NA"
"2012","DK",65612,"2","2012","NA",29587,26821,0,0,,,,,,,,,0,0,0,2449,0,,20,,0,0,0,,2766,,"3","3","3","1","1","2","1","1","1","1","1","1","738.2","3","1","2","2","2","2","4","2","2","1","1","NA","NA","367.05","NA","1","1",,"1",1,,,,,,"2","150","1","1","1","1","2","4","3","4","3","NA","4","NA","3","NA"
"2012","DK",65665,"2","2012","17",30518,26779,0,0,,,,,,,,,0,0,0,0,0,,13089,,0,99,0,,3640,,"3","3","3","1","1","1","1","1","1","1","1","6","2684.35","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","1707.59","NA","1","1",,"1",1,,,,,,"2","140","1","2","1","1","1","4","3","4","3","2","3","NA","3","NA"
"2012","DK",65669,"1","2012","7",20830,1949,0,0,,,,,,,,,0,0,0,0,0,,-1530,,0,0,0,,18882,,"3","3","NA","1","1","1","1","1","1","1","1","3","2684.35","3","NA","2","2","2","2","1","3","5","1","1","1102.19","NA","1249.24","NA","1","1",,"1",1,,,,,,"2","117","1","2","1","1","1","4","4","3","2","3","2","4","3","NA"
"2012","DK",65678,"1","2012","NA",18662,11838,0,0,,,,,,,,,0,0,0,0,0,,-519,,0,0,0,,6824,,"3","3","3","1","1","1","1","1","1","1","1","3","2952.78","1","2","2","2","2","2","1","2","2","1","1","NA","NA","867.23","NA","1","1",,"1",1,,,,,,"2","94","1","1","1","2","1","2","4","3","4","4","3","3","3","NA"
"2012","DK",65682,"2","2012","NA",29956,26903,0,0,,,,,,,,,0,0,0,4705,0,,-5,,0,230,0,,2823,,"3","3","3","1","1","1","1","1","1","1","2","6","1342.04","3","NA","2","1","2","2","4","3","2","1","1","NA","NA","1363.37","NA","1","1",,"1",1,,,,,,"2","90","1","1","1","1","1","3","3","3","1","4","4","4","3","NA"
"2012","DK",65687,"1","2012","10",27618,20188,0,0,,,,,,,,,0,0,0,0,0,,438,,0,433,0,,6997,,"3","3","3","1","1","1","1","1","1","1","2","4","5368.7","3","NA","2","2","2","2","3","3","2","2","1","275.15","NA","911.96","NA","1","1",,"1",1,,,,,,"1","134","1","1","1","1","2","1","3","4","3","4","4","NA","3","NA"
"2012","DK",65693,"2","2012","NA",117585,94539,0,0,,,,,,,,,0,0,0,0,0,,-908,,0,0,0,,23047,,"3","3","2","1","1","2","1","1","1","1","1","5","469.76","1","NA","2","2","2","2","3","2","6","2","1","778.46","NA","2076.78","NA","1","1",,"1",1,,,,,,"2","84","1","2","1","1","1","4","2","4","2","1","2","2","3","NA"
"2012","DK",65701,"1","2012","13",12327,9018,0,0,,,,,,,,,0,0,0,0,0,,-480,,0,0,0,,3309,,"1","3","2","1","1","1","1","1","1","1","1","5","2684.35","3","NA","2","2","2","2","1","1","4","1","1","NA","NA","733.77","NA","1","1",,"1",1,,,,,,"2","84","1","1","1","1","1","4","4","4","4","3","3","NA","3","NA"
"2012","DK",65713,"2","2012","15",36563,20460,0,0,,,,,,,,,0,0,0,0,0,,113,,0,1585,0,,14519,,"3","3","3","1","1","1","1","1","1","1","3","6","NA","3","NA","1","2","2","2","1","2","3","2","1","NA","NA","1414.3","NA","1","1",,"1",1,,,,,,"2","148","1","1","1","2","1","1","4","2","2","4","2","NA","3","NA"
"2012","DK",65740,"1","2012","11",52242,45928,0,0,,,,,,,,,0,0,0,0,0,,974,,0,158,0,,6156,,"3","3","3","1","1","1","1","1","1","1","1","4","4026.52","1","2","2","1","2","2","1","1","2","2","1","577.13","NA","894.07","NA","1","1",,"1",1,,,,,,"2","73","1","1","1","1","1","4","3","3","3","NA","3","3","3","NA"
"2012","DK",65828,"1","2012","11",31507,24454,0,0,,,,,,,,,0,0,0,0,0,,-1044,,0,0,0,,7052,,"NA","3","2","1","1","2","1","1","1","1","1","2","2684.35","3","NA","2","2","2","2","2","3","5","2","1","NA","NA","720.74","NA","1","1",,"1",1,,,,,,"2","158","1","2","1","1","1","1","4","3","3","2","3","NA","3","NA"
"2012","DK",65835,"2","2012","16",50744,35100,0,0,,,,,,,,,0,0,0,0,0,,306,,0,803,0,,14841,,"3","3","NA","1","1","1","1","1","1","1","1","4","5368.7","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","640.58","NA","1","1",,"1",1,,,,,,"2","180","1","1","1","1","1","4","4","4","3","4","2","3","3","NA"
"2012","DK",65893,"1","2012","11",36513,35227,0,0,,,,,,,,,0,0,0,0,0,,2513,,0,55,0,,1230,,"3","3","3","1","2","1","1","1","1","1","1","4","1744.83","2","NA","2","2","2","2","1","2","6","2","2","187.9","NA","1252.95","NA","1","1",,"1",1,,,,,,"2","90","1","1","1","1","2","4","4","2","4","2","4","NA","3","NA"
"2012","DK",65976,"1","2012","16",2578,1749,0,0,,,,,,,,,0,0,0,0,0,,-173,,0,0,0,,829,,"3","3","3","1","1","1","1","1","1","1","1","5","3087","3","NA","2","2","2","2","1","3","3","1","1","NA","NA","903.98","NA","1","1",,"1",1,,,,,,"2","200","1","2","1","1","1","4","4","4","4","3","2","NA","3","NA"
"2012","DK",65999,"1","2012","NA",66364,65428,0,0,,,,,,,,,0,0,0,3077,0,,859,,0,0,0,,936,,"3","3","2","1","1","1","1","1","3","1","1","4","2684.35","3","NA","2","2","2","2","1","3","5","2","1","NA","NA","1351.61","NA","1","1",,"1",1,,,,,,"2","208","1","2","1","1","1","3","3","3","4","2","3","2","3","NA"
"2012","DK",66066,"1","2012","NA",33190,21237,0,0,,,,,,,,,0,0,0,566,0,,-54,,0,0,0,,11953,,"3","3","3","1","1","1","1","1","1","1","3","6","2684.35","3","NA","2","2","2","2","1","3","6","2","1","NA","NA","179.21","NA","1","1",,"1",1,,,,,,"1","225","1","1","1","1","1","3","2","4","3","3","3","3","3","NA"
"2012","DK",66079,"1","2012","NA",18195,14280,0,0,,,,,,,,,0,0,0,0,0,,307,,0,0,0,,3914,,"1","3","3","1","1","2","1","1","3","1","1","5","4294.96","3","NA","2","2","2","1","1","2","4","1","1","NA","NA","1661.61","NA","1","1",,"1",1,,,,,,"2","88","1","1","1","1","NA","3","3","4","3","3","4","NA","3","NA"
"2012","DK",66110,"1","2012","15",23442,15490,0,0,,,,,,,,,0,0,0,0,0,,77,,0,558,0,,7395,,"3","3","NA","1","1","2","1","1","1","1","1","3","1610.61","3","2","2","2","2","2","4","3","4","1","1","442.92","NA","1193.53","NA","1","1",,"1",1,,,,,,"1","97","1","1","1","1","1","1","3","3","3","3","4","NA","2","NA"
"2012","DK",66117,"1","2012","10",15178,6670,0,0,,,,,,,,,0,0,0,1078,0,,-231,,0,0,0,,8508,,"3","3","3","2","1","1","1","1","1","1","1","1","2013.26","3","NA","2","2","2","2","1","2","3","2","1","NA","NA","720.74","NA","1","1",,"1",1,,,,,,"2","84","1","1","1","1","1","1","4","2","3","3","4","NA","3","NA"
"2012","DK",66119,"1","2012","NA",26240,22958,0,0,,,,,,,,,0,0,0,546,0,,14,,0,11,0,,3270,,"3","3","NA","1","1","1","1","1","2","1","1","5","1811.93","3","1","2","2","2","2","2","3","4","1","1","NA","NA","1409.86","NA","1","1",,"1",1,,,,,,"2","108","1","1","1","1","2","3","3","4","3","2","4","4","3","NA"
"2012","DK",66123,"1","2012","NA",118780,82844,0,0,,,,,,,,,0,0,0,0,6129,,23311,,0,1845,0,,34090,,"3","3","NA","1","1","1","1","1","1","1","1","5","2684.35","3","NA","2","2","2","1","2","3","4","2","1","NA","NA","660.65","NA","1","1",,"1",1,,,,,,"2","170","1","2","1","1","1","4","4","4","3","3","3","NA","3","NA"
"2012","DK",66133,"1","2012","19",40269,18417,0,0,,,,,,,,,0,0,0,0,0,,498,,0,0,0,,21852,,"3","3","3","1","1","1","1","1","1","1","1","6","4294.96","3","NA","2","2","2","2","2","2","5","1","1","NA","NA","1274.4","NA","1","1",,"1",1,,,,,,"2","165","1","2","1","1","1","4","2","4","3","3","4","NA","3","NA"
"2012","DK",66179,"1","2012","NA",81773,72409,0,0,,,,,,,,,0,0,0,0,0,,46,,0,427,0,,8936,,"3","3","NA","1","1","2","1","1","1","1","1","2","4026.52","3","NA","2","2","1","2","4","3","2","2","1","NA","NA","733.47","NA","1","1",,"1",1,,,,,,"2","62","1","1","1","1","1","1","3","4","4","4","3","4","1","NA"
"2012","DK",66195,"1","2012","13",7904,6623,0,0,,,,,,,,,0,0,0,287,0,,-86,,0,222,0,,1059,,"3","3","3","1","1","1","1","1","1","1","1","1","1073.74","3","1","2","2","2","2","4","2","3","2","1","NA","NA","708.27","NA","1","1",,"1",1,,,,,,"2","80","1","1","1","1","1","3","4","4","3","NA","3","NA","3","NA"
"2012","DK",66229,"1","2012","16",42618,41573,0,0,,,,,,,,,0,0,0,3880,0,,-859,,0,0,0,,1045,,"3","3","3","1","1","1","1","1","3","1","3","3","805.3","3","NA","2","2","2","2","4","2","5","2","1","NA","NA","1333.66","NA","1","1",,"1",1,,,,,,"2","70","1","1","1","1","2","4","4","4","2","3","3","4","3","NA"
"2012","DK",66241,"2","2012","7",23957,18600,0,0,,,,,,,,,0,0,0,3301,0,,162,,0,0,0,,5357,,"3","3","3","1","1","1","1","1","1","1","1","1","2013.26","1","NA","2","2","2","2","1","2","6","2","1","NA","NA","1249.24","NA","1","1",,"1",1,,,,,,"2","88","1","1","1","1","1","1","4","4","3","3","2","2","3","NA"
"2012","DK",66250,"1","2012","11",40490,27699,0,0,,,,,,,,,0,0,0,0,2753,,-3307,,0,0,1678,,11113,,"3","3","3","2","1","1","1","1","1","1","3","1","3355.43","3","NA","2","2","2","2","4","2","5","2","1","NA","NA","990.98","NA","1","1",,"1",1,,,,,,"2","180","1","1","1","2","1","1","4","4","3","3","3","1","3","NA"
"2012","DK",66281,"2","2012","6",498,-1389,0,0,,,,,,,,,0,0,0,0,0,,-4,,0,0,0,,1887,,"3","3","NA","1","2","1","1","1","1","1","1","4","2550.13","2","NA","2","2","2","2","1","1","5","2","1","523.45","NA","682","NA","1","1",,"1",1,,,,,,"2","156","1","2","1","1","2","1","4","3","4","4","4","NA","3","NA"
"2012","DK",66311,"1","2012","10",23994,13857,0,0,,,,,,,,,0,0,0,0,0,,1366,,0,0,0,,10137,,"3","3","3","1","1","2","1","1","1","1","1","6","1073.74","2","NA","2","2","2","1","1","3","6","2","1","NA","NA","1414.3","NA","1","1",,"1",1,,,,,,"2","68","1","1","1","1","1","1","3","4","4","4","4","NA","3","NA"
"2012","DK",66324,"1","2012","11",53639,48550,0,0,,,,,,,,,0,0,0,887,0,,172,,0,1215,0,,3874,,"3","1","3","1","1","1","1","1","1","1","3","4","2684.35","2","NA","1","1","2","1","4","2","6","2","1","NA","NA","1386.95","NA","1","1",,"1",1,,,,,,"2","500","1","1","1","1","2","4","4","4","3","3","3","NA","3","NA"
"2012","DK",66326,"1","2012","NA",21065,7783,0,0,,,,,,,,,0,0,0,289,0,,-753,,0,0,0,,13282,,"3","3","2","1","1","1","1","1","1","1","1","2","5368.7","3","NA","2","2","2","2","1","1","6","1","1","NA","NA","741.15","NA","1","1",,"1",1,,,,,,"2","180","1","1","1","1","NA","4","4","2","3","3","3","2","3","NA"
"2012","DK",66351,"1","2012","NA",7122,6365,0,0,,,,,,,,,0,0,0,3908,0,,31,,0,59,0,,698,,"3","3","NA","1","1","2","1","1","1","1","1","6","5368.7","3","NA","2","2","2","2","3","2","4","2","1","NA","NA","1351.61","NA","1","1",,"1",1,,,,,,"2","84","1","1","1","1","1","1","2","3","2","4","3","NA","3","NA"
"2012","DK",66357,"1","2012","8",24548,14965,0,0,,,,,,,,,0,0,0,3368,0,,165,,0,0,0,,9583,,"1","3","3","1","1","1","1","1","1","1","1","2","1342.17","3","NA","2","2","2","2","1","2","5","2","1","NA","NA","1830.85","NA","1","1",,"1",1,,,,,,"2","140","1","1","1","1","1","4","3","2","3","2","2","4","3","NA"
"2012","DK",66377,"1","2012","NA",31263,7006,0,0,,,,,,,,,0,0,0,4546,0,,-3,,0,948,0,,23310,,"3","3","NA","1","1","1","1","1","1","1","3","5","5100.26","1","NA","2","1","2","2","1","2","4","2","1","NA","NA","786.28","NA","1","1",,"1",1,,,,,,"2","187","1","1","1","1","1","4","3","4","3","4","3","NA","3","NA"
"2012","DK",66391,"1","2012","NA",34616,27459,0,0,,,,,,,,,0,0,0,0,0,,346,,0,0,0,,7157,,"3","3","3","2","1","1","1","1","1","1","1","6","3355.43","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","741.15","NA","1","1",,"1",1,,,,,,"2","84","1","1","1","2","NA","4","3","4","3","3","4","2","3","NA"
"2012","DK",66396,"1","2012","14",9948,9256,0,0,,,,,,,,,0,0,0,0,0,,236,,0,0,0,,692,,"3","3","3","1","1","2","1","1","1","1","1","6","4026.52","3","3","2","2","2","2","4","2","4","2","1","NA","NA","2653.05","NA","3","1",,"1",1,,,,,,"2","40","1","1","1","2","1","3","3","4","4","NA","3","NA","3","NA"
"2012","DK",66441,"1","2012","NA",42469,32437,0,0,,,,,,,,,0,0,0,6588,0,,13,,0,237,0,,9795,,"3","3","3","1","1","1","1","1","1","1","1","6","NA","3","NA","1","2","2","2","4","2","3","2","1","NA","NA","990.98","NA","1","1",,"1",1,,,,,,"2","180","1","1","1","1","1","1","3","3","3","2","1","NA","3","NA"
"2012","DK",66443,"1","2012","15",47360,36186,0,0,,,,,,,,,0,0,0,0,0,,-472,,0,0,0,,11174,,"3","3","3","2","1","1","1","1","1","1","1","2","2281.7","3","NA","2","2","2","2","1","2","3","1","1","NA","NA","1274.4","NA","1","1",,"1",1,,,,,,"2","84","1","1","1","1","1","4","4","3","2","4","3","4","3","NA"
"2012","DK",66468,"1","2012","13",100395,94700,0,0,,,,,,,,,0,0,0,0,0,,-975,,0,0,0,,5696,,"3","3","3","1","1","1","1","1","1","1","1","6","2013.26","3","3","2","2","2","1","1","3","3","2","1","NA","NA","179.21","NA","1","1",,"1",1,,,,,,"2","110","1","1","1","1","1","4","4","4","2","4","3","1","3","NA"
"2012","DK",66489,"2","2012","8",41366,37652,0,0,,,,,,,,,0,0,0,0,0,,-1226,,0,87,0,,3627,,"3","3","NA","1","1","1","1","1","1","1","1","4","NA","2","NA","2","2","2","2","1","3","5","2","1","NA","NA","640.58","NA","1","1",,"1",1,,,,,,"2","260","1","1","1","1","1","4","4","3","4","4","1","3","3","NA"
"2012","DK",66514,"1","2012","9",11155,5058,0,0,,,,,,,,,0,0,0,326,0,,0,,0,388,0,,5709,,"3","3","3","1","1","1","1","1","1","1","1","6","2013.26","3","NA","2","2","2","2","4","2","3","2","1","315.41","NA","701.3","NA","1","1",,"1",1,,,,,,"2","199","1","1","1","1","1","3","3","3","3","3","4","NA","3","NA"
"2012","DK",66516,"1","2012","NA",23598,2862,0,0,,,,,,,,,0,0,0,832,0,,-956,,0,488,0,,20248,,"3","3","NA","1","1","1","1","1","1","1","3","5","5368.7","2","2","2","2","2","2","4","1","3","2","1","NA","NA","2079.85","NA","1","1",,"1",1,,,,,,"1","324","1","1","2","2","1","1","4","4","3","2","3","4","3","NA"
"2012","DK",66519,"2","2012","NA",145614,144608,0,0,,,,,,,,,0,0,0,0,0,,-1790,,0,0,250,,755,,"3","3","3","1","1","1","1","1","1","1","1","6","3355.43","3","NA","2","1","1","2","1","2","6","1","1","NA","NA","732.48","NA","1","1",,"1",1,,,,,,"2","84","1","2","1","1","1","4","2","4","2","NA","4","NA","3","NA"
"2012","DK",66523,"1","2012","NA",26882,15074,0,0,,,,,,,,,0,0,0,0,0,,-798,,0,0,0,,11808,,"3","3","NA","1","1","1","1","1","1","1","1","6","1342.17","3","3","2","2","2","1","1","2","5","2","1","NA","NA","732.48","NA","1","1",,"1",1,,,,,,"2","84","1","1","1","1","1","4","4","4","3","3","3","NA","3","NA"
"2012","DK",66528,"2","2012","NA",47701,35024,0,0,,,,,,,,,0,0,0,0,0,,-3196,,0,597,0,,12080,,"NA","3","NA","1","1","1","1","1","1","1","1","6","13421.74","3","NA","2","2","2","2","1","2","2","2","1","NA","NA","1476.67","NA","1","1",,"1",1,,,,,,"2","120","1","1","1","1","1","3","4","4","3","3","4","4","3","NA"
"2012","DK",66554,"NA","2012","NA",57872,56076,0,0,,,,,,,,,0,0,0,24164,0,,22340,,0,0,0,,1796,,"3","3","3","1","1","1","1","1","1","1","1","4","NA","3","NA","2","2","2","2","1","1","6","2","1","NA","NA","598.78","NA","1","1",,"1",1,,,,,,"1","122","1","1","1","1","1","1","4","4","4","4","3","4","3","NA"
"2012","DK",66559,"1","2012","NA",24504,20516,0,0,,,,,,,,,0,0,0,784,0,,1,,0,0,0,,3988,,"3","3","3","1","1","1","1","1","3","1","1","5","1342.17","3","1","2","2","2","2","1","2","3","2","1","NA","NA","739.49","NA","1","1",,"1",1,,,,,,"2","160","1","2","1","1","1","4","3","4","3","4","3","3","3","NA"
"2012","DK",66560,"1","2012","NA",128,-1304,0,0,,,,,,,,,0,0,0,0,0,,0,,0,0,0,,1432,,"3","3","3","1","1","2","1","1","1","1","3","3","NA","3","NA","2","2","2","2","1","2","3","2","1","885.83","NA","850.03","NA","1","1",,"1",1,,,,,,"2","127","2","1","1","1","2","3","4","4","4","1","4","NA","3","NA"
"2012","DK",66567,"1","2012","NA",5553,4502,0,0,,,,,,,,,0,0,0,0,0,,-6,,0,65,0,,986,,"3","3","2","1","1","1","1","1","1","1","1","5","536.87","3","NA","2","2","2","2","2","3","6","2","1","NA","NA","611.79","NA","1","1",,"1",1,,,,,,"2","176","1","1","1","1","2","2","3","3","2","2","3","4","3","1"
"2012","DK",66607,"2","2012","NA",43665,26881,0,0,,,,,,,,,0,0,0,0,0,,-3556,,0,587,0,,16197,,"3","3","3","1","1","1","1","1","1","1","1","3","1073.74","1","NA","2","2","2","1","1","3","3","2","1","NA","NA","179.21","NA","1","1",,"1",1,,,,,,"1","200","1","1","1","2","1","3","4","2","3","4","3","3","3","NA"
"2012","DK",66619,"2","2012","12",13703,12830,0,0,,,,,,,,,0,0,0,1709,0,,-174,,0,3,0,,870,,"3","3","3","1","1","1","1","1","1","1","1","3","335.54","3","3","2","2","2","2","3","1","2","2","1","NA","NA","942.89","NA","1","1",,"1",1,,,,,,"2","80","1","1","1","1","1","3","4","4","4","3","3","NA","3","NA"
"2012","DK",66643,"1","2012","17",55565,38723,0,0,,,,,,,,,0,0,0,512,0,,-1334,,0,0,0,,16842,,"3","3","NA","1","1","1","1","1","1","1","3","6","4026.52","3","NA","2","2","2","2","1","2","6","2","1","NA","NA","887.27","NA","1","1",,"1",1,,,,,,"2","68","1","1","1","1","1","3","4","2","3","4","1","3","3","NA"
"2012","DK",66649,"1","2012","NA",48699,36508,0,0,,,,,,,,,0,0,0,0,0,,60,,0,0,0,,12191,,"3","3","NA","1","1","1","1","1","1","1","3","4","1073.74","2","NA","2","2","2","1","1","1","6","2","1","NA","NA","179.21","NA","1","1",,"1",1,,,,,,"1","150","1","1","1","2","1","3","4","4","3","3","2","NA","3","NA"
"2012","DK",66677,"1","2012","9",21795,9006,0,0,,,,,,,,,0,0,0,376,0,,19,,0,0,0,,12788,,"3","3","3","1","1","2","1","1","1","1","1","4","NA","3","3","2","2","2","2","2","2","4","2","1","1261.64","NA","2048.88","NA","3","1",,"1",1,,,,,,"2","68","1","1","1","1","1","4","3","4","3","1","3","NA","3","NA"
"2012","DK",66698,"1","2012","NA",23432,13712,0,0,,,,,,,,,0,0,0,0,0,,208,,0,409,0,,9311,,"NA","3","NA","1","1","1","1","1","3","1","1","1","3355.43","3","NA","2","2","2","2","1","2","4","1","1","NA","NA","1351.61","NA","1","1",,"1",1,,,,,,"2","170","1","1","1","1","1","4","4","4","2","4","3","4","3","NA"
"2012","DK",66702,"1","2012","NA",54102,47418,0,0,,,,,,,,,0,0,0,1037,0,,-2700,,0,0,736,,5948,,"3","3","2","1","1","1","1","1","1","1","1","5","NA","2","NA","2","2","2","1","1","2","6","2","1","NA","NA","2581.03","NA","1","1",,"1",1,,,,,,"2","400","1","1","1","1","1","3","4","3","4","NA","3","4","3","NA"
