"HB010","HB020","HB030","HB050","HB060","HB100","HY010","HY020","HY022","HY023","HY025","HY030N","HY081N","HY100N","HY131N","HY145N","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HS010","HS011","HS020","HS021","HS030","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH020","HH030","HH040","HH050","HH060","HH061","HH070","HH080","HH081","HH090","HH091","HD010","HD020","HD025","HD030","HD035","HD040","HD050","HD060","HD070","HD080","HD090","HD100","HD110","HD120","HD130","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD230","HD240","HD250","HD255","HD260","HD265","HX040","HX050","HX090","HX080","HX060","HX070","HX120","HX010"
"2009","AT",28891,"2","2009","12",12925,-31075,0,0,,,,,,,,0,313,0,0,0,,107,,0,0,0,,43999,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","2","2000","2","2","2","2","2","2","4","2","4","2","1","NA","NA","907","1","NA","1","NA","1","2","7","2","86","4","4","4","3","2","1","1","1","3","1","1","NA","NA","1","NA","1","3","NA","1","1","1","NA","NA","NA","NA","3",1.6,,,,,,
"2009","AT",28900,"2","2009","15",47617,38793,0,0,,,,,,,,0,586,0,0,0,,194,,0,0,8816,,8,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","1500","3","NA","2","1","2","1","1","2","6","1","1","NA","1000","305.9","1","NA","1","NA","1","2","NA","1","80","3","1","3","4","3","1","NA","1","NA","1","1","1","1","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",28901,"3","2009","13",51470,50724,0,0,,,,,,,,0,1490,0,0,0,,2570,,0,0,0,,746,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","3","1500","2","NA","2","2","2","2","2","2","5","2","1","NA","1000","687.44","1","NA","1","NA","1","2","NA","2","89","4","3","4","2","1","1","NA","NA","1","NA","NA","NA","1","NA","1","1","1","NA","NA","NA","1","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",28903,"3","2009","16",24621,12020,0,0,,,,,,,,0,4336,0,0,2074,,230,,0,0,0,,12601,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","6","600","3","NA","2","2","2","2","1","1","4","2","1","NA","2500","229.33","1","NA","1","NA","1","2","NA","2","200","4","4","1","1","1","1","1","NA","1","1","NA","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","3",1.6,,,,,,
"2009","AT",28905,"3","2009","21",44107,47346,0,0,,,,,,,,0,1600,0,0,0,,506,,0,0,0,,-3239,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","600","3","3","2","2","2","2","1","1","4","2","1","NA","2000","353.2","1","NA","1","NA","1","2","NA","2","117","4","4","4","3","1","1","NA","NA","1","NA","NA","NA","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",28916,"2","2009","15",87540,72085,0,0,,,,,,,,0,9496,440,6597,0,,0,,0,0,0,,15455,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","3","3500","1","NA","2","2","1","2","1","2","4","2","1","NA","NA","868","1","NA","1","NA","1","2","NA","2","70","2","4","4","4","1","2","NA","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",28922,"3","2009","12",31590,31312,0,0,,,,,,,,0,4532,0,0,0,,0,,0,0,0,,278,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2500","3","NA","2","2","2","2","1","1","4","2","1","NA","700","229.33","1","NA","1","NA","1","2","NA","2","100","4","4","2","4","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",28930,"3","2009","10",26995,16985,0,0,,,,,,,,0,0,0,0,0,,303,,0,0,0,,10010,"NA","3","NA","3","NA","NA","1","2","1","1","3","1","1","1","6","1500","2","NA","2","2","2","2","1","1","3","2","1","NA","2000","676.27","1","NA","1","NA","1","2","NA","2","118","4","4","3","4","1","1","1","1","1","1","NA","1","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",28935,"2","2009","23",69078,57410,0,0,,,,,,,,0,3062,0,0,0,,0,,0,0,0,,11668,"NA","3","NA","3","NA","NA","1","1","2","1","3","1","1","1","4","1500","3","NA","2","2","2","2","2","2","3","2","1","NA","NA","264.87","1","NA","1","NA","1","2","NA","1","68","4","1","4","2","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","2","NA","NA","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",28966,"2","2009","30",83105,70570,0,0,,,,,,,,0,18868,874,13108,0,,0,,0,0,251,,12285,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","2000","3","2","2","2","2","2","1","1","5","2","1","NA","700","NA","1","NA","1","NA","1","2","NA","2","150","4","4","2","3","1","1","NA","NA","NA","1","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29000,"3","2009","10",43871,3316,0,0,,,,,,,,0,3496,0,0,0,,0,,0,0,0,,40556,"NA","3","NA","2","NA","NA","1","1","1","1","1","1","1","1","5","1300","1","NA","2","2","2","2","4","1","6","2","1","1100","NA","573.6","1","NA","1","NA","1","2","NA","1","200","4","4","4","3","2","1","NA","1","NA","NA","1","1","NA","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29018,"2","2009","9",23106,4179,0,0,,,,,,,,0,0,0,0,0,,1336,,0,0,4210,,14716,"NA","NA","NA","3","NA","NA","1","1","1","1","3","1","1","1","5","7000","3","NA","2","2","1","2","1","1","5","2","1","NA","650","308.17","1","NA","1","NA","1","2","NA","2","200","4","3","3","3","1","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29020,"2","2009","10",48696,-18425,0,0,,,,,,,,0,0,0,0,0,,1146,,0,0,0,,67122,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","4","1500","2","NA","2","2","1","2","1","2","3","2","1","675","3200","713.98","1","NA","1","NA","1","2","NA","2","87","4","4","4","3","1","3","NA","1","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29060,"2","2009","15",10890,10220,0,0,,,,,,,,0,10373,0,0,0,,0,,0,0,0,,669,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","2000","3","NA","2","1","2","2","1","1","4","2","1","NA","700","229.33","1","NA","1","NA","1","1","NA","2","117","4","4","1","3","1","1","1","1","NA","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","3",1.6,,,,,,
"2009","AT",29074,"2","2009","16",64922,59584,0,0,,,,,,,,0,3570,0,0,1032,,11437,,0,0,0,,5338,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","2000","3","1","2","2","2","2","2","1","6","2","1","NA","700","370.47","1","NA","1","NA","1","2","NA","2","150","4","4","4","1","3","1","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","1","NA","NA","2","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29084,"3","2009","15",63628,58370,0,0,,,,,,,,0,1707,0,0,0,,91,,0,0,0,,5258,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","4000","2","NA","2","2","2","2","3","1","4","1","1","NA","900","1381","1","NA","1","NA","1","2","NA","1","102","4","4","3","3","1","3","NA","1","1","NA","NA","1","1","1","3","1","1","NA","NA","1","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29108,"2","2009","16",103702,44787,0,0,,,,,,,,0,1234,0,0,0,,14,,0,0,9563,,49352,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","5000","3","NA","1","1","2","2","1","1","4","2","1","700","800","787.8","1","NA","1","NA","1","1","NA","2","70","4","4","2","3","1","1","1","NA","NA","NA","NA","NA","1","NA","1","1","NA","NA","1","NA","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29115,"2","2009","14",13638,8419,0,0,,,,,,,,0,3084,0,0,2852,,0,,0,0,2169,,3051,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","2500","2","NA","2","2","2","2","2","1","4","2","1","NA","2500","291.07","1","NA","1","NA","1","2","NA","2","200","4","4","3","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29140,"2","2009","10",53709,47099,0,0,,,,,,,,0,1672,0,0,0,,466,,0,0,6603,,6,"NA","NA","NA","3","NA","3","1","1","2","1","1","1","1","2","4","1500","2","NA","2","2","2","2","3","1","6","2","1","300","1000","305.9","1","NA","1","NA","1","2","NA","2","200","1","4","3","4","1","1","NA","NA","1","NA","NA","1","1","1","1","1","1","NA","NA","1","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29144,"3","2009","17",36029,4795,0,0,,,,,,,,0,2540,0,0,0,,0,,0,0,1127,,30106,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","2","5000","3","NA","2","2","2","2","1","1","6","2","1","700","500","482.53","1","NA","1","NA","1","2","NA","2","180","4","4","2","4","1","1","NA","NA","NA","1","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29146,"3","2009","25",67259,67222,0,0,,,,,,,,0,17401,0,0,0,,0,,0,0,0,,36,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","5","2750","2","3","2","2","1","2","1","1","4","2","1","1200","800","365.6","1","NA","1","NA","1","2","NA","2","80","4","4","NA","3","1","1","NA","NA","NA","NA","1","NA","1","1","1","NA","1","1","NA","1","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29155,"3","2009","15",72860,43521,0,0,,,,,,,,0,6173,0,0,2574,,0,,0,0,0,,29339,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","5","2500","3","NA","2","2","2","2","4","4","4","2","1","NA","400","206.8","1","NA","1","NA","1","2","NA","2","100","4","4","4","4","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29166,"2","2009","12",35258,43042,0,0,,,,,,,,0,0,0,0,0,,58,,0,0,0,,-7784,"NA","3","NA","1","NA","NA","1","1","1","1","1","1","1","1","4","1500","3","NA","2","1","1","2","1","2","6","2","1","NA","NA","294.55","1","NA","1","NA","1","2","NA","1","70","4","4","3","4","1","1","1","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29178,"2","2009","14",33697,8868,0,0,,,,,,,,0,2705,0,0,0,,0,,0,0,0,,24829,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","3500","3","NA","2","1","1","2","1","3","6","2","1","440","600","435.33","1","NA","1","NA","1","2","NA","1","100","4","4","2","3","1","1","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29189,"2","2009","28",64759,-25224,0,0,,,,,,,,0,2916,0,0,0,,34,,0,0,0,,89983,"NA","3","NA","3","NA","NA","1","1","1","1","3","1","1","1","6","4500","2","NA","2","2","2","1","1","2","4","2","1","NA","3500","1496.82","1","NA","1","NA","1","2","NA","2","200","4","3","3","3","1","3","NA","NA","NA","1","1","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29193,"3","2009","9",33139,-8146,0,0,,,,,,,,0,3868,0,0,0,,2,,0,0,375,,40909,"NA","NA","NA","3","NA","NA","1","2","1","1","1","1","1","1","6","5000","3","3","2","2","1","1","1","1","3","2","1","NA","1100","1496.82","1","NA","1","NA","1","2","NA","2","180","4","4","4","3","1","1","NA","NA","NA","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29194,"3","2009","16",257905,252192,0,0,,,,,,,,0,45771,0,0,12719,,0,,0,0,0,,5713,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","5","4500","3","3","2","2","2","2","1","1","6","2","1","1200","650","1323.2","1","NA","1","NA","1","2","NA","2","140","4","4","3","4","1","3","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29195,"2","2009","13",18189,15924,0,0,,,,,,,,0,1401,0,0,0,,2,,0,0,0,,2265,"NA","NA","NA","3","NA","NA","1","1","1","1","3","1","1","1","5","8000","2","NA","2","2","1","2","1","1","4","2","1","NA","650","765.56","1","NA","1","NA","1","2","NA","2","140","4","4","4","3","1","1","1","NA","NA","1","NA","1","1","NA","1","NA","NA","NA","NA","1","1","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29215,"2","2009","11",10263,9608,0,0,,,,,,,,0,265,0,0,192,,56,,0,0,0,,655,"NA","2","NA","3","NA","NA","1","1","1","1","1","1","3","1","3","1700","2","NA","2","2","2","2","4","2","2","2","2","NA","NA","642.02","1","NA","1","NA","1","2","NA","2","55","4","4","2","3","1","3","1","1","NA","NA","1","NA","1","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","3",1.6,,,,,,
"2009","AT",29243,"3","2009","15",48054,17662,0,0,,,,,,,,0,16681,0,0,0,,0,,0,0,7822,,22569,"NA","3","NA","3","NA","3","1","1","1","1","3","3","3","1","6","7000","3","NA","2","2","1","2","2","1","6","2","1","NA","1000","358.42","1","NA","1","NA","1","2","NA","2","140","4","4","NA","2","3","3","NA","1","NA","NA","NA","1","NA","NA","NA","1","NA","1","NA","1","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29264,"3","2009","10",99932,87160,0,0,,,,,,,,0,1692,0,0,0,,0,,0,0,4798,,7973,"NA","3","NA","3","NA","NA","2","1","2","1","1","1","1","1","6","2000","1","NA","2","2","2","2","2","3","4","1","1","NA","NA","1257.08","1","NA","1","NA","1","1","NA","2","92","4","4","3","3","2","1","1","NA","NA","1","NA","NA","NA","NA","1","1","NA","1","1","NA","2","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29312,"2","2009","14",8665,8586,0,0,,,,,,,,0,0,0,0,2067,,0,,0,0,0,,79,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","5","2000","2","NA","2","2","2","2","4","1","3","2","1","NA","1000","NA","1","NA","1","NA","1","2","NA","2","140","4","4","4","3","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29324,"2","2009","11",97600,66980,0,0,,,,,,,,0,23981,0,0,0,,0,,0,0,0,,30620,"NA","NA","NA","3","NA","3","1","1","1","1","1","1","1","1","6","1500","3","NA","2","2","2","2","1","1","3","2","1","NA","1200","1040.23","1","NA","1","NA","1","2","NA","2","100","4","4","2","1","3","1","NA","1","1","NA","NA","NA","NA","NA","1","NA","1","NA","NA","NA","1","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29352,"2","2009","7",74642,70505,0,0,,,,,,,,0,6469,0,0,0,,0,,0,0,0,,4137,"NA","NA","NA","3","NA","3","1","1","1","1","1","3","1","2","4","2500","2","NA","2","2","2","2","1","1","3","2","1","1150","700","123.68","1","NA","1","NA","1","2","NA","1","200","2","4","1","2","1","1","NA","NA","1","NA","1","1","1","NA","NA","1","1","1","NA","1","1","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29380,"3","2009","20",32897,32497,0,0,,,,,,,,0,9196,0,0,3455,,0,,0,0,0,,400,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","2000","1","NA","2","2","2","2","1","1","3","2","1","NA","1000","311.44","1","NA","1","NA","1","2","NA","2","150","4","4","2","2","1","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",1.6,,,,,,
"2009","AT",29381,"2","2009","8",68440,44132,0,0,,,,,,,,0,0,0,0,0,,88,,0,0,0,,24308,"NA","NA","NA","3","NA","NA","1","1","1","1","1","3","1","1","5","NA","3","NA","2","2","2","2","1","1","5","2","1","NA","NA","229.33","1","NA","1","NA","1","2","NA","2","150","4","4","4","3","1","1","NA","1","NA","NA","NA","NA","NA","NA","1","1","NA","NA","1","1","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29388,"2","2009","15",131712,101509,0,0,,,,,,,,0,2902,0,0,0,,0,,0,0,0,,30203,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","5","2889","2","NA","2","2","2","1","4","1","5","2","1","NA","500","923.15","1","NA","1","NA","1","2","NA","2","90","4","3","4","4","1","1","NA","NA","NA","NA","1","NA","NA","1","NA","3","NA","1","NA","1","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29414,"3","2009","14",113456,100966,0,0,,,,,,,,0,3638,0,0,0,,0,,0,0,0,,12490,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2500","2","NA","2","2","2","2","1","1","4","2","1","NA","1000","229.33","1","NA","1","NA","1","2","NA","2","100","4","4","3","3","1","1","NA","NA","1","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29439,"2","2009","15",79276,64407,0,0,,,,,,,,0,0,0,0,15638,,2039,,0,0,0,,14870,"NA","NA","NA","3","NA","NA","1","1","1","1","3","1","3","1","6","3000","3","NA","2","2","2","2","1","2","5","2","1","NA","NA","438.6","1","NA","1","NA","1","2","NA","2","180","4","4","3","4","1","1","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29445,"2","2009","18",134817,118923,0,0,,,,,,,,0,0,0,0,0,,33,,0,0,0,,15894,"NA","3","NA","3","NA","NA","1","1","2","1","1","1","1","1","1","2500","2","NA","2","1","2","2","1","3","1","2","1","NA","700","365.48","1","NA","1","NA","1","2","NA","2","200","4","4","4","4","1","1","NA","1","1","1","1","1","1","NA","3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29446,"2","2009","23",64189,51212,0,0,,,,,,,,0,0,0,0,0,,148,,0,0,0,,12978,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","1300","3","NA","2","2","2","2","4","2","4","2","1","580","500","829","1","NA","1","NA","1","2","NA","1","130","4","4","2","2","1","1","NA","1","1","1","NA","NA","NA","1","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29455,"2","2009","12",32161,26679,0,0,,,,,,,,0,6287,0,0,0,,184,,0,0,0,,5482,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","2000","2","NA","2","2","2","2","3","1","4","2","1","NA","1000","530.18","1","NA","1","NA","1","2","NA","2","160","4","4","3","3","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29467,"3","2009","12",48838,48195,0,0,,,,,,,,0,0,0,0,1376,,0,,0,0,0,,644,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","2000","1","NA","2","1","2","2","4","2","6","2","1","NA","NA","NA","1","NA","1","NA","1","2","NA","2","190","4","4","2","3","1","1","NA","1","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29481,"3","2009","12",154844,146461,0,0,,,,,,,,0,581,0,0,0,,153,,0,0,0,,8384,"NA","NA","NA","1","NA","NA","1","1","1","1","1","1","1","1","4","1900","1","NA","2","2","2","2","1","2","6","1","1","NA","1000","262.55","1","NA","1","NA","1","2","NA","2","150","4","4","NA","3","1","1","NA","NA","NA","1","1","NA","NA","1","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29548,"3","2009","12",35211,13386,0,0,,,,,,,,0,1932,0,0,0,,103,,0,0,0,,21825,"NA","NA","NA","3","NA","NA","1","1","2","1","1","1","1","1","4","2500","1","1","2","1","1","2","1","2","5","2","1","714","800","NA","1","NA","1","NA","1","2","NA","2","200","4","4","4","3","1","1","1","1","1","NA","1","NA","NA","NA","NA","NA","1","1","1","1","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29564,"3","2009","12",36905,3771,0,0,,,,,,,,0,1544,0,0,0,,0,,0,0,0,,33135,"NA","3","NA","3","NA","NA","2","1","1","1","1","3","1","1","6","2000","3","3","2","2","2","2","1","1","3","2","1","NA","800","1323.2","1","NA","1","NA","1","2","NA","2","80","4","4","3","3","1","3","NA","NA","NA","NA","NA","1","NA","1","3","NA","1","NA","NA","1","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29641,"3","2009","15",143045,137980,0,0,,,,,,,,0,13950,0,0,0,,26108,,0,0,0,,5065,"NA","3","NA","3","NA","NA","1","1","1","1","1","3","1","1","6","1500","2","NA","2","2","1","2","1","1","4","2","1","NA","3500","1496.82","1","NA","1","NA","1","2","NA","2","180","4","3","4","4","1","3","1","1","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29642,"3","2009","11",47877,17695,0,0,,,,,,,,0,4451,0,0,0,,215,,0,0,0,,30181,"NA","NA","NA","3","NA","NA","1","2","1","1","1","1","1","1","5","600","1","1","2","2","2","2","2","1","6","2","1","NA","1000","353.2","1","NA","1","NA","1","2","NA","2","117","4","4","4","4","1","1","1","NA","1","1","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29650,"2","2009","15",99997,86110,0,0,,,,,,,,0,20388,0,0,0,,0,,0,0,0,,13887,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","3000","2","NA","2","2","2","2","1","1","4","2","1","1200","1000","1323.2","1","NA","1","NA","1","2","NA","2","150","4","4","3","4","1","3","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29662,"2","2009","12",64593,57597,0,0,,,,,,,,0,1746,0,0,0,,168,,0,0,0,,6996,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","5","3000","2","NA","2","2","2","2","1","1","3","2","1","NA","800","438.6","1","NA","1","NA","1","2","NA","2","140","2","4","1","2","1","1","1","NA","1","NA","NA","1","NA","NA","1","NA","1","1","NA","NA","1","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29670,"2","2009","15",98981,73923,0,0,,,,,,,,0,0,0,0,7999,,1043,,0,0,0,,25057,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","3","6","NA","3","NA","2","2","2","2","4","3","6","2","1","NA","800","578.6","1","NA","1","NA","1","2","NA","2","70","4","4","2","2","1","1","NA","NA","1","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29689,"3","2009","15",51013,47911,0,0,,,,,,,,0,3884,0,0,0,,0,,0,0,0,,3102,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","3200","3","NA","2","2","1","2","2","2","6","2","1","NA","450","907","1","NA","1","NA","1","2","NA","2","160","4","4","4","3","1","1","NA","1","NA","NA","NA","1","1","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29713,"3","2009","18",7439,-30480,0,0,,,,,,,,0,3749,0,0,0,,55,,0,0,0,,37919,"NA","3","NA","3","NA","NA","1","1","1","1","1","1","1","1","4","2000","3","NA","2","2","2","1","1","3","4","2","1","NA","NA","829","1","NA","1","NA","1","2","NA","2","200","4","4","2","3","1","2","NA","NA","NA","NA","1","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",1.6,,,,,,
"2009","AT",29715,"2","2009","15",42667,39355,0,0,,,,,,,,0,793,0,0,0,,271,,0,0,583,,2729,"NA","NA","NA","3","NA","3","1","1","1","1","1","3","1","1","6","6000","3","NA","2","2","2","2","1","1","6","2","1","NA","1000","291.07","1","NA","1","NA","1","2","NA","2","130","4","4","4","3","1","1","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29726,"3","2009","20",170173,145989,0,0,,,,,,,,0,5905,0,0,0,,399,,0,0,0,,24185,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","1","6","8000","2","3","2","2","2","2","3","2","6","2","1","NA","800","676.27","1","NA","1","NA","1","2","NA","2","150","4","3","4","4","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29773,"2","2009","15",46309,19573,0,0,,,,,,,,0,2339,0,0,0,,0,,0,0,0,,26736,"NA","3","NA","3","NA","3","1","1","1","1","1","1","1","1","6","2000","3","NA","2","2","2","2","1","1","6","2","1","700","600","787.8","1","NA","1","NA","1","2","7","2","100","4","4","NA","3","1","1","1","NA","NA","NA","NA","NA","1","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",1.8,,,,,,
"2009","AT",29791,"3","2009","14",26747,15992,0,0,,,,,,,,0,0,1230,0,0,,1118,,0,0,2580,,8174,"NA","NA","NA","3","NA","NA","2","1","1","1","1","1","1","1","5","2000","3","NA","2","2","2","2","1","1","3","2","1","NA","1200","370.47","1","NA","1","NA","1","1","NA","2","100","4","4","1","4","1","1","NA","1","1","NA","NA","NA","1","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29798,"2","2009","12",141627,118778,0,0,,,,,,,,0,14199,0,0,0,,0,,0,0,0,,22849,"NA","NA","NA","3","NA","NA","1","1","1","1","1","1","1","2","5","3000","3","2","2","2","2","2","1","1","6","2","1","NA","2500","229.33","1","NA","1","NA","1","2","NA","2","155","4","4","2","4","3","1","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA","3",2,,,,,,
"2009","AT",29803,"3","2009","20",141592,136001,0,0,,,,,,,,0,42892,0,0,0,,0,,0,0,0,,5591,"NA","NA","NA","3","NA","NA","1","2","1","1","1","1","1","1","5","2500","3","NA","2","2","2","2","3","1","3","2","1","NA","1100","1323.2","1","NA","1","NA","1","2","NA","2","140","4","4","3","4","1","1","NA","NA","NA","NA","1","NA","NA","1","NA","1","NA","NA","NA","NA","1","NA","NA","NA","NA","3",2,,,,,,
