"HB010","HB020","HB030","HB050","HB060","HB100","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HY010","HY020","HY022","HY023","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HD080","HD100","HD110","HD120","HD140","HD150","HD160","HD170","HD180","HD190","HD200","HD210","HD220","HD240"
"2013","AT",2009945,"2","2013","12",,"3",,"1","1","1","1","1","1","1","1","4","2500","2","2","2","2","1","2","4","2","5","2","1",,,"532.15",,"1","1",10936,10610,10403,-326,6986,0,120,87,0,0,0,0,0,0,0,0,0,326,,,,,,,,,,"1",,,,
"2013","AT",2010000,"3","2013","13",,"3",,"2","1","2","1","1","1","1","1","2","1700","3",,"2","2","2","2","4","1","4","2","1","500","500","631.88",,"1","1",7145,-6105,-6105,-6105,0,0,0,0,0,0,0,34,0,0,0,5730,0,7520,,,,,,,,,"1","1",,,,
"2013","AT",2011846,"6","2013","17","3","3","3","1","1","2","1","1","1","1","1","3","2000","2",,"2","2","2","2","2","1","4","1","1","270","500","171.04",,"1","1",30713,29905,347,-803,0,0,0,0,0,0,0,5,0,0,0,0,0,809,,,,,,,"1",,"1",,"1","1",,
"2013","AT",2011929,"4","2013","20",,"3",,"1","1","1","1","1","1","1","1","3","2000","2",,"2","1","2","2","4","4","3","1","1",,,"471.88",,"1","1",128,-1999,-1999,-1999,5772,0,0,0,0,0,0,128,41,0,0,0,0,2127,,,,,,,,,,,,,,
"2013","AT",2012606,"5","2013","20","3","3","3","1","1","1","1","1","1","1","1","3","1200","2",,"2","2","2","2","1","3","4","2","1",,,"243.12",,"1","1",15609,15202,10520,-407,4205,0,3260,0,0,0,0,0,0,0,0,0,0,407,,,,,,,"1",,,,,"1",,
"2013","AT",2012706,"4","2013","14","3","3",,"2","1","1","1","1","1","1","1","4","650","3",,"2","1","2","2","1","2","1","2","1",,,"383.59",,"1","1",61201,60343,60343,-858,0,0,0,0,0,0,0,0,0,0,0,0,0,858,,,,,,,,,,,,,,
"2013","AT",2013658,"4","2013","13",,"3",,"1","1","1","1","1","3","1","1","3","1200","2",,"2","1","2","2","1","2","2","1","1","255",,"289",,"1","1",13349,523,523,-12750,0,0,0,0,0,0,0,76,0,0,0,0,0,12826,,,,,,,,,,,,,,
"2013","AT",2017037,"3","2013","11",,"3","3","1","2","1","1","1","1","1","3","3","1350","2",,"2","1","2","2","5","4","5","2","1","430","900","523.03",,"1","1",6232,5918,5918,-213,355,0,0,0,0,0,0,46,238,0,0,0,0,315,,,,,,,"1",,"1",,,,,
"2013","AT",2017416,"5","2013","12",,"3",,"1","1","2","1","1","3","1","1","6","2000","2","1","2","2","2","2","4","4","2","2","1",,"1200","261.12",,"1","1",63368,45081,45081,-18254,4548,0,0,0,0,26,0,7,0,0,0,0,0,18287,,,,,,,,,,"1",,,,
"2013","AT",2017554,"6","2013","13","3","3",,"1","1","1","1","1","3","1","2","5","2000","1",,"2","2","2","2","1","1","4","2","1",,"250","864.3",,"1","1",35350,23175,23175,-12171,1453,0,0,0,0,0,0,4,0,0,0,2619,0,9556,,,,,,,,,,,,"1",,
"2013","AT",2018953,"6","2013","12",,"3",,"1","1","1","1","1","1","1","1","2","400","3","1","1","2","2","2","4","1","2","2","1",,"1200","374.26",,"1","1",18057,17181,-865,-865,8417,0,0,0,0,0,0,11,0,0,0,0,0,876,,,,,,,,,,,"1",,,
"2013","AT",2019906,"3","2013","10","3","3","3","1","1","1","1","1","1","1","1","5","2000","3","2","2","2","2","2","3","3","3","2","1","340","600","367.79",,"1","1",55,54,54,54,12414,0,0,0,0,0,0,55,333,0,0,0,0,1,,,,,,,,,"1",,,,,
"2013","AT",2020398,"3","2013","13",,"3",,"1","1","1","1","1","3","1","1","4","1000","3",,"2","2","2","2","4","1","3","1","1",,"1500","51.26",,"1","1",7520,-6498,-6498,-6498,0,0,0,0,0,0,0,88,0,0,0,0,0,14018,,,,,,,,,,,,"1",,
"2013","AT",2021333,"4","2013","13","3","3",,"1","1","1","1","1","1","1","1","4","2000","2","2","2","1","2","2","1","1","4","2","1","681","3500","619.73",,"1","1",3880,3402,3024,2388,6287,0,0,0,0,0,0,2505,0,0,0,0,0,479,,,,,,,,,,"1",,,,
"2013","AT",2021379,"3","2013","9",,"3",,"1","1","1","1","1","3","1","1","3","1500","2",,"2","2","2","2","3","4","3","2","1","700","625","311.08",,"1","1",27524,18715,18715,-8659,0,0,0,0,0,0,0,150,4100,0,0,0,0,8809,,,,,,,,,,,,,,
"2013","AT",2021642,"5","2013","11","3","3",,"1","1","1","1","1","1","1","1","5","3000","3","1","2","2","2","2","1","3","2","2","1",,"450","112.88",,"1","1",13540,12641,12641,45,0,0,0,0,0,0,0,945,0,0,0,0,0,900,,,,,,,,,,,"1",,,
"2013","AT",2021755,"6","2013","14",,"3",,"1","1","2","1","1","1","1","1","2","1000","3",,"2","2","2","2","1","3","4","2","1","450",,"283.13",,"1","1",27193,25336,25336,25336,650,0,0,0,0,352,0,39,0,0,0,0,0,1857,,,,,,,,,,,,"1",,
"2013","AT",2021912,"6","2013","12","3","3","3","1","1","1","1","1","1","1","1","4","1600","3",,"2","2","2","2","2","3","5","2","1","400",,"430.98",,"1","1",12004,10817,10817,10817,5954,0,0,0,0,0,0,12004,1518,0,0,0,0,1187,,,,,,,,,,,,,,
"2013","AT",2023917,"4","2013","11",,"3","3","2","1","1","1","1","3","1","1","5","3500","2",,"2","2","2","2","4","1","5","2","1",,,"529.3",,"1","1",41856,40833,40833,-211,0,0,0,0,0,0,0,812,5720,0,0,0,0,1024,,,,,,,,,,,,,,
"2013","AT",2024174,"5","2013","14","3","3",,"1","1","1","1","1","1","1","3","4","300","2",,"2","2","2","2","3","1","1","2","1",,,"183.2",,"1","1",5,-8665,-8665,-8665,4109,0,0,0,0,0,0,5,0,0,0,0,0,8671,,,,,,,,,,"1",,,,
"2013","AT",2024353,"3","2013","15","3","3",,"1","1","1","1","1","1","1","2","4","2500","2",,"2","2","2","2","1","3","2","2","1","500","2000","1141.3",,"1","1",26365,26069,9405,9405,0,0,0,0,0,0,0,9701,1362,0,0,0,0,296,,,,,,,,,,,,,,
"2013","AT",2024789,"5","2013","14","3","3",,"1","1","1","1","1","3","1","1","3","1300","1",,"2","1","2","2","4","5","4","2","1",,,"440.48",,"1","1",118955,95680,94958,94958,9432,0,0,0,0,0,0,3318,5590,0,0,0,0,23275,,,,,,,,,,"1",,,,
"2013","AT",2025038,"3","2013","16","3","3","3","1","1","1","1","1","3","1","3","5","1700","2",,"2","2","2","2","4","1","5","2","1",,"600","233.85",,"1","1",33427,31223,31223,31223,8436,0,0,0,0,0,0,153,0,0,0,296,0,1908,,,,,,,,,,,,,,
"2013","AT",2025481,"4","2013","10",,"3",,"2","1","1","1","1","2","1","1","3","450","2",,"2","1","2","2","1","2","1","2","1",,"900","401.91","0","1","1",36666,34340,14320,14320,0,3,0,0,0,0,0,0,267,0,0,0,0,2327,,,,,,,,,,,,,,
"2013","AT",2025506,"3","2013","19",,"3","3","2","1","2","1","1","3","1","3","4","1000","2",,"2","2","2","2","3","1","3","2","1","264","1000","540.78",,"1","1",40442,32809,32809,-6974,3383,0,0,0,0,0,0,659,0,0,0,3988,0,3645,,,,,,,,,,,,,,
"2013","AT",2025734,"5","2013","18",,"3",,"1","1","1","1","1","3","1","3","3","1200","2",,"2","2","2","2","4","3","2","2","1",,"800","839.94",,"1","1",26832,15002,15002,-11828,4304,0,0,0,0,0,0,3,488,0,0,0,0,11831,,,,,,,,,,,,,,
"2013","AT",2028024,"5","2013","8","3","3","3","1","1","1","1","1","1","1","1","6","2000","3",,"2","2","2","2","1","2","5","2","1",,"700","454.51",,"1","1",10883,9668,260,260,491,0,0,0,0,0,0,974,0,0,0,0,0,1215,,,,,,,,,,,,,,
"2013","AT",2028342,"6","2013","70",,"3","3","1","1","1","1","1","1","1","1","3","1500","3",,"2","2","2","1","4","1","4","2","1",,,"680.17",,"1","1",21979,10807,10807,10807,5385,0,0,0,0,0,0,15387,0,0,0,0,0,11172,,,,,,,"1",,,,,,,
"2013","AT",2028365,"4","2013","25",,"3","3","1","1","1","1","1","1","1","1","3",,"3",,"2","2","2","2","4","1","4","2","1",,"500","512.49",,"1","1",1545,-8739,-8739,-8739,906,0,0,0,0,0,0,1545,0,0,0,0,0,10284,,,,,,,,,,,"2",,,
"2013","AT",2028553,"6","2013","10",,"3",,"1","1","1","1","3","3","1","1","4","2000","3",,"2","2","2","2","4","1","2","2","1",,"400","436.91",,"1","1",115,-58,-58,-58,4025,0,0,0,0,0,0,115,0,0,0,0,0,173,,,,,,,,,,,,,,
"2013","AT",2028630,"6","2013","10","3","3",,"1","1","1","1","1","3","1","3","3","1200","2",,"1","2","2","2","1","2","5","2","1",,,"148.21","0","1","1",12654,1757,1757,1757,6259,0,0,0,0,0,0,187,0,0,0,0,0,10897,,,,,,,,,,,,,,
"2013","AT",2028661,"5","2013","21","3","3",,"1","1","1","1","1","1","1","1","3","500","3",,"2","1","1","2","1","1","3","2","1",,"1200","646.2","166.666666666667","1","1",32658,21260,21260,21260,10124,0,0,0,0,0,0,4427,0,0,0,0,0,11398,,,,,,,,,,,,,,
"2013","AT",2028682,"6","2013","26","3","3",,"2","1","1","1","1","3","1","3","2","1000","2",,"1","1","2","2","3","1","3","1","1",,"700","97.93",,"1","1",6,-1266,-1266,-1266,0,0,0,0,0,0,0,6,4027,0,0,0,0,1273,,,,,,,,,"1","1",,,,
"2013","AT",2030254,"6","2013","15",,"3","3","1","1","1","1","1","3","1","3","6","2000","2",,"2","2","2","2","4","1","3","2","1","415","800","420.52",,"1","1",36338,36032,36032,33201,0,940,0,0,0,0,0,0,0,0,0,0,0,306,,,,,,,,,"3","1",,,,
"2013","AT",2030798,"3","2013","14","3","3",,"2","2","2","1","1","1","1","1","5","2500","2","2","2","2","2","1","1","3","6","2","1",,"4000","844.94",,"1","1",31176,18762,11802,11802,1222,0,0,6960,0,0,0,118,1778,0,0,0,0,12414,,,,,,,,,,,,,,
"2013","AT",2033320,"4","2013","18","3","3","3","1","1","1","1","1","1","1","2","4","900","3",,"2","2","1","2","4","2","2","2","1","640",,"561.53","693.176666666667","1","1",37083,28854,28854,28854,6227,0,0,0,0,0,0,8379,0,0,0,0,0,8229,,,,,,,"1",,"2",,,"1",,
"2013","AT",2033696,"4","2013","30","3","3",,"1","2","1","1","1","1","1","1","4",,"3",,"2","2","2","2","2","2","4","2","1","400","1000","810.08",,"1","1",11055,10244,10244,3454,4974,0,0,0,0,0,0,4265,0,0,0,256,0,555,,,,,,,,,,,,"1",,
"2013","AT",2035176,"4","2013","14",,"3",,"1","1","2","1","1","1","1","1","3","700","2",,"2","2","2","2","3","4","3","1","1","650",,"468.38",,"1","1",10648,3537,3537,-7106,0,0,0,0,0,4,0,0,267,0,0,0,0,7111,,,,,,,,,"1","1",,,,
"2013","AT",2035276,"4","2013","11",,"3",,"1","2","1","1","1","1","1","1","3","1200","3",,"2","2","2","2","2","1","3","2","1","356",,"299.07","222.2225","1","1",1664,-11316,-11316,-11316,6523,0,0,0,0,0,0,1664,0,0,0,0,0,12980,,,,,,,,,,"1","1","1",,
"2013","AT",2037699,"4","2013","19","3","3",,"1","1","1","1","1","1","1","1","3","1500","3",,"2","1","2","2","1","3","3","1","1","206","1200","485.12",,"1","1",38721,22903,22903,22903,3771,0,0,0,0,0,0,2,0,0,0,0,0,15818,,,,,,,,,,,,"1",,
"2013","AT",2037715,"6","2013","13","3","3","3","1","1","2","1","1","1","1","1","5","750","3",,"2","1","1","2","1","1","8","2","1",,,"501.78",,"1","1",8901,8548,8548,8548,5557,0,0,0,0,0,0,131,0,0,0,0,0,353,,,,,,,"1",,,,,,,
"2013","AT",2039348,"3","2013","25","3","3",,"1","1","1","1","1","1","1","1","4","2000","3",,"2","2","2","2","2","1","3","2","1",,"700","476.98","0","1","1",16848,13704,13704,-2297,5998,0,0,0,0,0,0,184,0,0,0,0,0,3144,,,,,,,,,,,,,,
"2013","AT",2039920,"4","2013","45",,"3",,"1","1","1","1","1","1","1","1","5","750","2",,"2","2","2","1","4","1","3","1","1",,"2500","358.06",,"1","1",817,-4785,-4785,-4785,4257,0,0,0,0,0,0,817,0,0,0,672,0,4930,,,,,,,,,"2",,,,,
"2013","AT",2040316,"2","2013","13","3","3",,"1","1","1","1","3","1","1","1","2","600","3",,"2","2","2","2","1","1","2","1","1","730","900","220.89",,"1","1",64465,60715,60715,60715,3612,0,0,0,0,0,0,36,2079,0,0,0,0,3751,,,,,,,,,,,,"1",,
"2013","AT",2040550,"4","2013","28",,"3",,"1","1","1","1","1","1","1","1","3","1200","2",,"2","2","2","1","1","5","8","2","1",,"500","363.19",,"1","1",23410,18163,18093,-5247,6156,0,0,0,70,0,0,0,0,0,0,0,0,5247,,,,,,,,,,,,,,
"2013","AT",2041638,"3","2013","13","3","3",,"1","1","1","1","1","1","1","1","3","2000","3",,"1","2","2","2","3","3","3","2","1","233","1000","645.59",,"1","1",40796,38464,38464,-2167,6568,0,0,0,0,0,0,165,0,0,0,502,0,1831,,,,,,,,,,,,,,
"2013","AT",2042212,"4","2013","13",,"3",,"1","1","2","1","1","3","1","3","2","1250","1",,"2","1","2","1","4","3","2","2","1","430",,"290.25",,"1","1",8774,5028,5028,5028,0,0,0,0,0,0,0,5,0,0,0,0,0,3746,,,,,,,"1",,,,,"1",,
"2013","AT",2043169,"3","2013","9","3","3",,"2","2","2","1","1","1","1","1","3","1000","2",,"2","1","2","2","3","3","2","2","1","500",,"380.12",,"1","1",20806,22078,22078,1311,0,0,0,0,0,0,0,38,0,0,0,0,0,-1273,,,,,,,"1",,,,,,,
"2013","AT",2043304,"4","2013","8","3","3","3","1","1","1","1","1","1","1","1","5","800","2",,"2","2","2","2","1","4","6","2","1",,,"424.93",,"1","1",27259,5360,5360,5360,3221,0,0,0,0,0,0,1294,0,0,0,0,0,21899,,,,,,,,,,,,,,
"2013","AT",2045624,"5","2013","10","3","3","3","1","1","1","1","1","3","1","1","4","2000","2",,"2","2","2","2","4","1","3","2","2","900","430","1003.11",,"1","1",18853,12065,12065,-2915,0,0,0,0,0,0,0,1372,0,0,0,0,0,6787,,,,,,,,,,"1",,,,
"2013","AT",2045913,"3","2013","9",,"3",,"2","1","2","1","1","3","1","1","4","1300","2",,"2","2","2","2","1","3","3","2","1",,,"416.29",,"1","1",18550,15615,15615,15615,6830,0,0,0,0,0,0,79,0,0,0,0,0,2935,,,,,,,,,,,,,,
"2013","AT",2046453,"4","2013","9",,"3",,"1","1","1","1","1","1","1","1","3","500","3","2","2","2","2","2","4","1","3","2","1",,"1500","494.08",,"1","1",10463,9891,9891,-399,4738,0,0,0,0,173,0,0,2933,0,0,0,0,572,,,,,,,,,"1",,,,,
"2013","AT",2047119,"6","2013","11",,"3",,"1","1","2","1","1","1","1","1","2","2200","1",,"2","2","2","2","1","1","3","2","1","319","550","502.95","125","1","1",15948,15108,14911,-510,0,0,0,197,0,328,0,1,0,0,0,0,0,840,,,,,,,,,,,,,,
"2013","AT",2047331,"4","2013","15",,"3","3","2","1","1","1","1","3","1","1","3","1350","3",,"2","2","2","2","4","3","3","2","1",,,"656.01",,"1","1",54130,41840,41840,41840,3626,0,0,0,0,0,0,56,314,0,0,0,0,12289,,,,,,,,,"1",,,,,
"2013","AT",2047526,"4","2013","17","3","3",,"1","1","1","1","1","1","1","1","3","900","2",,"2","1","2","1","1","5","4","2","1","589",,"147",,"1","1",764,-463,-463,-463,5210,49,0,0,0,0,0,0,0,0,0,0,0,1226,,,,,,,"1",,,,"3",,,
"2013","AT",2047655,"3","2013","9","3","3",,"1","2","1","1","1","1","1","1","6","2000","3","2","2","2","2","2","4","3","6","2","1",,"1000","601.76","600","1","1",10849,8669,-1910,-2180,3780,0,0,0,10579,0,0,0,0,0,0,0,0,2180,,,,,,,"1",,,,"1",,,
"2013","AT",2048278,"4","2013","7",,"3",,"1","1","1","1","1","3","1","1","2",,"2",,"2","2","2","2","1","1","3","2","1","305",,"549.07",,"1","1",32507,32222,32222,32222,4280,0,0,0,0,0,0,38,440,0,0,0,0,286,,,,,,,,,,,,,,
"2013","AT",2049698,"4","2013","16",,"3",,"1","1","1","1","1","1","1","1","4","2200","2",,"2","1","2","2","2","1","5","2","1",,"600","466.79",,"1","1",26017,13011,12830,12830,0,0,0,0,0,0,0,1279,0,0,0,0,0,13005,,,,,,,,,,,,,,
"2013","AT",2050709,"3","2013","16","3","3",,"1","1","1","1","1","1","1","3","5","1500","2",,"2","1","2","2","1","2","2","2","1","447","800","1138.6",,"1","1",14044,13137,13137,126,0,0,0,0,0,0,0,1033,1912,0,0,0,0,907,,,,,,,,,,,,,,
"2013","AT",2051004,"5","2013","11","3","3",,"1","1","1","1","1","1","1","1","3","800","1",,"2","2","2","2","3","4","5","2","1","457","700","580.54",,"1","1",12929,11860,-455,-455,0,0,0,0,0,0,0,7,0,0,0,0,0,1069,,,,,,,,,,"1",,,,
"2013","AT",2051343,"3","2013","13","3","3",,"1","1","1","1","1","1","1","3","3","1500","2","2","2","2","2","2","3","1","2","2","1",,,"93.77",,"1","1",21796,7131,-14606,-14606,0,0,0,0,0,0,0,59,0,0,0,6420,0,8245,,,,,,,,,,,,,,
"2013","AT",2051391,"5","2013","11","3","3",,"1","1","1","1","1","1","1","3","4","1000","2","1","2","2","1","2","1","3","5","2","1",,"850","364.3",,"1","1",35653,25597,25597,25597,5533,6,0,0,0,0,0,0,0,0,0,0,0,10056,,,,,,,"1",,,,,,,
"2013","AT",2051511,"4","2013","15",,"3",,"1","1","2","1","1","1","1","2","4","800","3",,"2","2","2","2","1","4","5","2","1","547","450","659.15",,"1","1",31711,27126,27126,-4576,2599,0,0,0,0,0,0,9,0,0,0,0,0,4584,,,,,,,"1",,,,,,,
"2013","AT",2051690,"4","2013","9","3","2",,"1","1","1","1","1","1","1","1","3","2500","3",,"2","2","2","2","1","1","6","2","1","288","900","337.9",,"1","1",6573,6393,6393,-101,3644,0,0,0,0,0,0,79,0,0,0,0,0,180,,,,,,,"1",,,,,,,
"2013","AT",2053021,"5","2013","9",,"3",,"1","1","1","1","1","3","1","2","1","900","3",,"2","2","2","2","4","3","2","2","1",,"550","594.22",,"1","1",21093,5897,5897,-15192,0,0,0,0,0,0,0,4,0,0,0,0,0,15196,,,,,,,"1",,,,,,,
"2013","AT",2053451,"3","2013","11","3","3",,"1","1","1","1","1","2","1","3","5","400","2",,"2","1","2","2","4","4","2","2","1",,"700","378.42","700","1","1",27872,26656,26656,-1206,6488,0,0,0,0,0,0,10,2600,0,0,0,0,1216,,,,,,,,,"1",,,"1",,
"2013","AT",2053485,"4","2013","28",,"3","3","2","1","1","1","1","3","1","3","1","1100","2",,"2","1","2","2","3","3","2","2","1",,,"97.93",,"1","1",42415,26164,26164,26164,0,0,0,0,0,8,0,0,0,0,0,0,0,16251,,,,,,,,,,,,,,
"2013","AT",2053843,"4","2013","45","3","3",,"2","1","2","1","1","1","1","1","3","2000","1",,"2","2","2","2","1","1","4","2","1","545","800","393.44",,"1","1",18651,7721,7721,7721,1991,0,0,0,0,0,0,3286,3467,0,0,0,0,10930,,,,,,,,,"1",,,"1",,
"2013","AT",2055699,"6","2013","16","3","3",,"2","2","1","3","1","1","1","1","3","1200","2","1","2","1","1","1","5","1","2","2","1","366","450","951.9",,"1","1",30,-9992,-9992,-9992,3564,0,0,0,0,0,0,30,0,0,0,0,0,10022,,,,,,,,,,,,"1",,
"2013","AT",2055929,"4","2013","10","3","3",,"1","1","2","1","1","1","1","1","5","1200","2",,"2","1","2","2","1","2","2","2","1",,,"511.21",,"1","1",12465,9113,9077,-3340,4108,0,0,0,37,0,0,12,0,0,0,0,0,3352,,,,,,,,,,"1","1",,,
"2013","AT",2056275,"5","2013","15","3","3",,"1","1","1","1","1","3","1","2","4","1500","2",,"2","2","2","2","1","1","4","2","1","506","1000","413.41","200.9975","1","1",907,-11497,-12405,-12405,2024,0,0,0,907,0,0,0,2010,0,0,0,1821,12405,,,,,,,,,"1",,"1",,,
"2013","AT",2057011,"5","2013","12","3","3",,"1","1","1","1","1","1","1","1","5","1600","2","1","2","2","2","2","1","3","5","2","1",,"500","689.39",,"1","1",3311,-4351,-4351,-6569,0,0,0,0,0,0,0,213,0,0,0,0,0,7662,,,,,,,,,,,,,,
"2013","AT",2057584,"4","2013","9","3","3",,"1","1","2","1","1","3","1","1","5",,"3",,"2","2","2","2","4","5","3","2","1",,"2000","403.6",,"1","1",4095,3163,2783,-778,6202,0,0,0,0,0,0,154,0,0,0,0,0,932,,,,,,,,,,,,,,
"2013","AT",2057595,"3","2013","12",,"3",,"1","1","1","1","1","1","1","3","6","2750","2",,"2","2","2","2","4","4","4","2","1","430",,"501.78",,"1","1",24859,12802,12802,-11966,3263,0,0,0,0,0,0,92,0,0,0,0,0,12057,,,,,,,,,,,,,,
"2013","AT",2057740,"3","2013","45","3","3",,"1","1","1","1","1","3","1","1","4","1500","2","2","1","2","2","2","4","2","1","2","1",,,"405.88",,"1","1",26413,23862,23862,-2530,5013,0,0,0,0,0,0,21,0,0,0,0,0,2551,,,,,,,,,,,,,,
"2013","AT",2059070,"4","2013","8",,"3",,"1","1","1","1","1","3","1","3","3","600","3",,"1","2","1","2","4","4","3","2","1",,"600","190.53",,"1","1",35552,25809,25809,-9687,5223,0,0,0,0,0,0,56,0,0,0,0,0,9742,,,,,,,,,,,"1",,,
"2013","AT",2061259,"4","2013","19","3","3",,"1","1","2","1","1","1","1","1","4","1200","2",,"2","2","2","2","1","1","2","1","1","304",,"247.38",,"1","1",32655,27580,-4189,-4189,0,0,0,0,0,0,0,886,1590,0,0,0,0,5075,,,,,,,,,,,,"2",,
"2013","AT",2061590,"4","2013","13",,"3",,"1","1","1","1","1","3","1","1","3","1200","2",,"2","2","2","2","4","4","3","2","1","350","800","606.79",,"1","1",20075,18840,18840,-1171,6292,0,0,0,0,0,0,64,0,0,0,0,0,1235,,,,,,,,,"3",,,,,
"2013","AT",2061865,"5","2013","15",,"3",,"1","1","1","1","1","1","1","1","4","2500","2",,"2","2","1","2","4","1","3","2","1",,,"439.65",,"1","1",15421,14995,14995,-336,0,0,0,0,0,0,0,90,767,0,0,0,0,426,,,,,,,,,,"1",,,,
"2013","AT",2062307,"4","2013","28",,"3",,"1","1","1","1","1","1","1","1","4","1000","3",,"2","2","2","1","1","1","3","2","1","410",,"144.92","0","1","1",7336,5378,5378,-1807,5763,0,0,0,0,0,0,150,0,0,0,0,0,1958,,,,,,,,,"3",,,,,
"2013","AT",2062985,"5","2013","5","3","3",,"1","1","1","1","1","1","1","1","1",,"3",,"2","2","2","2","4","3","4","2","1","270","300","649.71",,"1","1",13464,-20244,-20400,-20400,5031,0,0,0,156,0,0,9,0,0,0,0,0,33708,,,,,,,,,,,,,,
"2013","AT",2064203,"3","2013","17","3","3",,"1","1","1","1","1","3","1","2","5","1000","3","3","2","2","2","2","3","4","5","2","1","350",,"260.02",,"1","1",20379,11305,11305,-8976,1159,0,0,0,0,0,0,98,0,0,0,0,0,9073,,,,,,,,,,,,,,
"2013","AT",2066171,"5","2013","18","3","3","3","2","1","1","1","1","1","1","1","3","2000","2","3","2","2","2","2","1","5","7","2","1","465","850","671.38",,"1","1",37171,36706,36706,10915,6341,0,0,0,0,0,0,11379,0,0,0,66,0,398,,,,,,,,,"1","1",,,,
"2013","AT",2066792,"4","2013","15","3","3",,"1","1","1","1","1","1","1","3","4","4700","3",,"2","2","2","2","1","2","5","2","1",,"1100","509.7",,"1","1",24485,11270,9486,9486,5297,0,140,0,0,0,0,0,0,0,0,0,0,13215,,,,,,,,,,,"1",,,
"2013","AT",2066840,"3","2013","13","3","3",,"1","1","1","1","1","1","1","1","3","800","3",,"2","1","2","2","1","1","3","2","1","780",,"374.22",,"1","1",21206,12908,12908,-8089,0,0,0,0,0,0,0,209,0,0,0,0,0,8298,,,,,,,"1",,,"1",,,,
"2013","AT",2067209,"3","2013","20","3","2","3","1","1","1","1","1","1","1","1","6","1800","2",,"2","2","1","2","3","1","1","2","1","427","380","226.24",,"1","1",50142,40823,40823,40823,5486,218,0,0,0,0,0,0,1062,0,0,0,0,9320,,,,,,,,,"1",,,,,
"2013","AT",2067409,"5","2013","7",,"3",,"2","1","1","1","3","1","1","1","5","1700","2",,"2","2","2","2","3","2","3","2","1","160",,"266.19","214.9","1","1",5599,5021,5021,5021,0,0,0,0,0,0,0,153,0,0,0,0,0,578,,,,,,,,,"1",,,,,
"2013","AT",2068315,"6","2013","9","3","3","3","1","2","2","1","1","1","1","1","3","1200","2","2","2","2","1","2","1","3","2","2","1","520","1500","311.66",,"1","1",11413,10321,10131,-1059,2876,0,0,0,0,0,0,33,0,0,0,0,0,1092,,,,,,,,,"1",,,,,
"2013","AT",2069198,"4","2013","12","3","3",,"1","1","1","1","1","1","1","1","6","1300","2",,"2","2","2","2","1","3","3","2","1",,"1000","356.79",,"1","1",19607,18499,18499,-533,7852,0,0,0,0,0,0,575,0,0,0,0,0,1108,,,,,,,,,,"1",,,,
"2013","AT",2070611,"4","2013","10","2","3","3","2","1","2","1","1","3","1","1","4","1600","2",,"2","2","1","2","3","3","6","2","1",,"1000","171.86",,"1","1",18163,14227,14227,14227,0,149,0,0,0,0,0,38,0,0,0,472,3048,3464,,,,,,,,,,,,,,
"2013","AT",2070707,"5","2013","13","3","3",,"2","1","1","1","1","1","1","3","5","780","2","2","2","2","2","2","3","2","2","2","1",,,"428.48","388.889166666667","1","1",28960,18574,16486,-9850,0,0,0,0,2088,0,0,0,0,0,0,0,0,10386,,,,,,,,,"1",,,"1",,
"2013","AT",2070835,"3","2013","13",,"3",,"1","1","1","1","1","1","1","1","4","1250","2",,"2","2","2","2","3","3","2","1","2","650","450","183.26",,"1","1",13663,12304,12304,-1284,5291,0,0,0,0,0,0,76,0,0,0,0,0,1359,,,,,,,,,"2","1","1",,,
"2013","AT",2071393,"6","2013","12","3","3",,"1","1","1","1","1","1","1","3","6","2000","2",,"2","2","2","1","2","1","3","2","1","162","800","463.09",,"1","1",18492,14399,14399,-4017,5203,0,0,0,0,0,0,75,0,0,0,744,0,3348,,,,,,,,,,"1",,,,
"2013","AT",2071617,"6","2013","10","3","3",,"1","1","1","1","1","1","1","1","2","2200","1",,"2","1","1","2","1","5","4","2","1",,"800","263.57",,"1","1",64,-8512,-8512,-8512,1113,0,0,0,0,0,0,64,0,0,0,0,0,8576,,,,,,,,,,"1",,,,
"2013","AT",2073127,"5","2013","21","3","3",,"1","1","1","1","1","1","1","1","6","900","2",,"2","2","2","2","4","1","3","2","1","467",,"382.49","356.944166666667","1","1",39452,26658,26658,26658,5371,0,0,0,0,0,0,1322,0,0,0,0,0,12794,,,,,,,,,,,,,,
"2013","AT",2073662,"6","2013","14","3","3",,"1","1","2","1","1","1","1","3","3","1500","2",,"2","2","2","1","4","2","4","1","1","225","800","654.3",,"1","1",11518,10486,10486,-1027,5765,0,0,0,0,0,0,5,0,0,0,0,0,1032,,,,,,,,,,,,,,
"2013","AT",2074635,"6","2013","25","3","3",,"1","1","2","1","1","1","1","1","6","1500","2",,"2","2","2","2","3","1","2","2","1","416","3000","586.6",,"1","1",63325,63290,63066,34403,5121,0,0,0,224,0,0,44,1800,0,0,0,0,34,,,,,,,,,,,,,,
