"HB010","HB020","HB030","HB050","HB060","HB100","HS011","HS021","HS031","HS040","HS050","HS060","HS070","HS080","HS090","HS100","HS110","HS120","HS130","HS140","HS150","HS160","HS170","HS180","HS190","HH010","HH021","HH030","HH040","HH050","HH060","HH061","HH070","HH071","HH081","HH091","HY010","HY020","HY022","HY023","HY025","HY030G","HY040G","HY050G","HY060G","HY070G","HY080G","HY081G","HY090G","HY100G","HY110G","HY120G","HY130G","HY131G","HY140G","HC010","HC020","HC030","HC040","HC050","HC060","HC070","HC080","HC090","HC100","HC110","HC120","HC130","HC140","HC150","HC160"
"2012","AT",1799462,"6","2012","9",,"3","3","2","1","1","1","1","1","1","1","3","1200","2","2","2","2","2","2","4","4","2","2","1",,,"266.19",,"1","1",54855,28499,21556,15675,1,0,0,95,0,13,80,0,0,0,0,0,0,0,26356,"2","100","1","1","1","1","1","3","3","3","2","3","3",,"3",
"2012","AT",1799648,"5","2012","30","3","3",,"2","1","2","1","1","3","1","1","4","1000","1",,"2","2","2","2","4","5","2","2","2","201",,"386.98",,"1","1",51782,49117,49117,-2636,1,11586,0,0,0,0,0,0,29,765,0,0,0,0,2664,"2","149","1","1","1","1","1","4","4","4","3","3","2",,"3",
"2012","AT",1800039,"6","2012","12","3","1","3","1","1","1","1","1","3","1","1","3","1200","1",,"2","2","2","2","3","5","2","1","1","271",,"296.48",,"1","1",82807,52103,49634,49634,1,0,0,0,0,0,0,0,54,0,0,0,5247,1080,25457,"2","83","1","1","1","1","2","3","4","4","3","4","4",,"3",
"2012","AT",1800142,"4","2012","16","3","3",,"1","1","1","1","1","1","1","1","5","1500","3",,"2","2","2","2","4","1","6","2","1",,"900","1553.91",,"1","1",29010,-4837,-4837,-14462,1,480,0,0,0,0,0,0,2178,0,0,0,0,0,33848,"2","65","1","1","1","1","1","3","4","3","1","4","2",,"3",
"2012","AT",1801114,"4","2012","13","3","3",,"2","1","1","1","1","1","1","1","5","730","2",,"2","2","2","2","3","4","3","2","1",,"800","387.03",,"1","1",32778,32743,32640,32640,1,4987,0,79,0,24,0,0,0,867,0,0,0,0,34,"2","35","1","1","2","1","1","4","3","1","4","4","2",,"3",
"2012","AT",1801188,"3","2012","18","3","3",,"1","2","2","1","1","1","1","1","6","2500","3",,"2","2","1","1","3","1","2","2","1","406","900","766.84","629.740833333333","1","1",64204,49917,49917,12614,1,4779,0,0,0,0,0,0,6903,0,0,0,4837,0,9450,"2","52","1","1","1","1","1","4","4","4","3","3","4",,"3",
"2012","AT",1801614,"4","2012","16","3","3",,"1","1","1","1","1","3","1","1","4","1500","2",,"2","2","2","2","3","4","2","2","1",,"400","493.45",,"1","1",25388,19375,19375,-5830,1,0,0,0,0,0,0,0,183,0,0,0,0,0,6013,"1","75","1","1","1","1","1","3","4","4","3","4","2",,"3",
"2012","AT",1802376,"6","2012","17","3","3",,"1","1","1","1","1","1","1","1","5","2300","3",,"2","2","2","2","1","3","3","1","1","873","1200","421.13","530.555833333333","1","1",48353,47816,18374,7193,1,3614,0,0,0,0,0,0,931,0,0,0,0,0,537,"2","52","1","1","1","1","2","3","1","4","3","4","4","4","3",
"2012","AT",1802487,"6","2012","13","3","3",,"1","1","1","1","3","1","1","3","3","2200","1",,"1","2","2","2","4","5","3","2","1",,"1000","222.44",,"1","1",50675,39429,39429,-9335,1,7475,0,0,0,0,0,0,232,2550,0,0,0,0,11246,"2","53","1","1","1","1","2","4","4","3","1","4","2",,"3",
"2012","AT",1803391,"4","2012","24",,"3",,"1","2","1","1","1","3","1","3","4","1500","3",,"2","2","2","2","3","5","2","2","1","672","750","307.57","19.545","1","1",91070,10386,10193,10193,1,4834,0,0,0,0,0,0,194,0,0,0,2214,0,78471,"2","150","1","1","1","1","1","3","4","4","4","4","3",,"3",
"2012","AT",1803510,"6","2012","21",,"3",,"1","1","1","1","1","1","1","1","5","2000","3",,"2","2","2","2","1","1","2","2","1","540",,"673.2",,"1","1",44892,-57591,-57591,-57591,1,0,0,0,0,0,0,0,2031,0,0,0,0,0,102484,"2","80","1","1","1","1","1","3",,"3","2","1","4",,"3",
"2012","AT",1803734,"3","2012","16",,"3",,"1","2","2","1","1","1","1","1","3","700","2",,"2","2","2","2","4","1","6","2","1","320","600","536.52",,"1","1",49229,48825,48823,-396,1,3379,8,3,0,0,0,0,0,3067,0,0,0,0,404,"2","90","1","1","1","1","2","4","4","4","3","3","1",,"3",
"2012","AT",1803832,"7","2012","13",,"3",,"1","1","1","1","1","1","2","1","3","820","2",,"2","2","1","2","3","3","7","2","1","327",,"294.96",,"1","1",54724,53460,31008,-1260,1,403,4,1,0,0,0,0,0,67,0,0,0,0,1264,"2","160","1","1","1","1","1","4","1","3","4","3","4",,"2",
"2012","AT",1805693,"4","2012","19",,"3",,"1","1","1","1","1","1","1","1","4","500","2",,"2","2","2","2","3","3","3","2","1",,,"309.3",,"1","1",70309,69166,69166,-1020,1,7441,0,0,0,0,0,0,123,1844,0,0,0,0,1143,"2","50","1","1","1","1","1","4","4","3","4","4","4",,"3",
"2012","AT",1805870,"3","2012","19","3","3",,"2","1","1","1","1","1","1","1","4","1270","3",,"2","2","1","1","4","1","2","2","1",,"1000","288.61",,"1","1",28488,23781,23781,-4702,1,4498,0,0,0,0,0,0,5,0,0,0,0,0,4707,"2","39","1","1","1","1","1","3","3","4","2","4","3",,"3",
"2012","AT",1807248,"4","2012","17","3","3",,"2","2","2","1","1","1","1","1","4","1900","2","1","2","1","1","2","4","1","4","2","1","253",,"387.31",,"1","1",26962,5054,5054,5054,1,0,3,0,0,0,0,0,5,1240,0,0,0,0,21908,"1","54","1","1","1","1","1","3","3","4","2","2","2","3","3",
"2012","AT",1807369,"4","2012","29","3","3",,"1","1","1","1","1","1","1","1","3","2000","2","2","2","1","2","2","4","4","4","2","1","540","800","664.02",,"1","1",68486,61372,61372,-5980,1,8065,117,0,0,0,0,0,1013,2400,0,0,0,0,7114,"2","120","1","1","1","1","1","4","2","4","2","4","2",,"3",
"2012","AT",1807491,"5","2012","16",,"3","3","1","1","2","1","1","1","1","3","1","800","2",,"2","2","2","2","2","1","2","2","1","365.11",,"128.08",,"1","1",52844,49428,49381,49381,1,6783,0,0,46,0,0,0,0,92,0,0,0,0,3416,"2","60","1","1","1","1","1","4","3","3","4","4","3",,"3",
"2012","AT",1807827,"3","2012","18",,"3",,"1","1","1","1","1","3","1","1","1","3000","2",,"2","1","2","2","1","1","4","2","1","273","1500","568",,"1","1",36755,36161,36161,36161,1,5545,0,0,0,0,0,0,11337,0,0,0,0,0,593,"2","78","1","1","1","1","1","4","3","3","2","3","4",,"3",
"2012","AT",1807943,"6","2012","20","3","3",,"2","1","1","1","1","3","1","2","3","800","2",,"2","2","2","2","4","2","3","2","1",,,"166.12",,"1","1",67817,45901,45901,45901,1,5887,0,0,0,0,0,0,8,0,0,0,332,0,21584,"2","86","1","1","1","1","1","2","4","4","1","3","3",,"3",
"2012","AT",1809074,"5","2012","13","3","3",,"1","2","1","1","1","3","1","3","3","700","2",,"2","2","1","2","4","1","3","1","1",,,"782.11",,"1","1",39613,30083,21386,-9522,1,6607,0,0,0,0,0,0,8,0,0,0,262,0,9269,"1","125","2","1","1","1","1","4","4","4","3","3","3",,"3",
"2012","AT",1809522,"6","2012","5","3","3",,"1","1","1","1","1","1","1","3","4","1640","2",,"2","2","2","2","1","1","2","2","1","293",,"1038.59",,"1","1",47949,32639,32586,-15308,1,4265,0,54,0,0,0,0,2,0,0,0,0,0,15310,"2","80","1","1","1","1","1","3","1","4","4","4","3",,"3",
"2012","AT",1809993,"5","2012","21","3","3",,"1","1","1","1","1","1","1","1","2","1500","1",,"2","2","2","2","4","1","3","2","1","255",,"521.16",,"1","1",26831,19182,19182,-7351,1,1263,0,0,0,0,0,4800,297,0,0,0,0,0,7649,"1","84","1","1","1","1","1","2","4","2","3","4","4",,"3",
"2012","AT",1810728,"5","2012","20",,"3",,"1","1","1","1","1","1","1","1","6","1500","3",,"2","2","2","2","4","4","4","2","2",,"1000","534.47",,"1","1",29264,22368,20514,20514,1,0,0,1853,0,0,0,0,256,0,0,0,0,0,6896,"1","112","1","1","1","1","1","4","3","4","1","4","3",,"3",
"2012","AT",1810865,"5","2012","23","3","3",,"1","1","1","1","1","1","1","1","4","1500","2",,"2","2","2","2","1","2","4","2","1","411",,"547.92",,"1","1",38595,24879,24879,24879,1,3078,0,0,0,0,0,0,4217,280,0,0,0,0,13716,"2","90","1","1","1","1","1","4","4","4","3","3","4",,"3",
"2012","AT",1810949,"5","2012","41",,"3",,"1","1","1","1","1","1","1","1","4","550","2",,"2","1","2","2","1","3","4","2","1","270",,"327.31",,"1","1",35110,32033,32033,-980,1,2729,0,0,0,0,0,0,2097,302,0,0,0,0,3078,"1","54","1","1","1","1","1","3","3","2","3","4","4",,"3",
"2012","AT",1811070,"5","2012","23","3","3",,"2","1","2","1","1","1","1","1","5","900","3",,"2","2","2","2","1","4","4","2","1","435","700","667.01",,"1","1",16934,9520,9520,-7191,1,0,0,0,0,0,0,0,223,0,0,0,0,10080,7414,"2","100","1","1","2","1","1","4","4","4","3","4","4",,"3",
"2012","AT",1811335,"5","2012","7",,"3",,"1","1","1","1","1","3","1","1","4","3000","2",,"2","1","2","2","1","1","3","2","1",,"500","521.48",,"1","1",43595,42311,42311,-1095,1,0,0,0,0,0,0,7380,189,0,0,0,0,0,1284,"2","48","1","1","1","1","1","4","2","4","3","4","4",,"3",
"2012","AT",1811397,"7","2012","24","3","3",,"1","1","1","1","1","1","1","1","1","1200","2",,"2","2","1","2","4","1","3","2","1",,"460","313.51",,"1","1",52408,37360,37290,37290,1,0,0,0,0,0,0,0,1514,0,0,0,0,0,15048,"2","170","1","1","1","1","1","4","3","3","1","3","3",,"3",
"2012","AT",1811715,"5","2012","17",,"3",,"1","1","2","1","3","1","1","1","5","2400","1",,"2","2","2","2","1","3","3","2","1","515","700","399.78",,"1","1",30938,18967,18967,-3483,1,691,0,0,0,0,0,0,8488,0,0,0,0,0,11971,"2","42","1","1","1","1","1","3","4","3","4","4","3",,"3",
"2012","AT",1811897,"5","2012","24",,"3",,"1","1","1","1","1","1","1","1","6","2000","3",,"2","1","2","2","1","2","2","2","1","1000","730","281.84",,"1","1",23342,22718,20649,25,1,11942,0,555,0,648,648,0,0,0,0,0,0,0,623,"2","57","1","1","1","1","1","3","3","3","3","4","2","3","3",
"2012","AT",1812067,"6","2012","32",,"3",,"2","1","2","1","1","1","2","1","5","2050","1",,"2","2","2","2","4","1","2","2","1","660","3000","511.6",,"1","1",40239,25598,25598,-2254,1,2951,0,0,0,0,0,0,189,0,0,0,0,0,14641,"1","200","1","1","1","1","1","4","3","4","3","3","4",,"3",
"2012","AT",1812574,"5","2012","17","3","3",,"1","1","2","1","3","1","3","1","1","1000","3",,"2","2","2","2","3","5","3","2","1","858","650","538.15",,"1","1",25452,24463,24327,-989,1,6668,0,136,0,0,0,0,0,0,0,0,0,0,989,"2","85","2","1","1","1","1","4","4","3","4","3","3",,"3",
"2012","AT",1812588,"3","2012","15","3","3",,"1","1","1","1","1","3","1","1","2","1000","3",,"2","1","1","2","1","5","4","1","1",,"1000","540.6",,"1","1",98325,79748,79748,36900,1,3158,0,0,0,0,0,0,7,0,0,0,0,0,18577,"1","140","1","1","1","1","2","3","3","3","4","4",,,"3",
"2012","AT",1812632,"3","2012","43","3","3",,"2","1","1","1","1","3","1","2","4","2200","2",,"2","2","1","2","4","5","9","2","1","250","800","356.87","337.719166666667","1","1",27955,26528,26528,-265,1,533,0,0,0,0,0,0,130,0,0,0,376,0,1051,"2","61","1","1","1","1","1","4","3","4","3","2","4",,"3",
"2012","AT",1812930,"6","2012","16","3","3",,"1","1","1","1","1","1","1","3","4","2000","3",,"2","2","2","2","1","2","6","2","1",,,"229.81",,"1","1",83297,77771,67132,67132,1,5632,0,0,0,0,0,2160,5879,0,0,0,0,0,5526,"2","68","1","1","1","1","2","3","2","4","2","4","4","4","3",
"2012","AT",1813505,"4","2012","15","3","3",,"1","1","1","1","1","1","1","1","5","1500","2",,"2","2","2","2","3","3","1","2","1","730","1000","271.71",,"1","1",41233,40657,40657,3334,1,6065,0,0,0,0,0,0,25,0,0,0,54,0,522,"1","74","1","2","1","1","1","3","4","2","1","3","4",,"3",
"2012","AT",1813907,"5","2012","15",,"3",,"1","1","1","1","1","3","1","1","4","1500","2",,"2","2","2","2","1","5","2","2","1","378",,"329.4",,"1","1",45869,45616,38153,38153,1,0,0,0,0,0,0,0,220,1584,0,0,0,0,253,"2","95","1","1","1","1","1","3","3","3","3","4","2","4","3",
"2012","AT",1815305,"5","2012","23","3","3",,"1","1","2","1","1","3","1","1","5","4000","1",,"2","1","2","2","1","1","2","2","1",,,"827.07",,"1","1",64245,51384,45572,-5046,1,5952,0,0,0,0,0,0,7816,0,0,0,0,0,12862,"2","120","1","1","1","1","2","3","2","3","4","3","4","2","3",
"2012","AT",1815426,"6","2012","37",,"3",,"1","1","1","1","1","1","1","3","3","1200","2",,"1","2","2","2","1","2","7","1","1",,,"551.52",,"1","1",39550,15507,-11050,-11050,1,5621,0,10387,0,0,0,0,0,658,0,0,0,0,24043,"2","84","1","1","2","1","1","4","3","3","3","3","3",,"2",
"2012","AT",1816248,"6","2012","31","3","3",,"1","1","1","1","1","1","1","1","4","1500","2",,"2","2","2","2","1","1","2","2","1",,,"421.13",,"1","1",115513,102301,101022,92165,1,6398,0,1279,0,0,0,0,296,0,0,0,4310,0,8902,"2","200","1","1","1","1","1","4","4","4","1","4","3","4","3",
"2012","AT",1816362,"5","2012","14",,"3",,"1","1","1","1","1","1","1","1","6","4200","3",,"2","2","1","2","4","3","2","2","1",,"1000","348.93",,"1","1",158817,132018,132018,64798,1,7079,0,0,0,0,0,0,628,0,0,0,0,0,26799,"1","150","1","1","1","1","1","4","2","3","3","3","3",,"3",
"2012","AT",1817278,"6","2012","13","3","3",,"1","1","1","1","1","1","1","1","3","2000","2",,"2","2","2","1","1","2","3","2","2",,,"263.29",,"1","1",82323,78361,78361,59138,1,0,0,0,0,0,0,0,3418,0,0,0,0,3000,3962,"2","100","1","1","2","1","1","4","3","3","2","3","4",,"3",
"2012","AT",1817599,"4","2012","17",,"3","3","1","1","2","1","1","1","1","1","4","2000","1",,"2","2","2","2","1","5","5","2","1",,"208","240.69",,"1","1",29796,25640,25268,25268,1,544,0,0,0,0,0,0,3918,0,0,0,0,0,4156,"2","82","1","1","1","1","1","4","2","4","3","4","4",,"3",
"2012","AT",1818772,"5","2012","16","3","3",,"1","1","2","1","1","1","1","1","5","3000","2",,"2","2","2","2","3","5","3","1","1",,,"515.29",,"1","1",61052,56243,51921,51921,1,7240,0,0,4322,0,0,0,222,3862,0,0,0,0,4810,"2","71","1","1","1","1","1","3","4","3","4","3","3",,"3",
"2012","AT",1819405,"6","2012","12",,"3",,"1","1","2","1","1","3","1","1","6","1200","3",,"2","2","2","2","1","3","4","2","1",,"400","486.05",,"1","1",63989,43760,43565,34586,1,4043,0,195,0,0,0,0,33,0,0,0,0,0,20229,"2","75","1","1","1","1","1","3","3","2","4","1","2",,"3",
"2012","AT",1819494,"4","2012","11","3","3",,"1","1","1","1","1","1","1","1","5","2000","2","3","2","2","2","2","4","3","2","2","1","484","600","503.09",,"1","1",118368,80900,80552,80552,1,0,0,348,0,0,0,0,80,0,0,0,0,0,37468,"1","180","1","1","1","1","2","2","4","3","2","3","3",,"2",
"2012","AT",1819725,"4","2012","34","3","3",,"1","1","1","1","1","1","1","1","4","2500","2",,"2","2","2","1","2","3","5","1","1","370",,"698.32",,"1","1",58936,34420,31851,27961,1,7645,0,1335,0,0,638,0,304,0,0,0,0,0,24516,"2","120","1","1","1","1","1","2","4","2","2","4","3","4","3",
"2012","AT",1819894,"5","2012","20",,"3",,"1","2","2","1","1","1","1","1","4","2600","2",,"2","2","2","2","3","2","3","2","1",,,"446.25",,"1","1",54274,30322,30322,30322,1,0,0,0,0,0,0,4080,15145,0,0,0,0,0,23951,"2","86","1","1","1","1","1","4","2","2","3","1","4",,"3",
"2012","AT",1819923,"4","2012","30","3","3",,"1","1","2","1","1","1","1","1","3","2000","2",,"2","2","2","2","1","1","5","2","1",,"800","857.94",,"1","1",44398,35616,35616,35616,1,3107,0,0,0,0,0,0,4022,0,0,0,0,0,8783,"2","56","1","1","1","1","1","3","4","2","4","3","2",,"3",
"2012","AT",1820063,"5","2012","20","3","3",,"2","1","2","1","1","3","1","1","5","1000","3",,"2","2","2","2","4","5","2","2","1","197",,"495.11",,"1","1",66798,66337,66333,66333,1,0,0,5,0,0,0,0,0,0,0,0,161,3600,300,"2","81","1","1","1","1","1","4","3","3","4","2","4","3","3",
"2012","AT",1820662,"6","2012","19","3","3",,"1","1","2","1","1","1","1","1","4","3000","3","3","2","1","2","2","3","1","2","2","1",,"600","324.64",,"1","1",25647,18183,3821,3821,1,6460,0,2830,0,0,0,0,0,0,0,0,73,0,7392,"2","109","1","1","1","1","1","3","4","3","2","3","3",,"3",
"2012","AT",1821806,"6","2012","37","3","3",,"1","1","1","1","1","1","1","1","4","1800","2",,"2","2","2","2","4","2","2","2","1",,,"512.1",,"1","1",63914,24381,21640,21640,1,6790,0,1711,0,0,0,0,0,0,0,0,5234,0,34299,"2","120","1","1","1","2","2","4","3","4","3","3","4",,"3",
"2012","AT",1822324,"5","2012","17",,"3",,"1","1","1","1","1","1","1","1","3","2500","1",,"2","2","1","2","1","1","5","1","1","594","500","475.49",,"1","1",51667,38096,34311,34311,1,168,0,3785,0,0,0,0,346,4111,0,0,0,0,13572,"2","80","1","1","1","1","1","4","4","4","3","4","3",,"3",
"2012","AT",1822662,"5","2012","25","3","3",,"1","1","1","1","1","1","1","1","4","2000","2",,"2","2","2","2","4","2","4","2","1","300","900","520.73",,"1","1",128494,100448,98299,63458,1,756,0,2149,0,0,0,0,244,0,0,0,0,0,28045,"1","49","1","1","1","1","1","3","3","2","3","2","3",,"3",
"2012","AT",1823147,"7","2012","21",,"3",,"1","1","1","1","1","1","1","3","2","2000","2","2","2","2","2","2","3","3","5","2","1",,"750","533.36",,"1","1",70682,38318,33006,33006,1,1256,0,3046,0,0,0,0,704,6500,0,0,4285,0,28079,"1","55","1","2","1","1","2","2","4","3","4","3","2",,"3",
"2012","AT",1823233,"5","2012","15",,"3","3","1","1","1","1","3","1","1","1","5","800","2",,"2","2","2","2","4","5","3","2","1","540","800","718.68","176.185","1","1",11498,43700,43061,33549,1,2880,0,0,0,0,0,0,1348,200,0,0,0,0,-32202,"1","120","1","1","1","1","1","3","4","3","1",,"4",,"3",
"2012","AT",1823516,"4","2012","20","3","3",,"1","1","2","1","1","1","1","1","5","3500","2",,"2","2","2","2","3","2","5","2","1",,"1000","458.13","583.333333333333","1","1",144358,144230,123692,123692,1,5575,0,4077,0,0,0,0,0,0,0,0,0,0,128,"2","60","1","1","1","1","1","3","3","3","3","3","4",,"3",
"2012","AT",1824218,"4","2012","13","3","3",,"1","1","1","1","1","1","1","1","3","866","1",,"2","2","2","2","1","3","4","2","1",,,"330.61",,"1","1",92261,78443,64845,26740,1,1887,0,4451,0,0,0,0,342,0,0,0,0,0,13818,"2","55","1","1","1","1","2","3","2","4","3","3","4",,"3",
"2012","AT",1825533,"3","2012","17","3","3",,"1","1","2","1","1","3","1","1","4","2800","3",,"2","2","2","2","1","2","3","2","1",,"1000","683.9",,"1","1",51760,28883,27662,27662,1,4781,0,1221,0,0,896,0,240,0,0,0,0,0,22877,"1","200","1","1","1","1","1","4","4","2","3","3","4",,"3",
"2012","AT",1827235,"5","2012","14","3","3",,"1","1","1","1","1","3","1","1","3","1500","2","2","2","2","2","2","1","2","6","2","1",,"350","540.66",,"1","1",65930,23355,23355,23355,1,0,0,0,0,0,0,0,2580,0,0,0,0,0,42575,"2","76","1","1","2","1","1","3","4","3","4","4","4",,"3",
"2012","AT",1827841,"4","2012","13",,"2",,"1","1","1","1","1","1","1","2","3","1300","1",,"2","2","2","2","2","3","8","2","1","170","500","498.68",,"1","1",71126,41732,39707,23297,1,1952,0,2025,0,0,1486,0,397,0,0,0,0,2460,29394,"2","106","1","1","1","1","1","3","4","4","3","4","3",,"3",
"2012","AT",1828106,"4","2012","12","3","3",,"1","1","1","1","1","1","1","1","4","1200","3",,"2","2","2","2","1","3","4","2","1","500",,"326.58",,"1","1",86705,80555,77380,77380,1,4512,0,0,3175,0,0,0,163,0,0,0,0,0,6150,"2","56","1","1","3","1","1","4","4","4","3",,"3",,"3",
"2012","AT",1828216,"5","2012","12",,"3",,"1","1","1","1","1","1","1","1","5","2200","2",,"2","1","2","2","1","1","3","2","1","191","200","687.89",,"1","1",148973,131430,131430,131430,1,0,0,0,0,0,0,0,350,0,0,0,0,0,17542,"1","175","2","1","1","1","2","3","3","4","3","4","3",,"3",
"2012","AT",1828688,"4","2012","23","3","3",,"1","1","1","1","1","1","1","3","3",,"1",,"2","2","2","2","4","1","4","2","1","280","1300","386.22",,"1","1",62708,28576,27697,27697,1,7883,0,879,0,0,0,0,33,4000,0,0,0,0,34132,"2","72","1","1","1","1","1","3","4","2","4","3","4",,"3",
"2012","AT",1828864,"4","2012","25",,"3",,"1","1","1","1","1","1","1","1","1","1500","2",,"2","2","2","2","1","1","3","2","1","363",,"652.16",,"1","1",27565,10875,9203,9203,1,573,0,1672,0,0,0,0,0,0,0,0,2724,0,13966,"2","62","1","1","2","1","1","3","2","2","4","3","4",,"3",
"2012","AT",1828916,"5","2012","22","3","3",,"1","1","1","1","1","1","3","1","5","2200","2",,"2","2","2","2","4","2","6","2","1","230",,"566.72",,"1","1",58020,56225,56001,39066,1,895,0,223,0,0,0,0,17,4080,0,0,0,0,1796,"2","115","1","1","1","1","1","4","4","3","3","4","3",,"3",
"2012","AT",1829397,"4","2012","13","3","3",,"1","1","1","1","1","1","1","2","3","2500","3","2","2","2","2","2","3","1","4","2","1",,"500","430.26",,"1","1",99046,96018,94505,66221,1,0,1227,1512,0,0,0,0,636,0,364,0,0,0,3028,"2","58","1","1","1","1","2","4","3","3","4","3","2",,"3",
"2012","AT",1830210,"4","2012","11","3","3","3","2","1","2","1","1","1","1","1","3","2000","2",,"2","2","2","2","2","1","3","1","1","220","2500","291.4",,"1","1",4126,4057,3733,3733,1,15077,0,0,0,0,2616,0,0,0,0,0,0,0,69,"2","43","1","1","2","1","1","3","4","3","4","3","3",,"3",
"2012","AT",1831447,"6","2012","18",,"3",,"1","2","1","1","1","3","1","1","2","3500","3",,"2","2","2","2","1","1","3","2","1","523","800","601.52","144.444166666667","1","1",92526,176271,172665,172665,1,6637,0,0,0,0,4800,0,0,0,0,0,0,0,-83745,"2","33","1","1","2","1","2","3","3","3","4","3","3",,"3",
"2012","AT",1831526,"4","2012","16","3","3",,"1","1","2","1","1","1","1","3","5","1000","2",,"2","2","2","2","1","3","5","2","1",,"1500","595.75","44.6225","1","1",110380,77106,73373,73373,1,0,0,3733,0,0,0,0,807,0,0,0,0,0,33274,"2","90","1","1","1","1","1","4","2","3","3","4","2",,"2",
"2012","AT",1833048,"7","2012","42","3","3",,"1","2","1","1","1","1","1","1","3","2500","2",,"2","2","2","2","1","2","1","2","1","60",,"353.2",,"1","1",33446,18833,18833,18833,1,0,0,0,0,0,0,0,1608,0,0,0,0,0,14613,"2","68","1","1","1","1","1","4","2","1","4","3","4",,"3",
"2012","AT",1833376,"5","2012","13","3","3","3","1","1","1","1","1","3","1","1","3","1700","2",,"2","2","2","2","1","3","6","2","1",,"1000","1042.4",,"1","1",75959,65577,65063,65063,1,0,0,0,0,0,0,0,3994,0,0,0,0,0,10382,"2","80","1","1","1","1","1","3","3","3","3","4","4",,"3",
"2012","AT",1833940,"4","2012","16","3","3",,"1","1","1","1","1","3","1","1","4","3000","2",,"2","2","2","1","4","3","3","2","1",,"1000","1107.48",,"1","1",88530,73275,46965,46965,1,2656,0,16761,0,4720,8700,0,75,0,0,0,0,0,15255,"2","140","1","1","1","1","2","4","4","3","3","3","3",,"3",
"2012","AT",1835051,"6","2012","18","3","3",,"1","1","2","1","1","3","1","1","4","1500","2","3","2","2","2","2","4","4","5","2","1","688",,"336.92","140.5","1","1",64022,50232,34469,34469,1,4864,0,3974,0,0,0,0,0,2864,0,0,0,0,13790,"2","187","1","1","1","1","1","4","2","2","2",,"3",,"3",
"2012","AT",1835425,"3","2012","14","3","3",,"1","1","1","1","1","3","1","2","1","1500","3",,"2","1","1","2","4","1","4","2","1",,,"518.53","666.666666666667","1","1",110611,89813,64147,64147,1,6738,0,2879,0,0,949,0,84,628,0,0,0,0,20798,"2","100","1","1","1","1","1","4",,"3","3","2","4",,"3",
"2012","AT",1835489,"5","2012","14",,"3",,"1","1","1","1","3","1","1","3","5","2000","2",,"2","2","2","2","1","1","4","2","2",,"700","197.98",,"1","1",15283,9554,9088,9088,1,5820,0,466,0,0,0,0,34,0,0,0,0,0,5729,"2","134","1","1","1","1","2","3","2","4","1","4","1",,"3",
"2012","AT",1835571,"4","2012","19",,"3","3","1","1","1","1","1","1","1","1","3","4000","3","2","2","2","2","1","4","4","5","2","1",,,"731.14",,"1","1",87525,74418,62498,62498,1,4040,0,6989,0,4930,5916,0,0,531,4736,0,0,0,13107,"2","98","1","1","1","1","1","4","2","4","4",,"4",,"3",
"2012","AT",1835985,"5","2012","14",,"3",,"1","1","1","1","1","3","1","3","4",,"3",,"2","2","2","2","1","1","3","2","1",,"1000","327.69","0","1","1",103472,13794,12343,-89514,1,3812,0,1451,0,0,0,0,165,62,0,0,0,0,89678,"2","140","1","1","1","1","1","3","4","3","3",,"2",,"3",
"2012","AT",1837002,"7","2012","19",,"3",,"1","1","1","1","1","1","1","1","5","2000","3",,"2","2","2","1","1","3","3","2","1","721","850","386.53",,"1","1",75935,69235,68204,43990,1,6918,0,0,0,0,0,0,1923,0,0,0,0,600,6699,"1","75","1","1","1","1","2","2","3","2","2","4","4",,"3",
"2012","AT",1837277,"4","2012","20",,"3",,"1","1","2","1","1","3","1","1","5","800","2",,"2","2","2","2","3","5","4","2","1",,,"268.63","22.9166666666667","1","1",15152,12894,12894,12894,1,0,0,0,0,0,0,0,203,0,0,0,0,0,2259,"2","130","1","1","1","1","1","2","4","4","3","2","2",,"3",
"2012","AT",1839065,"5","2012","16",,"3",,"1","1","1","1","1","1","1","1","4","2000","3",,"2","2","2","2","4","4","5","2","1",,"600","418.53",,"1","1",75047,74282,73101,51251,1,3927,0,1181,0,0,0,0,86,310,0,0,0,0,764,"2","283","1","1","1","2","1","3","3","3","3","4","4","2","3",
"2012","AT",1839725,"6","2012","19","3","3","3","2","1","2","1","1","1","1","1","6","1200","2",,"2","2","2","2","1","5","7","2","1","590",,"309.05",,"1","1",113865,85540,84527,22031,1,0,0,1013,0,0,0,0,38,237,0,0,9897,0,18429,"2","35","1","1","1","1","1","3","2","4","4","1","4",,"3",
"2012","AT",1841722,"6","2012","23","3","3",,"1","1","2","1","1","1","1","1","5","1600","2",,"2","1","1","2","1","2","4","2","1","500","500","267.66","244.444166666667","1","1",35727,30530,30530,-3007,1,5315,0,0,0,0,0,0,2189,0,0,0,0,0,5197,"2","140","1","1","1","1","1","4","3","4","4","1","2","2","3",
"2012","AT",1843041,"5","2012","35","3","3",,"1","2","2","1","1","1","1","1","2","900","3",,"2","2","2","2","1","4","5","2","1",,"2500","434.49",,"1","1",81675,9163,9156,-13474,1,0,0,7,0,0,0,0,2,0,0,0,9600,0,62912,"1","95","1","1","2","1","1","4","4","4","4","2","2",,"3",
"2012","AT",1843328,"4","2012","25","3","3",,"1","1","2","1","1","1","1","1","1","1800","3",,"2","1","2","2","1","1","5","2","1",,"1500","1072.68",,"1","1",82483,72137,58237,58237,1,0,0,9415,0,0,0,0,1151,0,0,0,0,0,10346,"2","170","1","1","1","1","1","1","4","3","4","2","4",,"3",
